simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
4	96	0.153518381775967	0.0219096694297668	0.0213704284895607	0.0152286589461057	0.153518381775967	0.163786524685632	0.0236606013933833	0.0156866517535607	0.165673477294198	0.134789405367031	0.99985983640626	0.916572660261868	0.831408206323924	0.870631843809833	-635.734661100144	0.0219096694297668_0.0219139816113527	0.5_0.5	
1	94	0.449187704832174	0.0175508993407472	0.00860580612041733	0.0230938382013407	0.449187704832174	0.710260497246654	0.0247363328774305	0.0225323006034797	0.437602616020359	0.275118829802437	0.999463168735428	0.617118091587892	0.720015539359963	0.485633884684523	-615.344663265658	0.0175508993407472_0.0175663052074887	0.500000000000002_0.499999999999998	
2	98	0.309387001336235	-0.0247358830852684	-0.0347248779564882	0.0242066257420995	0.309387001336235	0.154640260431614	-0.0157212498586573	0.0261017962440348	0.346282409514115	0.548376348896748	0.99885201985069	0.593459230594607	1.26230305481911	0.691419470415961	-632.400507976098	-0.0247358830852684_-0.0247034526530427	0.500000000000013_0.499999999999987	
5	101	0.4042621541598	0.019279153282919	-0.0126434387688716	0.0241555653381869	0.609603271624663	0.601841929606109	0.0193843313645036	0.02301759511464	0.4042621541598	0.401712038137612	0.139528666230169	0.337111768004691	0.672936091411198	0.225075551999448	-646.196430594759	-0.0123737681272135_0.019279153282919	0.499798034348736_0.500201965651264	
3	102	0.51972958357966	0.0149421576253777	-0.0120098645184047	0.0279332802775818	0.664326265050257	0.668149236733068	0.0156166418132889	0.0231294499623461	0.51972958357966	0.501101487365811	0.214437692492822	0.446197640981153	0.824634518025848	0.375674290503451	-660.143147468544	-0.0121573189767963_0.0149421576253777	0.49992110765205_0.50007889234795	
7	107	0.103646393151373	0.0229220473467484	0.0218687196731807	0.0139636318913993	0.103646393151373	0.120301155148389	0.024158153551461	0.0147698836662337	0.123580184194184	0.104881880102949	0.999835782049172	0.910317864520867	0.784668674430271	0.845568645904684	-711.414060559784	0.0229220473467484_0.0229267316634767	0.5_0.5	
9	95	0.0361146152523475	-0.046936323205733	-0.038376063131519	0.0220761612601465	0.0361146152523475	0.0854238240024895	0.00456009201088927	0.0308910065675043	0.675648155390159	0.882959827480013	0.00782573177947743	0.258124722530418	0.747469760477634	0.187299798409349	-613.711437303353	-0.046936323205733_0.0129655565261352	0.50175457481369_0.49824542518631	
6	104	0.644866483276765	-0.016436906043736	-0.0115569126667921	0.0355573439890163	0.644866483276765	0.745823808327476	0.0759923037397735	0.0400959027541028	0.0486683957842575	0.0608611877169707	3.18431686316956e-05	0.102331916112856	0.989842391712365	0.100942275586122	-654.923932983323	-0.016436906043736_0.079997099812214	0.500532160159472_0.499467839840528	
10	113	0.791105864000058	-0.00635239689987318	-0.00535799430542283	0.0239254005811522	0.791105864000058	0.823207432560796	0.0243806982609992	0.0244971964998524	0.316567902837452	0.321762762699032	0.122873900997767	0.385133047634064	0.895794255449143	0.346893257380152	-726.758161990499	-0.00635239689987318_0.0246450066405894	0.500227425136513_0.499772574863487	
8	111	0.0122763664048191	0.0733968360481645	-0.0282224052124923	0.0330545085807725	0.138465381823364	0.395063528449158	0.0535245981736178	0.028826812197105	0.0122763664048191	0.0660202737152134	1.92598135217992e-08	0.062339685029814	0.939454569347324	0.0570144958941097	-703.228300709856	-0.0493294749069448_0.0733968360481645	0.499635619309229_0.500364380690771	
