simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
70	99	0.870250972400173	0.00430125180734648	-614.647235506035	0.00430125180734648_0.166351520093033	0.501894415184215_0.498105584815785	0.870250972400173	0.00430125180734648	-618.647235506035	0.00430125180734648_0.166351520093033	0.501894415184215_0.498105584815785
83	107	0.659838691272977	0.0107408057685622	-656.527806814633	0.0107408057685622_0.181224511592403	0.500835751062604_0.499164248937396	0.659838691272977	0.0107408057685622	-660.527806814633	0.0107408057685622_0.181224511592403	0.500835751062604_0.499164248937396
42	102	0.0798478633554331	0.046522054459755	-641.397802811385	0.046522054459755_0.2060454943583	0.500053746651684_0.499946253348316	0.0798478633554331	0.046522054459755	-645.397802811385	0.046522054459755_0.2060454943583	0.500053746651684_0.499946253348316
21	107	0.679727260627972	-0.0131649444508684	-668.868130708657	-0.0131649444508684_0.165103658068283	0.503418834941346_0.496581165058654	0.630008490349665	-0.0131651433304035	-672.868130768375	-0.0131651433304035_0.165103871725887	0.503418866451644_0.496581133548356
62	109	0.799002270350932	0.177151765694062	-657.567281583185	0.0102161673981092_0.177151765694062	0.49911148533246_0.50088851466754	0.799002267192099	0.177151765694062	-661.567281583185	0.0102161673981092_0.177151765694062	0.49911148533246_0.50088851466754
94	95	0.634054062241856	0.221280347572785	-552.862386922088	0.0168322243807814_0.221280347572785	0.496513638304419_0.503486361695581	0.634054055146121	0.221280347572785	-556.862386922088	0.0168322243807814_0.221280347572785	0.496513638304419_0.503486361695581
81	103	0.64701674105502	0.0157728668282028	-584.546819452911	0.0157728668282028_0.205847766561142	0.502079043457638_0.497920956542362	0.647016746016637	0.0157728845442093	-588.54681945825	0.0157728845442093_0.205847745189077	0.502079043395631_0.497920956604369
99	98	0.971937457399732	0.000384945996658308	-564.047716736421	0.000384945996658308_0.264804994717156	0.50398652846226_0.49601347153774	0.986502955438858	0.000110680791087028	-568.046094147116	0.000110680791087028_0.264950682802449	0.503696074234926_0.496303925765073
29	84	0.310996806830949	0.201601644603449	-498.608093660524	0.0468649531729258_0.201601644603449	0.499223415355987_0.500776584644013	0.310996817774634	0.201601645623577	-502.608093661065	0.0468649502117418_0.201601645623577	0.499223419086118_0.500776580913882
67	107	0.314610297418203	0.0294976497089386	-672.048604890837	0.0294976497089386_0.167829626842137	0.501937771123245_0.498062228876756	0.315245200251602	0.0262244170201702	-676.030882071208	0.0262244170201702_0.172021638700441	0.503387252701141_0.496612747298859
41	119	0.00754188536888518	0.0997457048556229	-736.239521721017	0.0997457048556229_0.0997507638186218	0.500000000000014_0.499999999999986	0.00754188536888518	0.0997457048556229	-740.239521721017	0.0997457048556229_0.0997507638186218	0.500000000000014_0.499999999999986
66	113	0.0600919431856388	0.0906243877005612	-678.279401410572	0.0906243877005612_0.0906329991513348	0.500000000000237_0.499999999999763	0.0600919435781145	0.0906234724143383	-682.279401411626	0.0906234724143383_0.0906339117483269	0.500000000000316_0.499999999999684
45	115	0.581305821862734	0.174642869995907	-711.408771706396	0.0178094230798751_0.174642869995907	0.498122807209232_0.501877192790768	0.63537676943663	0.18123520809574	-715.230441025266	0.00942727938209464_0.18123520809574	0.494054905976358_0.505945094023642
16	105	0.316168295870749	0.0316179694479118	-646.374950060164	0.0316179694479118_0.178458386424577	0.501752964847935_0.498247035152065	0.485920693558317	0.0151464595361897	-649.25725344755	0.0151464595361897_0.201389413678723	0.511922449669541_0.488077550330459
97	103	0.25617502259072	0.132931359263573	-661.049177087444	0.0440579207183108_0.132931359263573	0.499372880759438_0.500627119240562	0.304622487338731	0.142561964764485	-664.790607216423	0.0319320785926164_0.142561964764485	0.49791496615839_0.50208503384161
89	119	0.253233121032728	0.211841962620469	-726.007218769702	0.0373897006112333_0.211841962620469	0.495013520493343_0.504986479506657	0.315241397878221	0.221257980775994	-726.24099062051	0.0265964172720868_0.221257980775994	0.485891886656065_0.514108113343935
76	118	0.752179038055477	0.172376597506861	-733.668248338084	0.00862572143900738_0.172376597506861	0.496425610539462_0.503574389460538	0.567589609689549	0.182579409195302	-737.34808491994	-0.00568073235341906_0.182579409195302	0.486827047456729_0.513172952543271
26	113	0.0705931282068844	0.0963256344674314	-689.891850203741	0.0963256344674314_0.096341057696382	0.50000000000044_0.49999999999956	0.0705931282080895	0.0963256344674314	-693.891850203741	0.0963256344674314_0.096341057696382	0.50000000000044_0.49999999999956
72	118	0.613579511626313	0.176557627305383	-711.984155311793	-0.0190995102702352_0.176557627305383	0.495603685260367_0.504396314739633	0.126626745833998	0.1891308358797	-714.404953880874	-0.0459515535742616_0.1891308358797	0.47117376474358_0.52882623525642
15	86	0.974691085657082	0.208234614361504	-501.112271445093	-0.000128445938989645_0.208234614361504	0.499142699543785_0.500857300456215	0.974691112001739	0.208234612125611	-505.112271448962	-0.000128451538201558_0.208234612125611	0.499142700514394_0.500857299485606
27	101	0.303397432526288	0.0288364940710806	-618.007888719161	0.0288364940710806_0.213829799186676	0.501399480811482_0.498600519188518	0.302390725796548	0.0273981879541607	-621.997962581966	0.0273981879541607_0.21577599213584	0.502308045433892_0.497691954566108
22	122	0.0065116885109009	0.079055242317296	-714.207952668998	0.123833214511091_0.079055242317296	0.486927080243502_0.513072919756498	0.433471306361762	0.165604318347847	-703.242154409196	0.0295882113938814_0.165604318347847	0.497879887433978_0.502120112566022
24	100	0.00279394674079034	0.157153730748271	-595.297710016364	0.15712288497564_0.157153730748271	0.499999999999667_0.500000000000333	0.00279394670703628	0.157125912816742	-599.297710030341	0.157125912816742_0.157150713148035	0.500000000000464_0.499999999999536
82	114	0.783654531126092	0.208975787394949	-697.52354823761	-0.0080540459630024_0.208975787394949	0.495382599363874_0.504617400636126	0.597739704464325	0.211130757078565	-701.487949631146	-0.0119757811933466_0.211130757078565	0.492295153035411_0.507704846964589
58	124	0.585209625455117	0.0187621635351383	-746.143663612282	0.0187621635351383_0.172677284430745	0.502305785238399_0.497694214761601	0.629469959742729	0.0189381134504024	-746.965775530994	0.0189381134504024_0.172011421550021	0.505441394702777_0.494558605297223
