simNum	IVsNum	plei_test	P	eff
93	86	0.25	3.25204147334658e-05	0.0747139168590023	
49	86	0.003	1.29051823215302e-06	0.0980537366989164	
7	91	0	1.11812729937451e-07	0.109182130765024	
59	92	0.032	2.51231524812217e-08	0.107879756681516	
87	93	0	0.000294777032153473	0.0661831507328681	
61	96	0	0.000127043139046666	0.0709198776058371	
1	96	0	1.70125807154095e-05	0.0873732580911881	
11	101	0.005	8.35256332126318e-09	0.106451011443603	
55	97	0.06	2.42709278270493e-06	0.0813839360221955	
71	103	0.073	1.76483612186056e-05	0.0730316777007529	
79	97	0.001	1.30741633651883e-06	0.0926203870716454	
9	102	0	0.000591047253304215	0.0638989858878048	
45	108	0	2.07560228757938e-06	0.0878482547589403	
47	103	0	0.000600983734878254	0.0671713420133816	
85	102	0	0.000801873787924609	0.0596148429144927	
75	99	0.001	0.0899048458401359	0.0290153035212502	
41	106	0	0.000681453138218299	0.055616148600972	
57	102	0	0.000677797801954783	0.0633478798644739	
33	103	0	2.48761232036308e-06	0.0891228448308866	
83	105	0	2.01904777265144e-05	0.0776343160001137	
5	107	0	1.01371024405498e-07	0.100822806302814	
31	105	0	6.74074042402371e-07	0.0969833365022491	
15	108	0	1.05237126570337e-05	0.0787547553780253	
35	106	0	2.56710000454658e-06	0.0894780086659912	
27	112	0.084	0.000118689253112703	0.0597644905625013	
23	109	0.001	4.82609377987359e-07	0.0913970886412587	
17	107	0	1.56474006703839e-07	0.0983766945032563	
91	106	0	8.75546280081233e-05	0.0701309924916325	
73	110	0.056	1.93253084361868e-05	0.0677735769937684	
19	111	0	6.78466829574568e-05	0.0646902702675638	
95	108	0	1.92416117721317e-05	0.079183568182132	
21	113	0.009	0.000374516422531663	0.0565685582987037	
67	109	0	0.000146308894264929	0.0731932128917048	
97	108	0	1.4144604544492e-05	0.0661015116756053	
53	112	0.002	0.00019921678185085	0.0639891720879915	
69	112	0.003	1.07381598570456e-05	0.0760172355653284	
51	112	0	0.00136707870712136	0.0590461166330384	
89	113	0	2.04396237511025e-08	0.100005178219125	
65	114	0	9.37758130167815e-11	0.109707611034542	
3	120	0	7.63385792404302e-09	0.0993596169556978	
13	115	0	4.7493030605585e-07	0.0949436318816442	
39	111	0	1.48183088157687e-07	0.0899745293377697	
37	116	0	3.24590591414995e-08	0.107199268064934	
77	115	0	6.5653254772028e-05	0.0678497685637816	
99	117	0	0.00466268290568496	0.0460125897030483	
43	114	0	3.90910044596579e-06	0.0806672780555568	
29	124	0.015	5.70097543447635e-08	0.0804406109536948	
25	120	0	1.0887571782982e-05	0.0767719482397691	
81	126	0	1.38462944904922e-06	0.0781905834697815	
63	113	0	9.36268482833583e-08	0.0981216090300663	
94	99	0.104	1.11921587286892e-07	0.0905201448560101	
8	103	0	1.46020190229134e-07	0.100208258745597	
50	123	0	1.50826241758159e-08	0.0958204068339649	
60	123	0	6.61244752798654e-08	0.0867177706195716	
80	94	0	0.00156685153234367	0.0662304834931231	
88	102	0	6.44709561225574e-05	0.0703861037397805	
2	101	0.007	2.24922874900942e-10	0.110255335513493	
72	106	0.002	0.000101043789131978	0.066325614775165	
12	104	0.002	0.0100153060655137	0.0422985673239143	
10	109	0	6.29554917974345e-07	0.0821406255992857	
56	112	0	6.01291257104054e-06	0.0811990245681079	
62	115	0	1.07178673525334e-06	0.0914630753057365	
28	89	0	0.0131505670233729	0.0519856391538846	
82	89	0.005	2.34238851928191e-08	0.111682063891549	
40	91	0.04	3.4769739871887e-08	0.104517114061212	
64	88	0	2.76819986577711e-06	0.0978296268223294	
6	91	0	0.000121718846356068	0.0699579209531361	
86	93	0.142	0.00273819013772899	0.049827490973816	
14	93	0	0.0212616067735878	0.0460664898683565	
54	93	0.004	1.3876108114006e-06	0.0883608425252151	
30	95	0	8.07164610315055e-05	0.081265363114859	
66	94	0	8.83150653741815e-08	0.0984915065473208	
48	99	0	0.00145661494324694	0.0684850430016952	
36	96	0	4.20250431494465e-05	0.0767020319105179	
22	98	0	0.0300370810129014	0.0394282509474891	
78	99	0.006	6.8162130789278e-08	0.101511364694318	
92	98	0.007	1.40321803375885e-05	0.074545156882167	
24	98	0.001	0.00399996557607239	0.0523682950485885	
84	101	0	0.00316782123961641	0.0563301143504369	
70	100	0	0.00181702375586865	0.0565820622068154	
46	103	0	3.64897920858371e-05	0.0839968842420384	
42	104	0	2.15550793648717e-06	0.0983648194750012	
96	102	0	0.000902904715926326	0.0554798882181008	
26	103	0	0.000188426361387255	0.0657935363076602	
68	106	0	5.80064312852056e-06	0.088862576589209	
100	104	0	5.4372867174874e-06	0.0857982754491696	
58	108	0	0.000509407387578101	0.059079580964329	
44	110	0	6.32387438765849e-05	0.0727458142017801	
16	109	0.001	0.000449985711767438	0.0568957759485959	
74	110	0	8.48513147313577e-07	0.0834049897031203	
32	114	0	5.09814416431714e-08	0.101664379409155	
98	112	0	4.80676288971745e-08	0.104693086246578	
52	114	0	2.78697934251936e-07	0.0883286659018672	
38	115	0	3.06282100651372e-05	0.0722061585451602	
34	120	0	4.76151829110077e-08	0.0971024784049965	
90	118	0.002	0.000136323371264648	0.0618691097539847	
20	122	0	8.38064468510089e-10	0.108739419473054	
76	125	0	5.12495095764476e-10	0.10940738805086	
18	127	0	5.61910806297444e-13	0.124967248095572	
4	133	0	1.86570313269989e-05	0.0744290899302866	
