simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
21	113	0.522180442742531	0.0250251100689183	-712.175713825708	0.0250242640914298_0.0250251100689183	0.499999999999991_0.500000000000009	0.522180442742531	0.0250251100689183	-716.175713825708	0.0250242640914298_0.0250251100689183	0.499999999999991_0.500000000000009
67	117	0.326522893780533	0.0426813457543819	-735.237306554155	0.0426813457543819_0.0426848097381612	0.500000000000153_0.499999999999847	0.326522893780533	0.0426813457543819	-739.237306554155	0.0426813457543819_0.0426848097381612	0.500000000000153_0.499999999999847
62	106	0.584173090506645	0.0237223048469717	-662.888510207606	0.0237223048469717_0.0237249407955032	0.5_0.5	0.584173090506645	0.0237223048469717	-666.888510207606	0.0237223048469717_0.0237249407955032	0.5_0.5
41	114	0.976050085417811	-0.00138726993465624	-739.32822295364	-0.00138726993465624_0.0685001018711702	0.50010466168769_0.49989533831231	0.975912757758045	-0.00138726993465624	-743.32822295364	-0.00138726993465624_0.0685001018711702	0.50010466168769_0.49989533831231
76	116	0.183498291008472	0.0649311054630389	-746.437092908178	0.0649194910133053_0.0649311054630389	0.499999999999928_0.500000000000072	0.183498291008472	0.0649311054630389	-750.437092908178	0.0649194910133053_0.0649311054630389	0.499999999999928_0.500000000000072
56	109	0.869123242101216	0.0597680750232734	-701.260840449488	0.00817691975363377_0.0597680750232734	0.499604202074588_0.500395797925413	0.973030383627171	0.066433673867657	-705.134553510843	0.0011270172239363_0.066433673867657	0.499458103713429_0.500541896286571
40	96	0.662120158007471	-0.0162878215804864	-615.263295045221	-0.0162878215804864_0.078572317227865	0.503603643534994_0.496396356465006	0.46261802368746	-0.0280968078640114	-618.218731410457	-0.0280968078640114_0.092299800889924	0.506281793826971_0.493718206173029
9	94	0.724106159127693	0.0196714293343218	-569.987653003459	0.0196714293343218_0.019673624450698	0.500000000000002_0.499999999999998	0.724106126715959	0.0196735279397067	-573.987653040218	0.0196715290316151_0.0196735279397067	0.499999999999978_0.500000000000022
86	113	0.637305827286928	0.0220989469784147	-660.375105317808	0.0220931880962816_0.0220989469784147	0.499999999999812_0.500000000000188	0.637305902809438	0.022099009030544	-664.375105313462	0.0220931196272402_0.022099009030544	0.499999999999952_0.500000000000048
4	118	0.494329489391295	0.044046277281396	-744.737275165452	0.0440212579499306_0.044046277281396	0.499999999999536_0.500000000000464	0.494329489391295	0.044046277281396	-748.737275165452	0.0440212579499306_0.044046277281396	0.499999999999536_0.500000000000464
47	101	0.683092055029331	0.0336774715679888	-630.336996989944	0.0336774715679888_0.0337085864230469	0.500000000000589_0.499999999999411	0.683092055029331	0.0336774715679888	-634.336996989944	0.0336774715679888_0.0337085864230469	0.500000000000589_0.499999999999411
68	104	0.763803666693868	0.0142732813602898	-627.092564502585	0.0142732813602898_0.0142789686633331	0.500000000000174_0.499999999999826	0.763803666693868	0.0142732813602898	-631.092564502585	0.0142732813602898_0.0142789686633331	0.500000000000174_0.499999999999826
97	115	0.594549593578138	0.0288702591049476	-710.717501037546	0.0288616645527898_0.0288702591049476	0.499999999999743_0.500000000000257	0.594549593578138	0.0288702591049476	-714.717501037546	0.0288616645527898_0.0288702591049476	0.499999999999743_0.500000000000257
63	115	0.943609057942034	0.00481877290768396	-724.68239546245	0.00480031299604602_0.00481877290768396	0.499999999999735_0.500000000000265	0.943609057942034	0.00481877290768396	-728.68239546245	0.00480031299604602_0.00481877290768396	0.499999999999735_0.500000000000265
26	116	0.730409084916619	0.0240108006031398	-724.505008472431	0.0240108006031398_0.0240201885331838	0.500000000000094_0.499999999999906	0.730409084916619	0.0240108006031398	-728.505008472431	0.0240108006031398_0.0240201885331838	0.500000000000094_0.499999999999906
32	116	0.164757031362596	0.0461963214301922	-709.797247102837	0.0461963214301922_0.040638160105201	0.509404310256535_0.490595689743465	0.458975264078855	0.044425049185562	-711.592495877506	0.044418539090097_0.044425049185562	0.499999999999893_0.500000000000107
92	98	0.962527881755008	0.0867017761789692	-616.388141930436	0.00326988079034806_0.0867017761789692	0.499780084404915_0.500219915595085	0.719906028384339	0.101619611676126	-620.248751576174	-0.0118461181409528_0.101619611676126	0.498798316714334_0.501201683285666
88	103	0.730562512285584	-0.0184438750258054	-648.821366828926	-0.0184438750258054_0.0289978708827875	0.50104605437051_0.49895394562949	0.523522924466997	-0.0353585910039612	-652.537236951976	-0.0353585910039612_0.0457996216695237	0.500713333539796_0.499286666460204
25	101	0.768149713632738	0.0658680147531186	-638.907611312011	0.0114570096942799_0.0658680147531186	0.498954311008448_0.501045688991552	0.753400208591212	0.0386450227746736	-642.720339209049	0.0385189653802677_0.0386450227746736	0.499999999993894_0.500000000006106
73	99	0.884317491287951	0.0133181974821979	-600.837907076647	0.0133181974821979_0.0133402631760847	0.500000000000195_0.499999999999805	0.884317524358009	0.0133439955237788	-604.837907065204	0.0133144695180175_0.0133439955237788	0.499999999999839_0.500000000000161
66	98	0.788811869355756	0.0908721390519609	-619.164592745675	-0.0118255984179801_0.0908721390519609	0.498259068990212_0.501740931009788	0.376309572236076	0.10765743066085	-622.43619422091	-0.0320832231688293_0.10765743066085	0.493455348490748_0.506544651509252
15	114	0.786984844301242	0.0240111141216721	-720.17431544162	0.0240111141216721_0.0240499195058067	0.500000000000044_0.499999999999956	0.786984840807795	0.024011648143957	-724.174315444025	0.024011648143957_0.0240493870344581	0.500000000000428_0.499999999999572
46	97	0.6344825226588	0.0327104942250506	-591.066334184829	0.0326959986776547_0.0327104942250506	0.499999999999974_0.500000000000026	0.6344825226588	0.0327104942250506	-595.066334184829	0.0326959986776547_0.0327104942250506	0.499999999999974_0.500000000000026
16	103	0.934217052819469	-0.00379404942840229	-653.816044052751	-0.00379404942840229_0.0611359597238249	0.501003691554761_0.498996308445239	0.960428553082984	-0.0043811898664544	-657.548847456349	-0.0043811898664544_0.0617424206504534	0.500617548587376_0.499382451412625
53	109	0.682789599266342	0.0254624134434708	-680.283167217376	0.0254482709884858_0.0254624134434708	0.499999999999763_0.500000000000237	0.682789599266342	0.0254624134434708	-684.283167217376	0.0254482709884858_0.0254624134434708	0.499999999999763_0.500000000000237
