simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
11	98	3.3941103550716e-18	0.180133354202976	-644.425554628452	0.180125309322974_0.180133354202976	0.5_0.5	0.178620129909668	0.0163438235228962	1.34120364188662e-18	0.182179604584759	0.0167705613210356	1.85670366890583e-18	1.50790807284402	0.962553367056581
1	106	2.08733768510106e-14	0.178044095707832	-655.068755281486	0.178041002999228_0.178044095707832	0.499999999999999_0.500000000000001	0.174082587623255	0.0211356768475335	5.29161249539638e-13	0.182921682357707	0.0200734917904505	5.98642783290199e-15	1.15967069814548	0.815017172170664
4	101	6.44845441910562e-08	0.18012640862206	-613.396720633333	0.180123052274639_0.18012640862206	0.5_0.5	0.173592138289841	0.0243442705244769	1.592661646723e-10	0.191144720584552	0.0308309145325413	1.2764538421247e-08	1.32363614626559	0.768038187344742
7	100	2.24425183863546e-06	0.182406271265501	-617.207846630038	0.182400836050389_0.182406271265501	0.499999999999997_0.500000000000003	0.168193924705496	0.0260284739840964	3.90839253668873e-09	0.204111962966583	0.0363052326639214	1.74565967328388e-07	1.49027741033936	0.589068449653701
12	104	1.00387214897811e-16	0.179279685294704	-643.458139837063	0.179279337935547_0.179279685294704	0.5_0.5	0.172548180264461	0.0239435942368055	9.83311106447086e-11	0.185287946284517	0.0180354243658459	1.82231969928695e-17	1.47244434816972	0.821012372849968
3	90	5.48287524467898e-14	0.183231755847262	-560.779377816523	0.183231755847262_0.233583666800194	0.511147673012293_0.488852326987707	0.1883428187157	0.0205401240480106	1.67405765616302e-14	0.231701075931481	0.0287312397022751	3.20435863471222e-12	1.28527452539677	0.292124174968228
10	112	1.17331184325402e-12	0.195477560437922	-698.730763221495	0.195477560437922_0.195483701285291	0.500000000000001_0.499999999999999	0.188810666410712	0.0243697524386807	4.77606591256789e-12	0.200358719792267	0.0198111279295868	1.96018905012965e-17	1.78025611344588	0.908122742867927
9	113	1.13697132390784e-12	0.204296929674838	-730.750393514365	0.160142443799465_0.204296929674838	0.499846994392019_0.500153005607981	0.162632726449607	0.0312975860248132	9.21792417326829e-07	0.201545204817351	0.0254784514102721	1.98532993445961e-12	1.41402721816013	0.467559652472907
2	110	1.41536358964841e-13	0.193754831506529	-693.419494733998	0.129096247839185_0.193754831506529	0.49413671982626_0.50586328017374	0.142902966160846	0.0298136372323498	5.22270916311531e-06	0.179946506740744	0.0229279132631024	3.11963432392896e-12	1.61298318331641	0.513536790905419
5	105	2.35544102284027e-15	0.197757544549111	-668.302594567185	0.192137836911845_0.197757544549111	0.496946178442229_0.503053821557771	0.181840988656441	0.0214590400848933	1.67880967984057e-13	0.209058277527613	0.0212444339555724	1.52850347865275e-16	1.53897788200728	0.543053603868469
6	105	5.23700682489903e-13	0.271320931272956	-648.217436386497	0.0715470128546805_0.271320931272956	0.496714804164657_0.503285195835343	0.084978858150441	0.0400356510358663	0.0361628476414283	0.25900553686714	0.0328897789746181	3.44877657027727e-12	1.20343712037572	0.00113076350846755
8	97	1.9505017152259e-06	0.202350556061899	-584.240241193248	0.100164388121224_0.202350556061899	0.499048716630201_0.500951283369799	0.0861159305361082	0.0388942815862857	0.0291886187343176	0.21794977423627	0.0399281175623489	3.75139102372139e-07	1.36666334152319	0.0305146459294453
15	93	7.84598299349607e-14	0.161092181334278	-569.320674815703	0.161092181334278_0.161092374811441	0.5_0.5	0.159413263111529	0.0183174024970191	1.22213448105532e-13	0.164757576812456	0.0199823500960441	1.11058691604393e-12	2.17091882872114	0.98677999920464
17	105	1.6019720573701e-24	0.169712780882296	-664.611811917662	0.169712743994656_0.169712780882296	0.5_0.5	0.169004298595526	0.0177171231015782	7.21168879333974e-16	0.17072332960216	0.0126068763086832	1.07895775888016e-24	1.61820391529221	0.98994947060984
16	108	5.01565916243627e-23	0.18300805940891	-702.572366939468	0.18300805940891_0.183008216135	0.5_0.5	0.180141203824278	0.0144432271233237	1.38201461637386e-22	0.183051001445315	0.0149451468636838	4.35826600802141e-22	1.15099669503419	0.92191993921177
22	94	1.7098643691449e-16	0.22301775035079	-599.416115998804	0.162250960395777_0.22301775035079	0.49751005003755_0.50248994996245	0.170789599890188	0.0346223242294558	3.53506644050916e-06	0.213772871152709	0.0222194899469698	1.29626950641005e-15	1.30272665179912	0.388322560789765
