simNum	IVsNum	plei_test	P	eff
65	89	0.363	1.22929022950997e-16	0.160739621200865	
57	91	0.001	1.71630856484258e-17	0.191502642310706	
93	95	0.534	9.06771048825794e-18	0.156357653316742	
75	90	0.704	2.29951840060209e-19	0.170348278813474	
59	97	0.091	1.09991621853488e-18	0.181528622714687	
31	92	0.703	3.47376957066101e-25	0.203271535125683	
11	98	0.601	4.02682750754246e-22	0.178845365176934	
3	90	0.115	9.78113489009207e-21	0.208779760327522	
81	99	0	1.12311895048484e-23	0.208726496173512	
85	103	0.497	4.7320989717166e-22	0.173702562152935	
61	102	0.972	3.18182365581044e-27	0.186825894721585	
41	102	0.02	4.72056241763397e-17	0.169392979200343	
7	100	0.001	2.49673768580356e-19	0.180266503477283	
5	105	0.208	4.84904632248788e-23	0.19182352907963	
51	103	0	5.21812203676969e-24	0.194017869417036	
33	88	0.166	8.71082354024547e-18	0.179285632210772	
77	105	0.041	5.98295326393783e-21	0.192878599824347	
71	108	0.22	4.47678013620879e-23	0.189824989176271	
15	93	0.004	2.42566579257117e-18	0.169960471927505	
17	105	0.08	8.30780526904739e-19	0.165998745065804	
89	110	0.119	1.11754085217229e-17	0.151643670301495	
63	92	0.012	1.31922178815869e-21	0.180572899846445	
55	108	0.013	2.20562637988531e-25	0.178651201115953	
29	107	0.182	1.7849583909205e-19	0.166388505399253	
87	111	0.018	2.29205236958287e-16	0.150495981044624	
9	113	0.403	3.07152367354598e-24	0.184564196574969	
27	108	0.107	1.94225575072184e-26	0.215120946144089	
13	107	0.052	2.51628978205736e-19	0.172318662964012	
45	97	0.004	5.60497060851458e-17	0.165512412626959	
79	115	0	3.80938828643675e-21	0.174314187770322	
1	106	0.011	5.97088101253855e-21	0.176808981615978	
73	114	0.694	4.35835812495025e-26	0.187294191621194	
39	111	0.507	1.14131111346367e-24	0.18293912773335	
49	106	0.05	3.03644127960441e-22	0.199549372064029	
83	121	0.002	6.14543055408391e-22	0.171638787860651	
95	125	0.059	3.540608525041e-24	0.178386779609115	
47	115	0.662	2.53330265990502e-28	0.193074887176918	
25	124	0.111	7.56087818637486e-23	0.165694321637091	
43	121	0.136	1.53231031149484e-25	0.194167756589556	
21	125	0.027	6.39260053332446e-24	0.160114143853141	
53	110	0.266	8.52681159238523e-24	0.189257161106017	
67	119	0	1.94114043295725e-23	0.178888011588723	
37	112	0	1.9603764478398e-18	0.16921813720351	
19	114	0.003	1.45091219171814e-24	0.194773310841855	
35	113	0.014	1.48057307041247e-21	0.184107350253337	
23	117	0	2.05536949460603e-23	0.201181298194406	
99	112	0.024	1.40571964035241e-24	0.194721376426935	
69	111	0.047	1.00477202851985e-19	0.170053521481732	
91	118	0.056	1.76260842234569e-21	0.170428324622589	
97	118	0.045	3.16348934017551e-28	0.195477789620468	
62	89	0.014	2.98323419685161e-19	0.164133852151475	
42	94	0.356	9.41182530627496e-19	0.169547315065042	
32	101	0.813	2.36029064760519e-25	0.188417738375531	
66	113	0.345	7.20075921754595e-24	0.180577702735662	
82	100	0.19	4.16926299870745e-23	0.200914436410415	
60	105	0.163	5.24645104587988e-22	0.18238729088843	
8	97	0	1.65735986479384e-15	0.166923627743792	
94	108	0.411	8.28396704414787e-24	0.184387367882233	
78	96	0.583	2.08213811197333e-20	0.168781084151756	
12	104	0.028	7.15138188266181e-21	0.174792480040898	
4	101	0	5.50263311502416e-21	0.191783087053641	
56	94	0.001	1.17562947035164e-15	0.151005892134105	
52	102	0.347	1.31761319720862e-19	0.164043293723044	
90	100	0.587	1.56819849194177e-24	0.192046515992178	
58	115	0.364	4.14357352850291e-26	0.189024505232274	
6	105	0.001	9.61963048592925e-16	0.170234666275309	
88	98	0.007	1.29967059556837e-20	0.200511812590139	
28	92	0.016	3.00279020267511e-17	0.182459815338125	
72	110	0.122	7.27012376564513e-21	0.176000079118477	
76	111	0.056	3.13793419216904e-20	0.175438416246981	
16	108	0.657	1.44505563682672e-24	0.182960160154188	
22	94	0.26	4.06954777756075e-21	0.19379576616649	
96	101	0.027	1.50917024763841e-16	0.161074187489864	
48	98	0.125	1.32635683320408e-19	0.180471307513912	
26	98	0.701	2.72505361532468e-20	0.164642470820081	
14	102	0	1.91489032490712e-18	0.191684466749325	
34	107	0.521	9.88792427431239e-22	0.175413318244454	
18	114	0.002	4.45900406160563e-25	0.187322066507626	
10	112	0.046	3.24082598598801e-23	0.190227914223183	
44	92	0	1.36345934131516e-13	0.15579372137543	
84	108	0.486	1.91899880358391e-21	0.161794022055485	
86	131	0.47	1.05460971908175e-25	0.168815345819492	
46	105	0.156	3.14390730002522e-14	0.133967049784451	
30	110	0.597	1.36538279225202e-27	0.203866694667868	
2	110	0.061	1.1329235843715e-18	0.160644374040753	
54	100	0.576	7.27010428961096e-22	0.179568613502256	
80	120	0.09	6.66005914363958e-22	0.175652858065928	
38	85	0	1.30417631869111e-18	0.178906257464879	
64	110	0.496	2.91821581260501e-25	0.181227253346211	
50	108	0.098	7.04962652105624e-20	0.170852229878833	
40	114	0.104	1.43783070745518e-23	0.191593700167203	
74	117	0.02	7.4669438662654e-23	0.160882709662438	
70	97	0.623	4.06505392158776e-24	0.198639361718213	
36	104	0.029	8.71593019364277e-16	0.151962242778008	
98	99	0.072	3.72023202391275e-17	0.164026352279457	
100	113	0.201	1.16952680098301e-21	0.1721151406379	
68	119	0.377	1.70098989169354e-26	0.186341006426095	
92	105	0.037	3.78145980664673e-19	0.179579145331571	
20	119	0.009	2.38655620818517e-27	0.182684631844523	
24	128	0.09	2.9250447790694e-22	0.166438073008229	
