simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
92	101	9.4167124384721e-06	0.151717184012027	-648.054267893748	0.151714421969434_0.151717184012027	0.499999999999886_0.500000000000114	9.4167124384721e-06	0.151717184012027	-652.054267893748	0.151714421969434_0.151717184012027	0.499999999999886_0.500000000000114
94	103	3.99721817763941e-06	0.156144179505795	-669.42743665964	0.156144179505795_0.21822741535583	0.500109286911642_0.499890713088358	3.99721817763941e-06	0.156144179505795	-673.42743665964	0.156144179505795_0.21822741535583	0.500109286911642_0.499890713088358
8	114	3.8199991008866e-07	0.143817427542165	-733.254226605528	0.143817427542165_0.236988842049513	0.500018115626721_0.499981884373279	3.8199991008866e-07	0.143817427542165	-737.254226605528	0.143817427542165_0.236988842049513	0.500018115626721_0.499981884373279
63	85	0.00117855077967461	0.15248557454422	-526.167605863609	0.15247492712626_0.15248557454422	0.499999999999635_0.500000000000365	0.00117855077971191	0.15248557454422	-530.167605863609	0.15247492712626_0.15248557454422	0.499999999999635_0.500000000000365
58	96	0.0202783827869972	0.0660876371534203	-591.464714436029	0.0660876371534203_0.220120570595784	0.500145009189655_0.499854990810345	0.0202783827869972	0.0660876371534203	-595.464714436029	0.0660876371534203_0.220120570595784	0.500145009189655_0.499854990810345
57	112	9.0616491417801e-08	0.175916308542381	-712.704944904899	0.175916308542381_0.17592078750305	0.500000000000084_0.499999999999916	9.06164890176908e-08	0.175916308542381	-716.704944904899	0.175916308542381_0.17592078750305	0.500000000000084_0.499999999999916
36	99	1.18676139234853e-07	0.185560447831951	-639.406626918921	0.185551765706594_0.185560447831951	0.499999999999842_0.500000000000158	1.18676138725989e-07	0.185560447831951	-643.406626918921	0.185551765706594_0.185560447831951	0.499999999999842_0.500000000000158
51	100	5.11782340197664e-06	0.145731940321347	-632.806069519292	0.145731940321347_0.22374287268738	0.502635680259963_0.497364319740037	6.81223625380448e-06	0.136014930176072	-636.247204185738	0.136014930176072_0.234233404033037	0.502792053964017_0.497207946035983
34	101	7.77563667956431e-06	0.12985510883374	-650.197923085492	0.12985510883374_0.187372391975079	0.502613951902535_0.497386048097465	1.05824509742868e-05	0.128874174405934	-653.702289789584	0.128874174405934_0.188442613755804	0.501111413311492_0.498888586688508
93	123	4.01920023939293e-05	0.150690839136299	-777.493316310767	0.150690839136299_0.150700757928694	0.50000000000012_0.49999999999988	4.01920023943659e-05	0.150690839136299	-781.493316310767	0.150690839136299_0.150700757928694	0.50000000000012_0.49999999999988
24	120	4.96745773180173e-05	0.114448053909775	-737.795472513799	0.114448053909775_0.233825606283786	0.504411855197002_0.495588144802998	9.51382409349119e-05	0.0947602235946765	-740.204796580897	0.0947602235946765_0.255614998051511	0.509835001847605_0.490164998152395
29	87	1.49154203433803e-05	0.158892152922209	-548.923918647753	0.158888467862066_0.158892152922209	0.499999999999887_0.500000000000113	1.38851043481298e-05	0.158892152922209	-552.923918647753	0.158888467862066_0.158892152922209	0.499999999999887_0.500000000000113
55	105	3.76567142600478e-07	0.188327308307306	-652.330917551868	0.188327308307306_0.188334311455529	0.500000000000066_0.499999999999934	3.76567143133874e-07	0.188327308307306	-656.330917551868	0.188327308307306_0.188334311455529	0.500000000000066_0.499999999999934
83	97	2.32316860075069e-07	0.191146234036063	-623.912328608932	0.191146234036063_0.191154476553376	0.500000000000146_0.499999999999854	2.29930301629863e-07	0.191146234036063	-627.912328608932	0.191146234036063_0.191154476553376	0.500000000000146_0.499999999999854
