simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
6	83	0.00663374590349981	0.0996083868624351	-523.875122145028	-0.03492340874231_0.0996083868624351	0.498905696396483_0.501094303603517	-0.00949965680014601	0.0335842428311416	0.777996568521676	0.0755353352004239	0.0357577662669703	0.0376928641049628	0.770027151019864	0.0582038402845656
10	122	0.0547532248124115	0.0363134337208056	-769.890023815646	0.0363134337208056_0.0363210657448849	0.5_0.5	0.0331859059876755	0.0187219339848805	0.0788167847661736	0.0394689327577442	0.0200307874336018	0.0510746471339843	1.14833988809535	0.862464413507781
1	105	0.14808580589512	-0.0452580649435682	-650.172313891064	-0.0452580649435682_0.109805134686578	0.502063591071179_0.497936408928821	-0.0346873323811494	0.0310591495063345	0.266646864810902	0.100810679214649	0.0369480184631703	0.00747234910812608	1.18245323704074	0.00676895231326235
7	93	0.947812184333035	0.00148863525982083	-571.859818873133	0.00148863525982083_0.124155194995669	0.508090471278054_0.491909528721946	0.00354173324026901	0.0226810951857429	0.876254139004335	0.120921585673043	0.0370913427914638	0.00156211540850209	1.01638657162559	0.0071355549769212
8	102	0.171629921047178	0.0464365581926231	-619.057721086093	0.0464365581926231_0.0464964361130266	0.500000000000075_0.499999999999925	0.0209257400860904	0.0337288115219613	0.536384359927572	0.0753360578473516	0.0364999894162249	0.0415810673405893	1.57908836546172	0.439533763698013
9	121	0.001120530639441	0.0688406314041801	-788.721175506951	0.0277375723814113_0.0688406314041801	0.499172475310566_0.500827524689434	0.03201143268576	0.0239296173484253	0.183513318078741	0.0653093973507725	0.0206171558868797	0.00194882228420132	1.13205528688039	0.332092667435509
2	97	0.890672964207923	0.00420320581520651	-596.461570559733	0.00420320581520651_0.0644327300622808	0.500777231990559_0.499222768009441	-0.00876219090168355	0.0304982493853042	0.774500760487679	0.0799416171090718	0.0387248967500652	0.0416820343829971	1.11576568605366	0.0840507846536384
5	120	0.042019624727823	-0.0525838064620053	-733.989944329689	-0.0525838064620053_0.0984872370416057	0.502057093873627_0.497942906126373	-0.0490930086053872	0.025582108398794	0.0573744796548639	0.0956056827625225	0.0354001147848322	0.0079285652024669	0.799486374779453	0.00061233484732116
4	109	0.119423379270446	0.0409150003452217	-640.661135279263	0.0409150003452217_0.0870481511101524	0.530267563971328_0.469732436028672	0.0346692302359376	0.026066430361619	0.186309177825704	0.0962870816750205	0.0356060763813045	0.00795569941637664	1.25149862547497	0.214384326252646
3	104	0.252368353984156	0.0415567573303719	-601.756440432777	0.0415567573303719_0.0216217420978119	0.520697784266412_0.479302215733588	-0.0114777653581738	0.0528524643706575	0.828508467484506	0.0782201504351663	0.0361027034749869	0.0325709698989652	1.59364665979581	0.285811223884498
