simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
65	102	0.695646605925259	0.151785051577392	-641.866084091643	-0.0109982059625741_0.151785051577392	0.499039631399547_0.500960368600453	0.695646469746165	0.151785051577392	-645.866084091643	-0.0109982059625741_0.151785051577392	0.499039631399547_0.500960368600453
32	105	0.275250467208995	0.0505410606924929	-688.012679084296	0.0505331358789182_0.0505410606924929	0.499999999999629_0.500000000000371	0.275250467208995	0.0505410606924929	-692.012679084296	0.0505331358789182_0.0505410606924929	0.499999999999629_0.500000000000371
86	91	0.565334149812756	0.0358680132698679	-593.901976938709	0.0358461296701642_0.0358680132698679	0.499999999999719_0.500000000000281	0.565334149812756	0.0358680132698679	-597.901976938709	0.0358461296701642_0.0358680132698679	0.499999999999719_0.500000000000281
10	122	0.415777829904589	0.0362594566630233	-769.880558873667	0.0362522861728283_0.0362594566630233	0.499999999999847_0.500000000000153	0.415777829904589	0.0362594566630233	-773.880558873667	0.0362522861728283_0.0362594566630233	0.499999999999847_0.500000000000153
21	102	0.731204478696843	0.0185029300166627	-660.715671115769	0.0185029300166627_0.0185163046386745	0.500000000000142_0.499999999999858	0.731204478696843	0.0185029300166627	-664.715671115769	0.0185029300166627_0.0185163046386745	0.500000000000142_0.499999999999858
87	96	0.766157249430125	0.0201382155254393	-612.978281382951	0.0201382155254393_0.0201600976806236	0.500000000000151_0.499999999999849	0.766157249430125	0.0201382155254393	-616.978281382951	0.0201382155254393_0.0201600976806236	0.500000000000151_0.499999999999849
71	109	0.731893698668075	0.0208923317082877	-704.866919416986	0.0208796532423429_0.0208923317082877	0.499999999999817_0.500000000000183	0.731893698668075	0.0208923317082877	-708.866919416986	0.0208796532423429_0.0208923317082877	0.499999999999817_0.500000000000183
57	103	0.783972929287193	0.0150058636761142	-648.969717728708	0.0150058636761142_0.015012259694582	0.500000000000026_0.499999999999974	0.783972929287193	0.0150058636761142	-652.969717728708	0.0150058636761142_0.015012259694582	0.500000000000026_0.499999999999974
13	108	0.512661626567089	0.030405243351329	-675.54249434709	0.030405243351329_0.0304124724876448	0.500000000000235_0.499999999999765	0.512661601921861	0.0304069270207107	-679.542494361008	0.0304069270207107_0.0304107900246289	0.500000000000102_0.499999999999898
49	117	0.432842295183693	0.053784474359053	-743.421388142008	0.053759198539175_0.053784474359053	0.499999999999672_0.500000000000328	0.432842295183693	0.053784474359053	-747.421388142008	0.053759198539175_0.053784474359053	0.499999999999672_0.500000000000328
18	93	1	0.029504561846228	-556.452147483081	-0.0453054904943387_0.029504561846228	0.497443016449101_0.502556983550899	0.958633334261835	-0.00429621675301285	-560.495718113222	-0.00429621675301285_-0.00428205553673091	0.500000000000006_0.499999999999994
14	113	0.645942925440541	0.0755255847633759	-727.43349484504	0.0141866159658088_0.0755255847633759	0.496430185888571_0.503569814111429	0.439406961777175	0.0462956735111491	-730.996067960059	0.0462956735111491_0.0463122430077342	0.500000000000474_0.499999999999526
24	92	0.598905414924035	0.0379274797922888	-559.481959194578	0.0379274797922888_0.0379362129072109	0.500000000000231_0.499999999999769	0.598905420118626	0.0379237519481875	-563.481959187845	0.0379237519481875_0.0379399449473888	0.500000000000435_0.499999999999565
46	113	0.818690953884156	0.0222048427739613	-703.114386933367	0.022159809394196_0.0222048427739613	0.499999999999478_0.500000000000522	0.818690953884156	0.0222048427739613	-707.114386933367	0.022159809394196_0.0222048427739613	0.499999999999478_0.500000000000522
26	94	0.454530084115041	-0.0241531272741683	-583.345119662368	-0.0241531272741683_0.0742694837825144	0.508758802090611_0.491241197909389	0.808265052666195	0.0190718271135588	-585.661595825162	0.0190530123600141_0.0190718271135588	0.499999999999702_0.500000000000298
55	100	0.356011946244754	0.0584300061861742	-645.641931474864	0.0583606748824232_0.0584300061861742	0.499999999998704_0.500000000001296	0.356011946244754	0.0584300061861742	-649.641931474864	0.0583606748824232_0.0584300061861742	0.499999999998704_0.500000000001296
76	115	0.245747265763659	0.0410932649689192	-685.163495598409	0.0410932649689192_0.0410932687191337	0.5_0.5	0.245747259140078	0.0410932625229978	-689.163495603873	0.0410932690513291_0.0410932625229978	0.5_0.5
9	121	0.439490734573882	0.067695665713717	-788.697372822831	0.0287139854428221_0.067695665713717	0.499226688028937_0.500773311971063	0.51439877557556	0.0718442375918848	-792.494424908943	0.0241203975638581_0.0718442375918848	0.499701772491262_0.500298227508738
16	112	0.622831132864992	0.0400086484292127	-697.745473470585	0.0399734884632744_0.0400086484292127	0.499999999999608_0.500000000000392	0.62283113361835	0.0400088623670846	-701.745473469766	0.0399732731929792_0.0400088623670846	0.499999999998995_0.500000000001006
51	113	0.194327667499728	-0.0447124079574998	-684.775269088859	-0.0447124079574998_0.0994140089755329	0.506978534184442_0.493021465815557	0.0250449174518507	-0.0708488433850705	-683.719832912106	-0.0708488433850705_0.138967715478805	0.528424092958337_0.471575907041663
82	96	0.493271190613377	0.0276075765217748	-627.129567192417	0.0276075765217748_0.0681495584880294	0.500784104522134_0.499215895477866	0.580090016673532	0.0200245877968181	-630.929049774282	0.0200245877968181_0.0764241590625448	0.500536483718297_0.499463516281703
27	97	0.590228016007716	0.0287872064012368	-563.413707542636	0.0287872064012368_0.028792951250162	0.500000000000048_0.499999999999952	0.590228034691985	0.0287921101793674	-567.413707545936	0.0287880472387958_0.0287921101793674	0.499999999999984_0.500000000000016
