"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	4	104	0.604989426655808	-0.0133536008107159	-657.731263181146	"-0.0133669174067592_-0.0133536008107159"	"0.499999999999984_0.500000000000016"	-0.0223289525701794	0.0277817902092152	0.423406128310714	-0.00407062897856959	0.0257377115382342	0.874641839073973	1.18927202685511	0.701598532852097
"2"	3	108	0.0184137685469068	0.0639225062783086	-669.025716387362	"-0.0393936686142877_0.0639225062783086"	"0.498936625021833_0.501063374978167"	-0.0373393468716923	0.0332663892939046	0.264190059813163	0.0595098978345877	0.026702981840366	0.0279324762777003	1.07736950445558	0.0261282044893338
"3"	2	100	0.372687696787877	-0.0315717094847398	-618.990820801639	"-0.0315717094847398_0.126191816703937"	"0.500478437386088_0.499521562613912"	-0.0102036061915163	0.0352556346497862	0.772866953972779	0.105383434353371	0.0345683900387189	0.00294936997322583	1.80114703126384	0.0531812972871196
"4"	5	104	0.665099432390266	-0.0110834993139045	-633.887356206841	"-0.0110834993139045_0.102521588486229"	"0.522171805992012_0.477828194007988"	-0.0141419115963841	0.0255301546898511	0.580827540250028	0.108047645020386	0.0325389080226128	0.00124340959437559	1.30927179288751	0.00521188634679566
"5"	1	100	0.298394672084026	-0.0407047137468089	-617.860240965438	"-0.0407047137468089_0.0741385557091292"	"0.50008871421264_0.49991128578736"	-0.0301794459923108	0.0389378443333698	0.440147309577801	0.0619388711769896	0.0371763855990698	0.0988584453775713	1.2303719739247	0.116118517388939
"6"	6	104	0.467367021114332	0.0197870624493624	-634.052965049285	"0.0197870624493624_0.019798352007394"	"0.500000000000002_0.499999999999998"	0.0048528151488569	0.02712508575109	0.858363688785152	0.0338772086389671	0.0286397190029684	0.239581877975925	1.42528124251627	0.612299181852249
"7"	8	102	0.230032047384161	0.0296908427336484	-625.111591894387	"0.0296908427336484_0.0297004298789155"	"0.500000000000006_0.499999999999994"	0.0142561592020077	0.0245872175069317	0.563327243135981	0.0486645835534228	0.0310637977819334	0.120335794802368	9.99991881963403	0.99995347433044
"8"	10	97	0.334801845905649	-0.0195268246176699	-599.327462386683	"-0.0195268246176699_0.0227840867305672"	"0.517196822592501_0.482803177407499"	-0.0213862844545572	0.0201440511460661	0.291050217031207	0.0263653658986028	0.0328249369975596	0.423836747087207	1.36428954886044	0.30653396474483
"9"	7	101	0.130574921688548	0.0555307181632896	-617.827628851386	"-0.0326871115138984_0.0555307181632896"	"0.494245996694221_0.505754003305779"	-0.0350038560812754	0.0344990037669388	0.312729057658458	0.0569346853900508	0.0364288462252694	0.121235071245472	1.14942052385704	0.0817149820313103
"10"	9	117	0.416804955554666	0.0314698333067965	-693.719050415889	"0.0197152846775589_0.0314698333067965"	"0.493202130000391_0.506797869999609"	-0.00855725947774174	0.0331827263742336	0.796954191670488	0.0603064734720841	0.0386184870612265	0.121107319548093	0.957780713989165	0.167267547516393
"11"	11	121	0.304060430631453	0.0292300402992145	-746.551291594452	"0.0292300402992145_0.0292702513003352"	"0.500000000000124_0.499999999999876"	0.0031075110504327	0.0283185568565865	0.912803564402613	0.0567789147796621	0.0351291031628161	0.108657042728508	1.77811228569551	0.438132983251941
