simNum	IVsNum	plei_test	P	eff
25	78	0	0.0302346810121276	0.0459860389158987	
87	88	0.034	0.059942830922411	0.0337483498220917	
13	87	0.011	0.00055510406720294	0.0606460250927661	
79	91	0.002	0.0231698120165744	0.0426297234367966	
31	91	0	5.64907989772735e-05	0.0717751062961858	
65	92	0.02	1.2951946713228e-06	0.0851082078852044	
57	93	0	0.0193959415400014	0.0446314905032519	
23	94	0	4.41848240479227e-06	0.0768172018739779	
69	93	0	0.00250949252133943	0.0527863404079123	
51	97	0	0.00146791342635771	0.0606738514496868	
5	96	0	0.0182858016419701	0.0428410679698335	
77	100	0.034	0.000700184017765255	0.0584884460482775	
81	98	0.002	6.44080786213446e-06	0.0837879050455718	
17	98	0.005	0.155444804849799	0.0238002387427442	
45	99	0	0.106797179588773	0.0296056086366396	
43	100	0.002	0.036439700764123	0.0385188814333169	
27	101	0.006	0.000665195087473712	0.055395926051099	
7	103	0.002	0.00284320408024059	0.0481733648786999	
15	104	0	0.000104658847374712	0.0759314956421476	
61	99	0.085	0.054535117205601	0.0310413667947096	
89	106	0.045	0.0893809354662057	0.0261548097895768	
67	109	0	0.0277988492504013	0.0386617160045042	
93	103	0.003	6.66449052165071e-07	0.0898221763852749	
29	106	0.013	0.000558335592199827	0.0564692137211622	
39	105	0.002	2.23372762988063e-05	0.0732657888661536	
97	107	0	0.0444403791789155	0.0349316372772198	
1	113	0.168	0.517758352358036	0.00952669896371447	
9	102	0	0.150253705052179	0.0254183328929412	
53	107	0	0.644358381564203	0.00716596813177162	
33	113	0.106	0.000703546662955981	0.0500167245039131	
37	111	0.013	0.0133933548985815	0.0385716626712791	
55	108	0	0.00101097020906252	0.0564544246359244	
41	108	0.033	0.000526432471723546	0.0534135755351057	
19	108	0	0.0885475120594478	0.0289727177975243	
11	105	0	0.000267198826171708	0.0621310164456352	
91	108	0.018	7.70155919336209e-06	0.0747580321355456	
21	108	0.002	3.45023052790622e-05	0.0691769948882022	
85	103	0	0.0137261390425526	0.0461429013249897	
83	108	0	3.60948828080345e-06	0.0868392815165645	
63	114	0	0.000363223570719537	0.0583205010952715	
49	117	0.006	0.004582600877132	0.0429488550159502	
71	117	0.069	0.0123779838305678	0.0385869004405391	
47	113	0	0.00302160156845449	0.0482750281858636	
75	122	0.326	8.23882492360254e-09	0.0807003882070006	
73	118	0	5.76438401861697e-05	0.0740343466945007	
99	116	0	0.0080224832587331	0.0412901189108309	
35	118	0	1.58184248311268e-05	0.0690134160739406	
59	123	0	9.42043562789264e-05	0.0643110223482074	
3	118	0	0.00663393170847208	0.0435985270009583	
95	125	0.033	0.00185121847842685	0.0428640741449679	
88	86	0	0.000276430851613528	0.0696259475361335	
78	81	0.238	0.0145104939680229	0.0425431277828839	
58	86	0.001	0.290827237684587	0.0185649631383185	
42	69	0	0.00160527633491246	0.057210056058354	
66	96	0	0.0231496336637976	0.0473034280410633	
26	110	0.165	0.000566593709133971	0.0524542177230653	
14	93	0.001	5.47671538814689e-05	0.0738621887043154	
80	102	0	0.0142076600073087	0.0396060125103443	
30	93	0.05	0.112079748833003	0.0265929502407371	
10	87	0.06	0.0461987825896117	0.0338157406320218	
16	95	0	0.00153940026957426	0.0595610540733657	
84	90	0.003	3.86420840401252e-05	0.0812815676555757	
68	96	0	0.00525353746956195	0.0476088352458129	
24	107	0	0.000403760225859767	0.0584367220260363	
32	107	0.001	0.00724442023410355	0.0409807621448647	
82	102	0.005	0.0214071315928092	0.0360125266159956	
50	89	0	0.00158914876985457	0.059716795351417	
70	111	0	0.000600524177170763	0.0568037469132906	
48	89	0.085	0.00137365606619867	0.056454283191258	
94	102	0	0.00346141046055459	0.053365263237118	
92	99	0	0.0120027424848174	0.0426375359550387	
6	114	0	0.0138328047139894	0.0389401446905518	
90	98	0	2.37487669731782e-05	0.0699337301949828	
52	112	0.002	0.000300662496070601	0.0597336044068806	
56	89	0	0.0365676431556674	0.0377684519792991	
98	104	0	0.00289590176718442	0.0539459120251019	
4	89	0.001	0.00389248672217354	0.0530307586243269	
8	113	0.003	0.00198870201866367	0.0479083628356679	
2	104	0	1.10650970325178e-05	0.0783188146039892	
46	114	0.009	6.37819808212251e-05	0.0650282854629835	
64	106	0	0.000709058263169858	0.0527496285013486	
20	105	0.003	0.00551962977486691	0.0464278274669095	
44	119	0.187	0.00235652421728089	0.0428912628085204	
100	94	0	3.2915956946596e-06	0.0906980279244555	
60	100	0	7.77070859565777e-05	0.0752863457466688	
38	106	0	0.080394812090555	0.0307441781666622	
62	118	0.014	0.000230127484994738	0.0589822722329878	
22	111	0	0.000232048661785286	0.0633245558542525	
40	108	0.013	0.00508045655580906	0.0463299853033914	
18	124	0	0.00153551154150065	0.0533605166076513	
34	110	0.153	0.000129049019990395	0.0586098408404353	
28	125	0.002	0.00200549550167557	0.0497909205775751	
72	111	0.006	0.142050529879957	0.0223489083604058	
76	112	0	0.00985781587100554	0.0391307000338321	
96	102	0	0.0775173444696782	0.0292092945268178	
12	122	0	0.00665014078903204	0.0443975052505317	
36	110	0	0.0055855011192862	0.0431395915924261	
86	121	0	2.78700892529469e-05	0.0733483366238809	
54	129	0	0.181616397870122	0.020477692242465	
74	118	0	9.51050763803582e-05	0.06777700382355	
