"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	10	87	0.0326221423614198	0.0420588106389058	-551.496523609595	"0.042054189336378_0.0420588106389058"	"0.499999999999998_0.500000000000002"	0.0369115815081068	0.0239611540143091	0.127115993925337	0.0483761717660526	0.0193656850587431	0.0143916219613752	1.01168775769387	0.71441053137369
"2"	1	113	0.259368178520325	-0.0286476962559435	-726.509199774485	"-0.0286476962559435_0.0500010628756838"	"0.501304951863663_0.498695048136337"	-0.0243164839160947	0.0252706394598434	0.338000687828472	0.0444738863316329	0.0329990942792247	0.180464922242804	1.58315532756406	0.184050425354297
"3"	4	89	0.319350725699084	0.0354756695260462	-531.266825400067	"0.0354756695260462_0.0850936502897179"	"0.502997093327598_0.497002906672402"	0.0186234960471625	0.0354239816901404	0.600397236261253	0.102223309902514	0.0375577936264908	0.00782711638680454	0.992428750436407	0.104325975075096
"4"	2	104	0.0280529254665506	0.0761847697937905	-612.18236285227	"0.0761847697937905_0.0762060690266921"	"0.500000000000016_0.499999999999984"	0.0469743617999548	0.0341938049863292	0.172496149111317	0.102826000675916	0.0395433914953735	0.010681802671537	1.47375822776509	0.425103797784215
"5"	7	103	0.747331320145762	0.0107805492634572	-638.353727383871	"0.0107805492634572_0.110922275224981"	"0.505449258821664_0.494550741178336"	0.0169269545235633	0.0333728740872793	0.613104459880738	0.101055371386423	0.03897265571288	0.0109121683649717	1.38980482287882	0.15820847494548
"6"	9	102	0.480335206375406	-0.0320553294816795	-601.472512115422	"-0.0320553294816795_0.0874470330493753"	"0.50016672173522_0.49983327826478"	-0.0309444020717698	0.0452509998132404	0.495642740166928	0.0817963617257689	0.0407735797136099	0.047518103850438	0.956294258728723	0.0602179892707259
"7"	8	113	0.941113072879626	0.00217847472681159	-689.645460183112	"0.00217847472681159_0.0866779777473262"	"0.501539064810732_0.498460935189268"	0.00765402859751652	0.0294241651755216	0.795243192745157	0.0829419700710909	0.0388559323575837	0.0349738303017213	1.22063604234015	0.158906563910626
"8"	5	96	0.885108154094457	0.00542754330294797	-573.446809467306	"0.00542754330294797_0.120565085166772"	"0.510951599933764_0.489048400066236"	0.00117949205893373	0.0374608933619375	0.974948047140402	0.126318907648491	0.0360655807447036	0.000704415752044101	1.74169549027517	0.0425702365433341
"9"	6	114	0.71910245541698	0.00986499201193308	-690.528799074057	"0.00986499201193308_0.0905536925115585"	"0.511065431942031_0.488934568057969"	0.0130949766400778	0.0273602911566998	0.633139109503689	0.084935394896684	0.0356738928425829	0.0189438692498729	1.48812964008961	0.18758604975352
"10"	3	118	0.0367256359590603	0.0720213521443095	-716.315981122857	"0.0220490745590534_0.0720213521443095"	"0.495824694906248_0.504175305093752"	0.00562026266198969	0.0337578934378115	0.868060804398233	0.0859321102682075	0.0340847646892503	0.0130436749742196	1.13177787343633	0.111449902274421
