simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	AIC_1	gamma_1	prop_1
70	118	0.32211063902766	-0.0339824969219352	-0.0551811423089697	0.0341760225766545	0.32211063902766	0.109087641895421	-0.00273654241294174	0.0481080964123949	0.48159688594444	0.954735268568672	0.999499047916167	0.374156711609495	-701.615617126343	-0.0339824969219352_-0.0339639032624963	0.500000000000118_0.499999999999882	
93	83	4.73861189016586e-06	-0.109568180375277	-0.113193279636902	0.0223568323684207	4.73861189016586e-06	2.49139429666643e-06	0.142618133668522	0.046777593403169	0.00374535480345326	0.0030920886633075	1.49936507654047e-09	8.05227522112434e-07	-446.33133674995	-0.109568180375277_0.139593833748391	0.541953664168227_0.458046335831773	
47	98	0.00668399389904738	-0.080749262742267	-0.0775270608135149	0.0291324849979926	0.00668399389904738	0.00911373840414366	0.0555404988791908	0.0640186302183185	0.35902713309598	0.387772230782269	9.45080338290438e-05	0.0585047385330027	-554.33389422585	-0.080749262742267_0.0589991572403201	0.513596926352451_0.486403073647549	
24	98	1.59110425144063e-05	-0.0953926982611565	-0.088472648193829	0.0209929837675319	1.59110425144063e-05	5.61859665058712e-05	-0.00447975688405106	0.0433657108039663	0.927097326808347	0.917936704521582	0.000240415988991272	0.0812772459727732	-592.703639492242	-0.0953926982611565_0.00397817789458007	0.518298277893265_0.481701722106735	
62	113	1.53261682233675e-09	-0.1503742959741	-0.143923290049445	0.0228366002217991	1.53261682233675e-09	5.95911075950238e-09	0.185146606674866	0.0664589440538114	0.00763139759394467	0.00627080017066498	0	2.83075790063881e-06	-617.284187524174	-0.1503742959741_0.180577786947006	0.519257340734294_0.480742659265707	
9	117	5.46155791995861e-05	-0.104549601048604	-0.101616010463967	0.0249503606126007	5.46155791995861e-05	8.52826184201417e-05	0.114720748914571	0.0486080450276817	0.0178646228563924	0.0199387592077485	6.21724893790088e-15	7.51105510763194e-05	-663.756672066097	-0.104549601048604_0.116786268912468	0.513846960582265_0.486153039417735	
85	117	0.00642704880473072	-0.0909842152115289	-0.0875762355760492	0.0327812063283257	0.00642704880473072	0.00863636240573429	0.0607773942695943	0.0758461944557392	0.38424062921052	0.424582317894255	7.18973493369912e-05	0.0725807998301151	-632.825675169508	-0.0909842152115289_0.0662453153431214	0.511034327461194_0.488965672538806	
78	103	0.00278803848670708	-0.103242175519504	-0.100710753838726	0.0336874134761356	0.00278803848670708	0.00350144690785072	0.100092984145104	0.0517210119539308	0.0630322378544078	0.0557291264210795	2.87850410174428e-10	0.00114101232205893	-581.015097065965	-0.103242175519504_0.0972089755842004	0.507971099738045_0.492028900261955	
32	111	0.00137476368285083	-0.104795224296305	-0.106652787954503	0.0319149924820703	0.00137476368285083	0.00113798409344483	0.117566086040045	0.0490995074450252	0.0244317598151196	0.0183365085049954	9.53459533548084e-13	0.000128746770809321	-620.736213342698	-0.104795224296305_0.112030224531774	0.50242756708778_0.49757243291222	
1	105	7.40083684215262e-05	-0.121107708376659	-0.115026465139284	0.0293381437528169	7.40083684215262e-05	0.000158468249824133	0.103853704588764	0.0519714262768683	0.0502430868064003	0.0482960019167623	5.00044450291171e-13	0.000244899406416435	-594.766546240831	-0.121107708376659_0.102950124945617	0.509066565690878_0.490933434309122	
