simNum	IVsNum	plei_test	P	eff
77	81	0.065	0.0286640538033155	0.0412807981029076	
89	86	0.063	0.00191628692406484	0.0546978275982177	
85	95	0.068	0.384003831212002	0.013861151811844	
81	96	0.293	0.290713890871519	0.016435934340578	
61	96	0.003	0.926438886845787	0.00146807157185549	
23	95	0	0.335469164834698	0.0179751312300551	
69	97	0.001	0.352366684154657	0.0156480702980038	
71	97	0	0.0200940045264747	0.0408909667212039	
21	94	0.001	0.0645413907509706	0.0331550408433088	
65	100	0.174	0.727514031138029	-0.00543899643360588	
67	94	0	0.0236183460326999	0.0384052181293768	
37	99	0.045	0.0280807661974068	0.0362391626937618	
79	99	0.002	0.787645944719017	0.00484336239471011	
29	102	0.779	0.451486181987077	0.0104322752112178	
25	104	0.116	0.490309882085293	0.0106012445251725	
9	100	0.019	0.63699829002228	0.0074312240359523	
63	105	0.603	0.0412870289054051	0.0282087111386024	
7	103	0	0.0211505267810052	0.0355716182977048	
93	108	0.376	0.215404410876354	0.0176732685173705	
59	102	0	0.187795672613629	0.0199223153008173	
13	110	0.243	0.802672927825436	0.0035498980428519	
43	105	0	0.360386663171539	0.0145505110532921	
41	110	0.728	0.321666618087964	0.0133473033998723	
97	108	0.06	0.599192696623838	-0.00789967076878588	
19	109	0.283	0.0522259916898364	0.0269954749486391	
17	107	0.062	0.146975421292501	0.0225027748332029	
53	110	0.015	0.0212536199391838	0.0371010116302061	
1	109	0.001	0.548067359739868	-0.00833669252875008	
15	107	0.383	0.537838554785434	-0.00862542652009133	
47	104	0.001	0.240886347598396	0.0179146978603684	
49	109	0.009	0.808782728063826	0.00375031098922699	
5	109	0.002	0.225890979422373	-0.0183433470773161	
55	109	0.002	0.251761549754024	0.0178248278170691	
31	109	0.04	0.756941802247827	0.00463914318964212	
11	110	0.019	0.0106331407932983	0.0387576003381778	
27	111	0.057	0.520625889135564	0.00957555648377845	
99	110	0.359	0.401249041537363	0.0120876104170268	
39	104	0.001	0.0399609748295155	0.0317958840945106	
83	112	0.001	0.266485766043135	-0.016932441583448	
57	113	0.01	0.0167018258732396	0.0366990476541376	
73	105	0.302	0.0102160370040375	0.0364809992360056	
51	111	0.015	0.331364235339441	0.0149905549262563	
3	114	0.042	0.46013666533067	0.0106171544963707	
91	120	0.169	0.00156887298165991	0.0452398691641529	
33	118	0.011	0.219362289168573	0.0190843766327693	
87	118	0.017	0.317097662475911	0.015601875485964	
35	119	0	0.0708567629719796	0.0284775306447183	
45	127	0.15	0.0797667640920233	0.0236312161538639	
95	132	0.044	0.0834561528673965	0.0235346587062319	
75	124	0.027	0.411524638309474	0.011534108643076	
78	88	0.011	0.844126385557091	-0.00367327619616546	
62	85	0	0.899151716236905	-0.00237887302165289	
70	90	0.008	0.405576571930084	0.0149614698194404	
66	88	0.166	0.485859250765155	0.0114797586342445	
80	90	0	0.000753999088947735	0.0628574139222683	
72	95	0.019	0.144764634327903	0.0233411535127988	
30	94	0.023	0.982614279464664	0.000390840574285976	
20	92	0.092	0.726135479705867	-0.00586810540620029	
64	95	0.315	0.34211056143896	-0.0146955951154021	
52	79	0.002	0.0691156966742828	0.0335459299645035	
26	95	0	0.140759793066076	0.0256910916082688	
22	101	0.038	0.0200640353765632	0.036052670071002	
68	100	0.859	0.501838321124961	0.00903378010399036	
8	99	0.398	0.510673404855104	-0.00990146850247249	
90	109	0	0.0783512892767432	0.0276789378774531	
18	95	0.033	0.0251485637557701	0.0379601379872987	
38	104	0	0.0139794587096457	0.042754999625404	
54	102	0.322	0.287751932600268	0.0156171826221902	
50	99	0.483	0.0366093231708973	0.0310933957088969	
56	99	0	0.873307135163163	-0.00287094976412261	
86	114	0.014	0.20740100589347	0.0193477614128768	
74	94	0	0.25061227707845	0.0180680267381438	
12	103	0	0.00188063558444768	0.0567279765273641	
82	115	0.017	0.054290379245798	0.0288465181457156	
2	107	0.27	0.0178222666954658	0.0349628285499868	
10	107	0.22	0.874166477791769	0.00227867809926014	
24	117	0	0.135096887635888	0.0232143999108454	
4	102	0.174	0.419098683069046	-0.0122825326354857	
42	114	0.01	0.493320495695421	0.0108637390743916	
16	109	0	0.22995358360802	0.0190478011788313	
28	106	0	0.0277355496482205	0.0331737530184677	
44	110	0.007	0.729875390138486	0.00506695359067567	
6	112	0	0.751597906758665	0.00521825959311299	
48	111	0.002	0.00705786835428716	0.0442836318490453	
32	111	0	0.968627589145832	0.000556053176346835	
94	116	0.007	0.326731099773375	0.0135884671800533	
40	114	0.167	0.109962868353993	0.0232197258687549	
98	118	0.358	0.0796675184430202	0.0245834011031595	
60	116	0.001	0.662824911937883	0.00592591092579407	
84	110	0.028	0.37515039238242	0.0131482321316528	
36	104	0.007	0.697738328677068	-0.00631770202967676	
46	107	0	0.782305074419658	-0.00449871143415513	
100	116	0	0.248284458749919	0.0161951604699965	
58	122	0.053	0.346454068461044	0.0133653159206595	
92	120	0.003	0.758901946243229	-0.00476354424230638	
14	128	0.002	0.018610812758553	0.0322390645078225	
96	108	0.135	0.567189369982725	-0.00860178039901829	
88	119	0.056	0.120159824504381	0.0227228128402419	
76	116	0	0.0143248841856327	0.0384650691425018	
34	130	0	0.284081859768003	0.0150598221639343	
