simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
1	109	0.207061120048514	-0.0238541464749118	-669.76738457815	-0.0238541464749118_0.0339891032913785	0.525980168359252_0.474019831640748	-0.0203257859845705	0.018793089772241	0.281858785872838	0.0293087859693906	0.0312969727830226	0.351118815687704	1.18861722360011	0.214503975962964
2	107	0.213404365816435	0.0347589156387876	-690.615204227932	0.0347589156387876_0.0349012442142186	0.500000000000607_0.499999999999393	0.0198830989310416	0.0277675346284428	0.475531540919633	0.0518047606486016	0.0277191373084532	0.0643950734165352	1.25973815298559	0.508871768605686
4	102	0.369729342534419	0.0178969030241736	-648.751446304162	-0.0395915914674943_0.0178969030241736	0.49655416177835_0.50344583822165	-0.0347269222604486	0.0287995309539275	0.230705851162699	0.012092543101187	0.0198632760365945	0.544031176141027	1.10176158732735	0.203150068863298
5	109	0.673815941056982	0.0135804698383171	-680.541213010297	-0.046084647100307_0.0135804698383171	0.496438810343337_0.503561189656663	-0.0560697485771853	0.0270092561565962	0.0402732774961122	0.0207662348509056	0.0321761858072353	0.520042328598924	1.20409148385796	0.0880861200803682
3	114	0.193531522861021	-0.0295735123658744	-721.43032693493	-0.0295735123658744_0.0391333759221994	0.503584938344334_0.496415061655665	-0.019108493514472	0.0226099035657537	0.399819577442331	0.0271893597112704	0.0330134891615299	0.411911171788221	1.25766885108122	0.31796195351306
8	99	0.170897553350418	-0.0299684692070651	-639.745366486982	-0.0299684692070651_0.00793499870492364	0.501268636010647_0.498731363989353	-0.0197267712281059	0.0217250338826303	0.366095018688108	-6.84810213840576e-05	0.023420762191732	0.997672976515527	1.67773267843261	0.758625109700436
7	103	0.213066828857729	0.0317981989861123	-638.141755056464	0.0317968904216789_0.0317981989861123	0.499999999999999_0.500000000000001	0.00845948326679461	0.0332295022705991	0.799561993991817	0.0475824212170083	0.0253774448277735	0.0636549039651932	1.29301959656822	0.446599159682913
10	107	0.975730044423618	0.000590717522156906	-684.580640482745	0.000571128309117728_0.000590717522156906	0.499999999999993_0.500000000000007	-0.0071043422339448	0.0211690705003647	0.737835767600084	0.00891218259655182	0.0193712983149778	0.646407216484368	1.38739272620137	0.715042705387165
9	100	0.0772799759133128	0.0428354059777106	-622.290777031995	-0.0451259509251837_0.0428354059777106	0.492396641412842_0.507603358587158	-0.0414397548170942	0.0323483582301101	0.203170036821647	0.0383733589361416	0.023993803442725	0.112940021813143	1.49213698544195	0.0877817188719537
6	112	0.509035989691686	-0.0235736198105975	-675.63044520077	-0.0235736198105975_0.0213481847861546	0.500011558552307_0.499988441447694	-0.0435912151176752	0.0355838237335819	0.22315751907324	0.0439005306778796	0.0456529581204395	0.338333575344368	1.73756904658414	0.266908085438979
11	110	0.326905889771794	0.0339367643484659	-686.913024561651	0.0339129716578754_0.0339367643484659	0.499999999999989_0.500000000000011	0.0138268339232624	0.0307260356625174	0.653601365984511	0.0551777308661873	0.0344607522536094	0.112232276261825	1.22626776964723	0.448232253917536
13	110	0.150265891761749	-0.0323015781909005	-693.448356007703	-0.0323015781909005_0.0396911459244961	0.503816093550569_0.496183906449431	-0.0241834966165873	0.0222954955159477	0.280456321096158	0.0319922003405999	0.0300599857564145	0.289554510114718	1.51058379706022	0.22692251300092
15	107	0.628447103453454	-0.0115195358082103	-695.617178887208	-0.0115195358082103_-0.0061323809753183	0.500000252023058_0.499999747976942	-0.0232276618230113	0.0237356939708915	0.330007674741495	0.00644327680415372	0.0266066496925131	0.809117971178756	0.95552965057604	0.388680376508392
12	103	0.491184262561468	-0.0274764253592217	-612.219803567771	-0.0274764253592217_0.142292301814683	0.500670601272663_0.499329398727337	-0.017903609447031	0.0397677948344563	0.65351896283623	0.132216985906272	0.0382778787870443	0.000805445382374394	1.78813162805271	0.0196222295312168
14	128	0.098939978745501	0.028661914986898	-791.206421002977	0.028661914986898_0.0286648048475842	0.500000000000004_0.499999999999996	0.0236606135598674	0.0172434118453988	0.172434329362221	0.0392193580067968	0.0256524643210296	0.128782867012135	1.60064739546138	0.805651551458863
16	109	0.575181596667364	0.0141995329290235	-648.06836082522	0.0141995329290235_0.0142022787272619	0.5_0.5	0.00423074351962558	0.0252595222501971	0.867296923733767	0.0235619718799307	0.0200890582193027	0.24342600120861	1.10277859556318	0.59018443844409
19	109	0.13738551522575	0.027698202868833	-693.975932426989	0.027698202868833_0.0277118040286171	0.500000000000006_0.499999999999994	0.018350537003274	0.0185060587415791	0.323610998874093	0.0368241171792064	0.0240971875223982	0.129398872580693	1.27641049481859	0.646820447218076
18	95	0.382856117746114	-0.0248869943498805	-598.992732150827	-0.0248869943498805_0.096504726846626	0.501860977661091_0.498139022338909	-0.0212354562282636	0.0283854189908482	0.456260594093771	0.0916628072636264	0.0377728239525198	0.0171440888200896	1.90243641189272	0.0523809585688551
17	107	0.147218702854508	-0.0496128612194328	-673.076301408742	-0.0496128612194328_0.0962443917354794	0.502436376455448_0.497563623544552	-0.0291918181022388	0.0339789643136701	0.392216074036873	0.0741632817472002	0.0391277139501345	0.0607613125972495	1.66411336401057	0.101629683684154
20	92	0.998869605564626	3.72275788624093e-05	-584.024382358559	3.72275788624093e-05_-0.00701780847910237	0.501529643923664_0.498470356076336	-0.02872907728771	0.0328964131923749	0.384787720685702	0.0225074347859963	0.0262048454374358	0.392650568895071	1.60598544286479	0.378745455796443
21	94	0.00215212206257711	0.0923725056057749	-572.85276471161	-0.0446663953851774_0.0923725056057749	0.487257430651409_0.512742569348591	-0.0292558898542234	0.0490989526089454	0.552719064476016	0.0833436471777944	0.0292637441230825	0.00541489728001415	1.83834520433379	0.12545360438543
22	101	0.160995325515975	0.0412902285255945	-636.168405663952	0.0412886759114925_0.0412902285255945	0.5_0.5	0.0285678206774993	0.0259042660664565	0.272751015521385	0.0538042344424975	0.0292382178075641	0.068704355337522	1.16878685369421	0.583668162834877
24	117	0.38545013243789	0.0297089375822509	-708.013550117463	0.00862472080067408_0.0297089375822509	0.499967986662655_0.500032013337345	-0.0213780882965501	0.0377561344135491	0.572341453614423	0.0528409411587587	0.0341015788336883	0.123981761739188	0.906399881802121	0.12781440157629
