simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
9	96	0.237174569126523	0.0248535639758986	-591.747542624023	0.0248535639758986_0.0248548855776586	0.500000000000003_0.499999999999997	0.0191555392770504	0.0208926521988243	0.361540161116383	0.033144073723305	0.0299472170058799	0.271196768658424	1.09184470958594	0.736459716230995
3	106	0.746040823775817	-0.00716271741509947	-678.602527013116	-0.00716271741509947_0.0663800825279434	0.503732566696903_0.496267433303097	0.000149805300472546	0.0220582936158673	0.994594225327532	0.0613100934061391	0.031054947995035	0.0509802772474679	0.909707247379064	0.0956225780605593
5	94	0.0024193727188605	0.0635389272473102	-579.38097822507	-0.0166173169002813_0.0635389272473102	0.48642868777553_0.51357131222447	-0.012548422303355	0.0346702788858417	0.718220938410105	0.0586189456034574	0.0203744612829921	0.00497779128527163	1.05288570176292	0.0825288154736063
8	117	0.190835716011114	0.0241868130679181	-763.307794114902	0.0241600780785867_0.0241868130679181	0.499999999999991_0.500000000000009	0.0186977803532836	0.019070820868104	0.328909776299024	0.0307813964687281	0.0183818320749764	0.0967155665301989	1.44479609636778	0.795432917906357
7	99	0.278630830859188	0.0272094501668634	-596.372621773801	0.0402521401764585_0.0272094501668634	0.473825859337324_0.526174140662677	0.0148030697474814	0.0249755894534896	0.554746142465539	0.0509163858999196	0.0301830270185651	0.094799315521007	1.24626796430151	0.439581410014679
10	103	0.362670819352244	0.0322389615188868	-582.776617119494	0.0322366545650658_0.0322389615188868	0.499999999999999_0.500000000000001	0.0117324395807679	0.0357033563288495	0.743125030391708	0.0553213768516456	0.0352575167376552	0.119729641719258	1.16529627433869	0.44337965646804
2	124	0.71184169976935	0.0101156774071815	-779.149472992879	0.0101156774071815_0.0101745805271444	0.500000000000008_0.499999999999992	-0.0116901193929736	0.0273220705257857	0.669498633836577	0.0313565030063982	0.0274993683494796	0.256392358774024	1.3206756814958	0.358814558425543
4	122	0.103553825633657	-0.037931743063907	-782.41146681363	-0.037931743063907_0.0322634142216566	0.503061822737816_0.496938177262184	-0.0354581497113633	0.0231258212143822	0.127819645302887	0.0293678609048696	0.0268663481431014	0.276517210144231	1.39638217647472	0.109610948755883
1	113	0.764326362625881	-0.00753864876129967	-686.162717809128	-0.00753864876129967_0.11689062877296	0.515933892435221_0.484066107564779	-0.00557829196960512	0.0250841076709992	0.824420370218706	0.114637658841241	0.0374408623883458	0.00275466092884936	1.52769375763915	0.0165938064532166
6	118	0.0111916456034851	0.0908901659272043	-734.758728963515	-0.0138802508913015_0.0908901659272043	0.49984874513688_0.50015125486312	-0.0267104823038086	0.031729912685644	0.401613006388919	0.104175954370427	0.0352620179078017	0.00378909769582256	1.34252433101288	0.00993052226943054
11	80	0.967981762743363	-0.00139644169373028	-460.815811656394	-0.00139644169373028_0.114523168805581	0.502060241799014_0.497939758200986	0.000786814266718556	0.0346794580197071	0.981956202535981	0.113725051213891	0.0481835801745718	0.0207300507190315	1.35075723246473	0.0892933804831615
15	96	0.0165584314900125	0.0595881111194267	-585.144361967943	0.0595881111194267_0.0595929773781173	0.5_0.5	0.0476355306609125	0.0244251937798882	0.0540924927782042	0.0731568128789893	0.0311643586445188	0.0209776951525038	1.10778887662545	0.561819589438899
14	109	0.109916418505654	0.0400888285865997	-694.62999059715	0.0400851959087057_0.0400888285865997	0.499999999999999_0.500000000000001	0.0320371958905079	0.0182074726647147	0.0813135875161272	0.0487895350604155	0.0248715412047486	0.0523755731612254	1.14175816675516	0.6425256872376
12	113	0.911842089114474	-0.00306432166748945	-709.915502951352	-0.00306432166748945_0.0872569453346859	0.501715324542952_0.498284675457048	0.00562470990662573	0.0276150142328026	0.838970821811483	0.0791774094942031	0.0345410678762013	0.0237584824128032	1.41460293653767	0.155034337818702
13	102	0.120688361018089	0.0618231976920982	-606.108613918069	0.0618231976920982_0.0618489930894962	0.500000000000003_0.499999999999998	0.0293127436569171	0.039501221393618	0.459766044849099	0.0980664527722546	0.0418238975904809	0.0209962727277728	1.42363785660492	0.343651147975558
18	117	0.00632317877034302	0.0411268772820917	-719.155525960064	0.0411268772820917_0.0411268856364388	0.5_0.5	0.0359588463068992	0.0147877140768533	0.0165587731947535	0.0724900240553308	0.060228340539649	0.231199857894102	1.12649950948547	0.605895770389383
16	91	0.424367976632358	-0.0218307815231302	-541.767892250745	-0.0218307815231302_0.0900845808114487	0.511344689274529_0.48865531072547	-0.0145788068346412	0.0272028839389701	0.593329866467563	0.0805806325685675	0.050708273788195	0.115544261715926	1.5388303297848	0.177391158966793
17	93	0.0857164660190854	0.0713150755238453	-559.523669904808	0.00391500768528261_0.0713150755238453	0.499684337019914_0.500315662980086	-0.0143862924543753	0.0371574927244851	0.699524031562329	0.088910602901407	0.0410541215551739	0.0329208292214629	1.16705288074692	0.0777584149912957
19	110	0.919669930586353	0.00318327284465927	-669.283885763636	0.00318327284465927_0.0513162290805474	0.518621744018115_0.481378255981885	-0.00787132359782663	0.0314915375008879	0.803096147422955	0.0604409745659768	0.0339904872757023	0.0781636784195239	1.33200820183602	0.202301138477958
20	114	0.0357421770246197	0.0601215176338862	-706.18529208624	0.00478062279950689_0.0601215176338862	0.497227313690858_0.502772686309142	0.000215113476038056	0.0315473975656163	0.99457149890738	0.0647039058253632	0.0282888347128071	0.0240423734888138	1.87264352445453	0.288893847751868
21	103	0.494396437215337	-0.0242452584323234	-627.241839658937	-0.0242452584323234_0.13040253743201	0.500919348395639_0.499080651604361	-0.0069464438109909	0.0353533622867097	0.844620675555583	0.11414478791115	0.0419668905576839	0.00767813259031778	1.49478617505963	0.0527538087776494
23	116	0.903948064681516	-0.0034520912650261	-731.649353762466	-0.0034520912650261_0.0857310033958441	0.501065320530008_0.498934679469992	-0.00203127856601636	0.0285433704295195	0.943390338710575	0.0824985460960293	0.0316638519014856	0.0103882125657941	1.24924693779659	0.0663471871776719
27	90	0.549857759833447	0.0145240773130738	-543.746342912121	0.0145240773130738_0.043034458269575	0.525493410205019_0.474506589794981	0.0102180531459035	0.0241962723965226	0.673825491950696	0.0525481550920592	0.0312597117435613	0.0962656835303587	1.17165342417834	0.335705137038724
24	106	0.254712833720229	0.0412610978963406	-645.506996396299	0.0412610978963406_0.0412777828156352	0.500000000000001_0.499999999999999	0.020033507958209	0.0360282982978849	0.57936019869905	0.064484886702019	0.0381619319800127	0.0940390704293498	1.72600176047446	0.62981315759501
22	116	0.828003164506657	-0.00755870647665248	-706.609646749152	-0.00755870647665248_0.0488928777871232	0.500159657427473_0.499840342572527	-0.0149718924445318	0.0347114131672175	0.667039720136166	0.0602334362700068	0.0407311914542027	0.141926719739026	1.50486364224216	0.264869642585398
25	92	0.04944165610956	0.0631166175954147	-568.061494888533	-0.0660011052829774_0.0631166175954147	0.497606323096545_0.502393676903455	-0.0574378957177438	0.0404484210896666	0.159016444415428	0.0535138586513131	0.0316954670078782	0.0947633944397678	1.37805440000146	0.0515529699594489
26	116	5.45006892724937e-05	0.124103188934924	-717.869339870679	-0.0312393487186991_0.124103188934924	0.498907488134715_0.501092511865285	-0.0144793493576899	0.0326910641584345	0.658659538302255	0.107826541097288	0.0296029893637711	0.000406484521518091	1.40200068170031	0.0103574005212605
28	97	0.543302923069262	-0.0185849159946469	-609.615981983327	-0.0185849159946469_0.0871747284066515	0.501744884218535_0.498255115781465	-0.00294841086235578	0.0304670654652567	0.923107850419376	0.0710284303600737	0.041705846752749	0.0917885044344542	1.20908133604272	0.192825987154058
29	97	0.158325929229385	0.0403584223656096	-620.20371698031	-0.0362465898158898_0.0403584223656096	0.499908060888227_0.500091939111773	-0.0188845249889927	0.031837490736666	0.554473153036772	0.0208324514761288	0.0283855030760775	0.464791255784849	1.02329601506046	0.359780441302125
30	113	0.594944026508905	0.0143546507123664	-704.943976626126	0.0143546507123664_0.0358704787725223	0.5008968676175_0.4991031323825	0.00103692645713975	0.0269211447722718	0.969343909674315	0.0488859414975214	0.0296825578986595	0.102369624695048	1.90666039218461	0.467511461232681
37	109	0.141345723511854	0.0191756017448908	-730.640938057913	0.0191756017448908_0.0191787627999239	0.5_0.5	0.0190598784218548	0.0129420734347298	0.143738522457864	0.0195350780351627	0.012784541870575	0.12943030536037	1.35024479335322	0.99495308799558
31	104	0.0547245862239505	0.054056862073234	-663.166952425885	0.054056862073234_0.0803782565938655	0.501946046081924_0.498053953918076	0.0428019223415813	0.0278188400775121	0.126969761763673	0.0919938145121491	0.0230445872540565	0.000122986332243326	1.12254481810802	0.199387640335531
33	109	0.0419639712312633	0.0639921188558381	-681.111739806282	0.0217725941516765_0.0639921188558381	0.499895975303074_0.500104024696926	0.0152895959847465	0.031990838864292	0.633661216428515	0.0701165825113655	0.0310891200282757	0.0261277339432701	1.1996920527734	0.269636744146556
36	101	0.0683456144372285	-0.060399874727589	-622.455858407616	-0.060399874727589_0.1047743763318	0.500561436187685_0.499438563812315	-0.0456231116956555	0.0327791598225784	0.167061049805932	0.088720981175779	0.0358443666568196	0.0149986242199305	0.975498230616101	0.00543699099161259
35	94	0.150965722396863	-0.0586969048424657	-577.174667988862	-0.0586969048424657_0.100951400453426	0.500212278604837_0.499787721395163	-0.0421691768423986	0.0405351036547373	0.300891749214756	0.0834358843346862	0.0386148719527693	0.0332866613267486	1.83407201182621	0.069109639873283
32	116	0.0421245859704805	0.0573703010648096	-726.595440372683	-0.0420475859336622_0.0573703010648096	0.498846713115565_0.501153286884435	-0.0423000727216537	0.0282278154429308	0.136737073233494	0.05635542848111	0.0279146818327815	0.0458295186803805	1.72129878115506	0.0341248615289241
34	106	0.0152674290215139	0.0791371952517823	-646.275499651013	-0.0096076436207135_0.0791371952517823	0.498168844817916_0.501831155182084	-0.00325719105529808	0.0374916838847616	0.930934192274424	0.0726699521981753	0.0320865033603317	0.0255778399368759	1.78283838872691	0.264024967498754
38	125	0.247132858765231	0.0291062986943461	-767.755064741859	0.0291062986943461_0.0304757928783256	0.508487816172933_0.491512183827067	0.0042631460593725	0.0250306459467417	0.865038372227123	0.0573394976997755	0.0325508247017234	0.0806121221870714	1.17292130415265	0.236663745796585
39	122	0.528547351289439	-0.0159175782185953	-778.69911087478	-0.0159175782185953_0.0704201161777274	0.501830368032782_0.498169631967218	-0.00859069857368952	0.0251840932003855	0.733607826357815	0.0615020456146467	0.0322872764403215	0.0591747290343211	1.21127791904308	0.113448366763771
42	103	0.132942981405283	0.0271360878651723	-655.881446223688	-0.0241050083618717_0.0271360878651723	0.48456961871955_0.51543038128045	-0.0208021885914626	0.0276011320184655	0.45278270062272	0.0229426601685872	0.0179152421523348	0.203230704008672	1.05390131332738	0.195637079818588
40	106	0.000453645348036806	0.0969985095998487	-638.272373625873	0.028970892559846_0.0969985095998487	0.498613967855969_0.501386032144031	0.023829341670857	0.0459619663994604	0.605229737511092	0.0984438538384986	0.0267878317810668	0.000376588145059857	1.41928118218184	0.247636680281815
41	108	0.736161687058787	0.00810745723723102	-685.264982902746	0.00810745723723102_0.0928242684744227	0.504078132308075_0.495921867691925	0.0168163107026434	0.0239994332778117	0.485013580696299	0.0831934290900273	0.0311835599601665	0.00882051222575066	1.66269026118693	0.18599991272295
43	107	0.881101326591713	0.00338972097614329	-648.115722134681	0.00338972097614329_0.0527450367668516	0.512697409055982_0.487302590944018	-0.00148319577346826	0.0226080339269035	0.947816031557871	0.0574222263983111	0.0356474557849193	0.11018924010555	1.60314346522454	0.290574720896048
46	115	0.0215776624531945	0.04934785048723	-751.446932909934	0.049325523589424_0.04934785048723	0.499999999999968_0.500000000000032	0.0406648918123542	0.0208886948510484	0.0540258521425086	0.0568891261498143	0.0211812906835548	0.00831595572488396	1.19719357794772	0.661313070810346
45	113	0.761283283760544	-0.00823297212354657	-720.062649444783	-0.00823297212354657_0.0887699292067299	0.500708820867933_0.499291179132067	-0.0040498523924068	0.0270343127620269	0.881188565307685	0.0843126150017461	0.0322821783011132	0.0102427636333946	1.25574901906395	0.0511818812870427
44	108	0.150602389074288	0.0544335463337273	-668.342306340284	0.0544335463337273_0.0387506711482039	0.500875625201269_0.499124374798731	0.0047118138617733	0.0293436257052386	0.872731953387707	0.0887403965104271	0.0375979447054875	0.0200747769798932	1.07337566244408	0.0862403921489699
47	102	0.226606308634298	-0.040484864780672	-625.263644329278	-0.040484864780672_0.148917161373173	0.504184029434189_0.495815970565811	-0.0113494840200537	0.0332780978417818	0.733774646694965	0.116580245579194	0.040623781639074	0.00500372470277765	1.23349777397245	0.0211728009375652
48	111	0.529853001296282	0.0172019175567395	-716.42755946043	0.0172019175567395_0.0727379458538988	0.500396507699528_0.499603492300472	0.0196053725476203	0.0272947880968014	0.47410589713531	0.0702583719933776	0.0321465621451116	0.0309676419871063	1.24277734943434	0.293245449813544
50	113	0.348079541929844	0.0235380273983245	-682.031005964438	0.0235380273983245_0.0235456671534164	0.500000000000001_0.499999999999999	0.011333375718409	0.0249799777370023	0.650923815961293	0.0384002362208162	0.0361439503498575	0.290328245301873	1.41970234998837	0.687526162448504
49	126	0.00166558365340285	0.0979124498449906	-779.002647826893	0.0207605588432133_0.0979124498449906	0.499548752436623_0.500451247563377	0.0186429156627699	0.0397694402796997	0.640047045886144	0.101567644702402	0.0304642919531357	0.00112688382088117	1.39067310356764	0.153711851301958
