simNum	IVsNum	plei_test	P	eff
37	82	0.051	0.82084079997471	0.00426518269052988	
3	89	0.624	0.435953590677812	0.0115220443178718	
61	91	0.006	0.0458640319177422	0.0335191882131395	
5	88	0.013	0.0373859728275674	0.0382309523923312	
35	93	0.093	0.00463029840735641	0.0461346309797142	
51	94	0.001	0.161582705125232	0.0241641566194849	
71	95	0.059	0.0810940040782849	0.0282598885445334	
85	98	0.014	0.598967039865661	0.00844185185450056	
81	104	0.096	0.0488670893208217	0.0311411901922433	
9	100	0.254	0.0340076921476849	0.0325120329908357	
75	109	0.182	0.0019387277464306	0.0462150271455569	
67	108	0.166	0.950895244005145	-0.000895866860702253	
11	109	0.08	0.00770611465424892	0.0393180322296508	
13	110	0.133	0.300837989430976	0.0157228151718239	
41	111	0.188	0.0215893215985372	0.03413534775162	
79	115	0.516	0.50364808040272	0.0088922156683417	
39	114	0.158	0.578968899492571	0.00798539326260109	
15	88	0.017	0.00033797319259639	0.0675050940997888	
25	113	0.801	0.0114111005562711	0.0321261013708069	
77	111	0.022	0.102130944107431	0.0246200088845945	
21	90	0.584	0.000117630052845407	0.060285104394152	
73	89	0.103	0.00419589839465744	0.0489884250284669	
91	123	0.12	0.283288954651846	0.0154965167095004	
83	120	0.063	0.146154610445673	0.020780783780354	
1	114	0.284	0.00159251809529563	0.0441475461550126	
43	123	0.448	0.17117943326067	0.0177613310652762	
93	119	0.634	0.0136914749720221	0.0319471301617177	
63	95	0.77	0.0051926139969776	0.0382158952631081	
95	124	0	0.0131205639852384	0.0393198706594308	
29	96	0.001	0.504605663014122	0.0123739708684378	
53	124	0.063	0.0121506890455757	0.0354380545434738	
19	96	0.648	0.0537453525522796	0.0278944491647939	
17	96	0	0.20017705434985	0.0225879201394845	
47	99	0.708	0.00397724215750393	0.041272126559559	
69	99	0.064	0.005662293825537	0.0457427809433219	
57	100	0.006	0.822093923463745	0.00388595648346083	
23	111	0.738	0.0130385140829456	0.0339149924450873	
87	101	0.254	0.0416524428886577	0.030114924063956	
49	103	0.096	0.1111424354699	0.0246283905925238	
99	105	0.464	0.0490857607625464	0.0275809540483727	
59	106	0.162	0.0144716462277992	0.0377320089535493	
31	105	0.147	0.0107733283569377	0.0398736573227224	
65	110	0.938	0.0210140032598418	0.0282859523981233	
27	114	0.004	0.0858201752922334	0.0281294346359951	
33	113	0.076	0.0274360747829886	0.0328071482795997	
89	112	0.019	0.0199539316312781	0.0353171978346729	
55	121	0.478	0.111547754143634	0.0220215457248419	
7	121	0.095	0.000485414813913331	0.0502388736396867	
97	124	0.479	0.000177444970953882	0.0496537279312703	
38	103	0.017	0.31482444961143	0.0147014539000624	
62	99	0	0.387439868687981	0.0158425834690513	
36	98	0.276	0.925951917935927	-0.00137538782727454	
45	139	0.874	0.580394363045018	0.00626584624022451	
86	99	0.611	8.62457580752112e-08	0.0820470789848809	
68	97	0.161	0.493071581393474	0.0110691667396439	
76	98	0.008	0.181640398619753	0.0215596296657327	
52	106	0.061	0.668208062206243	0.00678750372071404	
12	100	0.012	0.166369399122826	0.0239563578895267	
4	110	0.014	0.00073499095483796	0.0505040505143123	
84	93	0.705	0.907549803069143	-0.00169830998240289	
82	110	0.066	0.000236425701475707	0.0558133762194152	
10	112	0.015	0.0149626993216427	0.0390493784210513	
40	99	0.075	0.597230354983053	-0.0085113794986771	
72	118	0.033	0.000498183919456135	0.0552932490693316	
24	86	0.371	0.0175525250440975	0.0395925977064733	
92	102	0.536	0.0125565818866953	0.0358229051346604	
78	101	0.057	5.11664635400245e-06	0.0740548175148486	
6	128	0.287	0.140682665106529	0.0193266316154793	
44	103	0.061	0.0901264026095356	0.0271194180974381	
96	103	0.009	0.0435212444362529	0.0327102392212035	
42	118	0.015	0.0253974455105783	0.0337821088622888	
26	113	0.052	0.771911930478474	0.00444094864227896	
54	107	0.237	0.00398292621655709	0.0423803021399658	
94	112	0.533	0.0218273515832376	0.0312219484496113	
50	80	0.155	0.0472223754175527	0.0353616623830124	
80	120	0.037	0.122266928976932	0.0230068155855594	
16	100	0.352	0.0250404515345044	0.0342875933736558	
14	122	0	0.0354449021653226	0.0323691036937548	
58	94	0.305	0.00348008571929647	0.0460789706081564	
74	103	0.222	0.00487006341319709	0.0429081847922897	
30	99	0.385	0.000237835551109431	0.0548952158260042	
60	90	0	0.255468843000296	0.0200579443740003	
2	127	0.045	0.000303327527704888	0.0525611070966092	
48	105	0.305	0.0495411013197493	0.0284709803652056	
32	102	0.061	0.027343708925854	0.0344923510767454	
70	108	0.748	0.000594431531587358	0.0451893698763819	
90	96	0.286	0.0317622690610844	0.0332251315521119	
22	123	0.021	0.0264044244735819	0.0327144009745929	
66	104	0.033	0.206644984622945	0.0193661491544546	
18	117	0.087	0.484300885521251	0.0102727476939749	
100	112	0.192	0.00706030111547104	0.0394595314265282	
64	124	0.335	0.960082717061827	0.000658321120705278	
28	106	0.278	0.10011219469296	0.0240752518943586	
20	121	0.244	0.0878897747327905	0.0233612694625143	
88	115	0.314	0.000491999898005522	0.0508629573308891	
34	110	0.045	0.122939719109883	0.0221293502960555	
56	113	0.563	0.0995728654380107	0.0219926910237877	
98	117	0.004	0.0194969250705232	0.0368689172961178	
46	100	0.405	0.0108329526992936	0.0373976152145022	
8	131	0.226	0.00119729983193303	0.0448662080821775	
