"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	8	96	0.423298785930059	0.0141500858121622	-618.820281901607	"0.014139647420625_0.0141500858121622"	"0.499999999999993_0.500000000000007"	0.00800623389418715	0.0233839168745159	0.732819722244332	0.0200254249204558	0.017595591406318	0.257943596349824	1.22417777482656	0.76172423490727
"2"	5	102	0.281408144067588	-0.0184789393077362	-651.458234265509	"-0.0184789393077362_-0.0184781817572033"	"0.5_0.5"	-0.0202192823232883	0.0170634810992594	0.238819992801153	-0.0177003254450363	0.0174561884840581	0.313012517998969	1.23834976763599	0.956443915909425
"3"	10	91	0.599229315290756	-0.0138195673592215	-578.847737783972	"-0.0138195673592215_0.0333904991142529"	"0.500538093171663_0.499461906828337"	-0.0105072064837023	0.0262043299698489	0.689390999405125	0.0284740463429083	0.0310694161789181	0.361872052156316	1.31268375110619	0.43928561620094
"4"	3	106	0.0516849598541608	0.0370857750259304	-687.401537068084	"0.00188513863900658_0.0370857750259304"	"0.499025162490142_0.500974837509858"	0.00675278875791814	0.023342707706023	0.772930646308194	0.0333753361255049	0.0188427585493215	0.0794196687949827	1.4238248137288	0.516693443624582
"5"	2	94	0.0609539567748577	-0.039532046273557	-603.832386772667	"-0.039532046273557_0.035249119193416"	"0.505610966480041_0.494389033519959"	-0.0335792245597343	0.0208411299399463	0.110525093843805	0.0287490896622971	0.0327261437095643	0.381950175901289	1.09193646176576	0.121632472751704
"6"	4	107	0.171412789760619	0.024996917778618	-706.059919743281	"0.0249831230350395_0.024996917778618"	"0.499999999999996_0.500000000000004"	0.0182054799442914	0.0193280492983297	0.348375250047765	0.0311324662503159	0.0181531462599323	0.0892690806923512	1.13097816173381	0.677088037102913
"7"	9	101	0.809175300727509	-0.00587984689329115	-605.868924393555	"-0.00588512333202925_-0.00587984689329115"	"0.499999999999998_0.500000000000002"	-0.0148907324521078	0.0262873418224163	0.572350142083419	0.00260411708023899	0.0242838427436734	0.914816119913161	1.36427720059059	0.752817314984097
"8"	7	98	0.899699925651297	0.00418578361086651	-618.738747631929	"0.00418578361086651_0.00427876556024897"	"0.500000000000195_0.499999999999806"	-0.0248298163110135	0.0331230074329104	0.455295152917553	0.0315825565673411	0.0319310105644463	0.325081289597827	0.976283206567969	0.214173719718226
"9"	1	109	0.290000381243917	0.0270971825394401	-678.240963140268	"0.0270847875533412_0.0270971825394401"	"0.499999999999997_0.500000000000004"	0.00679461575993049	0.0264727512505578	0.797926073937291	0.041957909057219	0.0254831262920386	0.102568296614643	1.38829113147405	0.463972219478904
"10"	6	105	0.627557168067234	-0.00912522038819259	-650.63446331937	"-0.00912522038819259_0.0860361859849959"	"0.528736920759528_0.471263079240472"	-0.00468860405471319	0.0187525558093257	0.803061383384669	0.0792549574547771	0.0357305886470751	0.0287206293152595	1.34510996694421	0.059638325732915
"11"	11	116	0.846248116327461	0.00473052602846283	-747.982592890906	"0.00473052602846283_0.0220784479575752"	"0.500011936415148_0.499988063584852"	-0.00228910791504179	0.0243407825799806	0.925237753094559	0.0278325949981419	0.0253234786776238	0.274027658955219	1.24981278963077	0.478700762560779
"12"	12	128	0.698488959707648	0.00908712491691068	-818.773220147789	"0.00908712491691068_0.0682371599056461"	"0.500887816665632_0.499112183334368"	0.0150606239311813	0.0234059877218214	0.521091205923667	0.0632272826187642	0.0276929315437441	0.0240828725118035	1.22855836555918	0.235407297580141
"13"	16	92	0.97074318704595	-0.000719753688023905	-578.885699706696	"-0.000719753688023905_-0.000718075567023436"	"0.5_0.5"	-0.0104309240801325	0.0195706335119567	0.59534073832192	0.00778082086845078	0.0280955708488269	0.782453356867361	1.18943893420657	0.667714700842901
"14"	14	94	0.00260161608818703	-0.0944244161925535	-574.916161426978	"-0.0944244161925535_0.061880322372058"	"0.502476142181554_0.497523857818446"	-0.0895654194854089	0.0305103899642267	0.00419476247939465	0.0582289256693227	0.0393220441895348	0.142034228940274	1.02217548281036	0.00310408716384214
"15"	13	103	0.395560359628367	-0.0246132790363631	-641.919859870118	"-0.0246132790363631_0.0760034482091795"	"0.501943228448581_0.498056771551419"	-0.0210650701289507	0.0288489795194114	0.46695131693156	0.0716451162493827	0.0350772158643904	0.0436819752414112	1.37780581495837	0.0677597240650651
"16"	21	84	0.0803683680266945	-0.046560620303137	-538.21380012222	"-0.046560620303137_-0.00432337269458051"	"0.500345489196439_0.499654510803561"	-0.0456044915230597	0.0263026807184987	0.0866605103529577	-0.00411467319062181	0.0310812654962496	0.895000701111352	1.34951628325585	0.416558975986654
"17"	15	121	0.00712531604503184	-0.0715771394885151	-762.985777842618	"-0.0715771394885151_0.0596321532688341"	"0.501594138507478_0.498405861492522"	-0.0675262969019708	0.0261432590543245	0.0109969278351512	0.0533182716035054	0.0319787208686024	0.0980616131291909	1.14187149869011	0.00438647311475406
"18"	18	103	0.792714056091217	0.00707647292585196	-637.390129510622	"-0.0263905091557229_0.00707647292585196"	"0.496058800237416_0.503941199762584"	-0.0354883682451944	0.0292192281248702	0.227340059734786	0.0149288113908003	0.0268579727484811	0.579535526608584	1.37213387853605	0.294319787170729
"19"	23	102	0.339786849530163	-0.0237067553130295	-649.195340341646	"-0.0237067553130295_-0.0236715305052216"	"0.500000000000023_0.499999999999977"	-0.0370280291439437	0.0247170998454559	0.137233131807017	-0.0101844190926509	0.0260837422926019	0.697025496719348	1.88258873352816	0.730139848922359
"20"	17	102	0.973812061640483	0.000744439304747107	-644.289231945234	"0.00976837223763037_0.000744439304747107"	"0.496779270922352_0.503220729077648"	-0.0155423221304435	0.0226211102734589	0.493612222328439	0.026313358504493	0.029003231886854	0.366430931418457	1.27398197945298	0.331792282394342
"21"	24	112	0.753696778528986	-0.00463204460057863	-731.467379033922	"-0.00463204460057863_-0.0046242237336075"	"0.500000000000002_0.499999999999998"	-0.00947169317873625	0.0147261231615902	0.521427437064852	0.00101445529421521	0.0184048371610342	0.956142787130295	1.7346748348798	0.864869007775358
"22"	20	99	0.308568499077491	0.018024051574376	-610.682347059184	"-0.0197682835389261_0.018024051574376"	"0.477636845279258_0.522363154720742"	-0.0223446759054682	0.0293223020428929	0.447868110048983	0.0180231507059811	0.0176093751273979	0.308592551820428	1.47424039870352	0.364602842051779
"23"	22	124	0.301285187834468	0.0243089276755188	-768.260256481908	"0.0243089276755188_0.0243178882067395"	"0.5_0.5"	0.0175751408952262	0.0234179777681909	0.454388240170906	0.0333688107065543	0.0274303028776737	0.226125866252626	1.19183083815834	0.732736635153656
"24"	19	119	0.627174240576112	-0.0103083719508358	-708.014142796969	"-0.041592778235077_-0.0103083719508358"	"0.462390110587505_0.537609889412495"	-0.0480060281826953	0.0321189066004119	0.137679297690152	-0.00485755889021531	0.0211678567133088	0.81889465557804	1.90956683696524	0.510653296820068
