simNum	IVsNum	plei_test	P	eff
21	84	0.314	0.0870975062261211	-0.0276214318732373	
29	93	0.013	0.674523512391233	-0.00748999474796517	
71	95	0.294	0.341343621157052	-0.0144779012180641	
41	96	0.509	0.242524596662423	-0.0169628017025791	
55	97	0.009	0.966615398872133	-0.000725880904863375	
31	97	0.143	0.0577643903387097	-0.0308916552590128	
77	96	0.013	0.598974178141365	-0.00854663766136667	
97	98	0.001	0.251739533079274	-0.0175047298892231	
99	100	0.06	0.495981203481061	-0.010833501782615	
7	98	0.111	0.699066484581958	0.00598150189907106	
49	98	0.026	0.081248044675084	0.027154758174873	
79	101	0.729	0.319383991345055	0.0135544796699318	
87	99	0.001	0.176550597841892	0.019449859935888	
43	100	0.008	0.163838601370441	0.0227802585140494	
23	102	0.244	0.106375089853648	-0.0236813595331469	
27	100	0.001	0.278085147205257	0.0173037384126542	
47	103	0.038	0.779618386018247	0.0043920889042438	
13	103	0.025	0.217146242506613	0.0196254963525322	
9	101	0	0.873581349204833	-0.00254900364576984	
3	106	0.42	0.1737261371362	0.0190083618888308	
53	105	0.767	0.41338616632849	-0.0109156475949777	
17	102	0.044	0.425251346076353	0.0116248225693688	
91	108	0.161	0.33962834012559	0.0146849238278005	
93	108	0.565	0.607865371704058	-0.00689167701903561	
5	102	0.124	0.181266656383526	-0.0212406822644232	
73	105	0	0.300074383675305	0.0160254496361896	
89	110	0.157	0.914461918136859	0.0015674458312944	
33	110	0.768	0.172917129281192	-0.0173774472532648	
63	107	0	0.96035154545869	-0.000790287352365472	
61	107	0.048	0.57841645678158	0.00822327284671016	
1	109	0.02	0.0419091583599967	0.0300075557288294	
45	110	0.123	0.204992143150194	-0.0183370881768725	
83	111	0.354	0.953094868078232	0.000802675473068167	
35	110	0	0.923719367348924	0.00150247617532504	
85	112	0	0.593066241581836	-0.00839708158193411	
57	113	0.375	0.231139396140303	-0.0166006738803741	
11	116	0.332	0.347964560237448	0.013275603425982	
59	111	0.002	0.675007385833665	0.00639478684904318	
25	114	0	0.926662350952514	-0.00131535995038315	
69	114	0.019	0.070320511462601	-0.0244522590621498	
39	119	0.583	0.228293720880551	0.0160657418329429	
15	121	0.017	0.78898840961538	-0.00397577560141035	
67	119	0.888	0.556333654586533	0.00709681119399926	
19	119	0	0.298767041402466	-0.0155987945176616	
37	120	0	0.961174694738599	-0.000727266381908568	
51	123	0.1	0.356955004917673	-0.012741760415431	
75	121	0.001	0.575752865259126	-0.00791081078314818	
81	125	0	0.128405961355977	-0.0230224284068539	
65	125	0.025	0.584958155786998	0.00676358116045664	
95	144	0.198	0.584592692483806	0.00674536828654402	
74	71	0.032	0.499776268500944	-0.0126592136296624	
100	92	0.008	0.144074021798302	0.0262287445878	
42	95	0.088	0.774013255541546	-0.00467586631095764	
8	96	0.426	0.313850657789944	0.0151463771110329	
72	99	0.371	0.339455229096519	-0.0141734313451358	
54	89	0.46	0.140372924750183	0.0220499809497789	
10	91	0.401	0.565784014483673	0.00930250314528851	
14	94	0.006	0.576598207522319	-0.0101749762587059	
34	91	0.004	0.245289223039249	0.0166211522483981	
94	91	0.527	0.290769263190344	0.0159579726537953	
30	107	0.024	0.818544637686964	-0.00361412424735455	
48	100	0.348	0.596811952340124	0.00757002141530398	
98	106	0.001	0.990269611352973	-0.000210423101382034	
2	94	0.25	0.892634081918113	-0.00219801535974347	
28	102	0.001	0.17674533319024	-0.0215772598278531	
50	108	0.597	0.669723308347098	0.00592605347220377	
56	111	0	0.196746836405205	0.0181659573291154	
22	124	0.001	0.0456505004211898	0.0308029291264312	
4	107	0.82	0.0589148305675915	0.0250826267926091	
92	105	0.106	0.209597481336938	-0.0193219931716258	
18	103	0.008	0.860631855009288	-0.00277734060700046	
90	103	0.163	0.839178217440701	-0.00304963669458094	
78	114	0.164	0.118590367280881	0.0224891151860076	
16	92	0.127	0.834728574731537	-0.00338583614632642	
64	103	0	0.281727870947851	0.0162994781315406	
80	112	0.001	0.101019183432144	0.0246914239059259	
24	112	0.773	0.702365019922256	-0.0048214417543214	
70	100	0.18	0.0306462941744662	-0.0335092304018479	
88	110	0	0.182688572554154	-0.0219852871939914	
46	105	0.423	0.234889688291827	-0.0168290544522596	
6	105	0.001	0.105931047513155	0.0231483052792269	
26	104	0.187	0.541604498884256	0.00893253750746801	
58	103	0.004	0.579476597995759	0.00843315197349997	
32	121	0.187	0.962606202736789	0.000644914250993522	
38	102	0.086	0.586605354468982	0.00850975474435408	
40	106	0.251	0.161627839025414	-0.0205395860181065	
20	99	0	0.675776494774409	0.00660916674746237	
62	113	0	0.200690951695525	-0.0193806771640943	
82	96	0	0.0135282172348768	0.0384465114763883	
86	115	0.166	0.0138764029409749	-0.0349422926139668	
36	119	0.267	0.564410572008882	-0.00784646324523835	
52	108	0.007	0.372487981986661	-0.013754316217866	
84	119	0.018	0.447812714583647	0.0112745562075185	
68	109	0	0.348057038926989	0.0120624449560189	
60	116	0.154	0.983803048693591	0.000292605389500153	
44	131	0	0.657327162399471	0.00606157528351594	
66	108	0.221	0.697582208682639	-0.00583799948893075	
12	128	0.338	0.00351528692095819	0.0389758480858008	
96	104	0.035	0.153341162915796	-0.0228097248541015	
76	135	0.011	0.641881554079377	-0.00608452504757373	
