"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"CHVP_test"	"AIC_1"	"gamma_1"	"prop_1"
"37"	102	0.0720457655348342	0.0621302730525646	0.0794447232560037	0.0341771889594158	0.0720457655348342	0.0221008993998578	0.302410083594194	0.0380933811991753	2.46876453378023e-13	2.9210506139506e-12	0	1.32058757222476e-05	-606.606559391652	"0.0621302730525646_0.321270789182794"	"0.506885305641535_0.493114694358465"	NA
"82"	107	8.80473994001716e-18	0.266570817836128	0.161673155703308	0.042133248802117	0.000178776837047074	0.000211841835431354	0.269162068322727	0.0257414282779407	8.80473994001716e-18	5.22002235590716e-18	1.94426935040681e-05	0.0294793059578411	-653.807272261956	"0.163667326171311_0.266570817836128"	"0.498345214201828_0.501654785798172"	NA
"44"	95	0.00251380660325333	0.0967170675364481	0.111771962808051	0.0311473941126828	0.00251380660325333	0.000530595279514644	0.316897020020434	0.0503702985194589	3.07700666267412e-09	9.88987795648763e-09	0	0.000532953462745186	-566.309888220643	"0.0967170675364481_0.329782089977813"	"0.506207305220158_0.493792694779842"	NA
"60"	113	5.63320501507133e-07	0.118898327856794	0.118260849004042	0.0223939242268368	5.63320501507133e-07	6.3802574444451e-07	0.334981178526609	0.0318787631901119	1.0179746514455e-18	2.184702407056e-18	0	2.65343048535408e-08	-673.484181657256	"0.118898327856794_0.339542543918408"	"0.503212037484308_0.496787962515692"	NA
"66"	118	0.000321238781219155	0.140552750195039	0.152354576551183	0.0379089146439762	0.000321238781219155	0.000103795720904233	0.331421333814202	0.0362847061462084	1.33409454064422e-15	2.3797171282688e-15	1.99840144432528e-15	0.000643946108906727	-688.000882341226	"0.140552750195039_0.335311585578649"	"0.500933601393092_0.499066398606908"	NA
"28"	96	3.27262213558689e-13	0.309712685441316	0.132372763484173	0.0524517753309334	0.0348474335497067	0.0132720255680292	0.292317341076463	0.0366283554764166	3.27262213558689e-13	3.30702911589052e-12	2.8643754035329e-14	0.0124157154894679	-562.823518958713	"0.112290433837332_0.309712685441316"	"0.49711968653401_0.50288031346599"	NA
"13"	127	2.11790601641792e-05	0.17115156758557	0.151609897458007	0.0387346106773477	2.11790601641792e-05	0.000147717133291661	0.243199852606848	0.0386260872810683	4.7989380857448e-08	4.64154972728308e-09	0.0655641786142893	0.094065020546257	-737.371741289587	"0.17115156758557_0.224435721810443"	"0.502420208974146_0.497579791025854"	NA
"22"	124	0.0013230711403029	0.113440708599777	0.122104340443636	0.0345191568746987	0.0013230711403029	0.000571013706836831	0.322561242017739	0.0264768301235419	6.68874794777714e-24	6.99097553413123e-23	0	4.06981284175177e-06	-735.358493002385	"0.113440708599777_0.33376517955297"	"0.500036093508642_0.499963906491358"	NA
"83"	112	0.00874590060967241	0.0705157535073846	0.0798966065464532	0.026419197610272	0.00874590060967241	0.003097388910759	0.321938372366932	0.0335561741885104	2.4753424577427e-17	3.08758878538859e-16	0	1.45034473577189e-08	-662.031635826016	"0.0705157535073846_0.337894679183573"	"0.512213202512202_0.487786797487798"	NA
"38"	105	4.69750143262195e-13	0.304744183940404	0.092663245428207	0.0381146219090026	0.0666115238184971	0.0167602678884519	0.28850420638764	0.0368453672356875	4.69750143262195e-13	4.31623056233745e-12	0	0.000220533177294224	-632.556950856249	"0.0706543401367292_0.304744183940404"	"0.498686409234863_0.501313590765137"	NA
"74"	120	7.3114210622764e-13	0.318419622200217	0.13138616532954	0.0427372929803306	0.00303895120633334	0.00261731045839973	0.307089327751628	0.03958648275378	7.3114210622764e-13	3.29604642525696e-12	2.24265050974282e-13	0.00256015358310222	-709.193972041471	"0.129317056726843_0.318419622200217"	"0.497108449741075_0.502891550258925"	NA
"90"	108	0.00520389459112493	0.0887503072495439	0.0908850551520693	0.0311104798756136	0.00520389459112493	0.00425170196427285	0.388309649590002	0.0383252041351991	2.08448694138242e-17	2.56180157957097e-17	0	1.68815555546378e-09	-601.487433652598	"0.0887503072495439_0.389823623009706"	"0.500891844855197_0.499108155144803"	NA
"53"	113	0.000111165809453628	0.154502570017931	0.155036745865436	0.0385602852215074	0.000111165809453628	0.000105607227962293	0.279023621986341	0.0444767067018002	8.49460847310807e-09	6.83523201069936e-09	4.99276854526443e-07	0.0351785986595927	-677.322758620386	"0.154502570017931_0.276986591913798"	"0.500998679233608_0.499001320766392"	NA
"98"	122	5.69214118380026e-23	0.400163119618801	0.0709578170454471	0.0334109578131112	0.0732737126375417	0.0357238612704478	0.38994857223808	0.0326242743986501	5.69214118380026e-23	3.19609043754392e-22	0	8.43036144744299e-12	-672.283410206555	"0.0603679401245712_0.400163119618801"	"0.495773839914642_0.504226160085358"	NA
"6"	115	3.23155873792969e-10	0.263880262072096	0.161209685353606	0.0462225922917644	6.49093149138953e-05	0.000693130591964783	0.293658351055014	0.0382928374482466	3.23155873792969e-10	6.33569482595171e-12	0.00724448848306425	0.0273421194532172	-661.449842643101	"0.191719300362516_0.263880262072096"	"0.498205941408556_0.501794058591444"	NA
"45"	124	6.82287784821148e-18	0.348315912604496	0.135825170421927	0.0453711193443947	0.0110953325029731	0.0033329703757982	0.336249892516782	0.0344042988162875	6.82287784821148e-18	4.80583765637034e-17	0	0.000431690414059141	-720.174697112964	"0.116998228674014_0.348315912604496"	"0.493666442834461_0.506333557165539"	NA
"67"	106	1.26220805370888e-09	0.299935716781514	0.113069903359066	0.041914231590082	0.00922893730263554	0.00813748070001135	0.295333739927635	0.0450045168625324	1.26220805370888e-09	2.05555774245359e-09	7.32747196252603e-13	0.00304008374051768	-632.204233451673	"0.111178289486985_0.299935716781514"	"0.498722257143085_0.501277742856916"	NA
"23"	98	4.21413498307352e-10	0.209324706015245	0.185384490630259	0.0301151776481394	4.21413498307352e-10	1.6836858601188e-08	0.239307024380414	0.0297819243289297	9.63754439148311e-11	2.25772773752184e-12	0.856295286280864	0.202971910039672	-589.259371884828	"0.209324706015245_0.216238547408459"	"0.505758306418865_0.494241693581135"	NA
"99"	106	0.02709795704592	0.0647151443751213	0.0718157469533407	0.0288714563928668	0.02709795704592	0.0144407381186596	0.314595566552486	0.0285699060649591	3.17076374070424e-20	3.30133160095551e-19	0	2.27023124612197e-09	-637.84508638265	"0.0647151443751213_0.327617370396863"	"0.513598740773467_0.486401259226533"	NA
"14"	97	7.87184414916589e-06	0.130614716573851	0.136147196915906	0.0276445930689981	7.87184414916589e-06	3.51044412259191e-06	0.333407384101538	0.0395826765140582	1.49116641163914e-13	3.58764180838985e-13	8.88178419700125e-16	4.3942828894571e-05	-567.746435285771	"0.130614716573851_0.340478105819864"	"0.506454221792424_0.493545778207576"	NA
"29"	115	3.20848663390669e-05	0.242931583141111	0.148436071811653	0.0428330909107101	2.63562842962403e-06	0.000747027079549499	0.304693224717668	0.056091375569551	3.20848663390669e-05	3.19360016466694e-07	0.294254504867928	0.0268260865680341	-678.447063049002	"0.211844092011085_0.242931583141111"	"0.499187004201126_0.500812995798874"	NA
