simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
5	99	0.649517605868718	-0.0143333764276482	-0.00150891721743017	0.0314442686843147	0.649517605868718	0.961824234911245	0.10199796007651	0.0310650853675926	0.000395139569047864	0.00142271701009084	2.20228590919191e-09	0.0191961525799772	1.07142416820296	0.0214780969517307	-627.66785057511	-0.0143333764276482_0.114000698778001	0.501245354401598_0.498754645598402	
1	110	0.000108181388515952	0.0809849742298019	0.0338825996703557	0.0277077621788469	0.307979255882869	0.224021530360232	0.0749484047364313	0.0201545914573964	0.000108181388515952	0.000318191793220981	0.0119169159481314	0.230699189992253	0.783043938394073	0.17482126209731	-702.566049958127	0.0283800128326235_0.0809849742298019	0.496741633939965_0.503258366060035	
3	119	0.631174466793262	-0.0142558880672039	-0.00143406120217486	0.0296177968291634	0.631174466793262	0.961464252197641	0.114350850520085	0.0294613973355575	3.4120706258661e-05	0.000171618981363291	2.13935535953169e-11	0.00557811755703592	0.898575156291513	0.00463803885528308	-755.728389146645	-0.0142558880672039_0.126954859610244	0.500396625158857_0.499603374841143	
2	109	0.432809079531004	0.0220982990281574	-0.000308706672294057	0.0280671409619656	0.432809079531004	0.991244644846397	0.0482439832244953	0.032413014275029	0.49520225160131	0.139555946140782	0.9970106392921	0.257469349658896	1.26110547533829	0.33094449657189	-691.263529942263	0.0220982990281574_0.0221827660324186	0.500000000000514_0.499999999999486	
4	111	0.985692488444291	0.000634082738354152	0.0043662791630269	0.0352785943133834	0.985692488444291	0.901726677546714	0.149857159198701	0.0456945776948416	0.00110239798091304	0.00139277593372939	1.77758030517339e-09	0.0117267121913951	0.827514588161292	0.00860880608489425	-662.705377762055	0.000634082738354152_0.153144974256439	0.500886364570551_0.499113635429449	
9	96	0.341646505139427	-0.0289961023884627	-0.017024798140428	0.030339983863805	0.341646505139427	0.576027380231266	0.149408102309383	0.0309498964709464	9.67501433567931e-07	5.27776795989013e-06	1.06581410364015e-14	0.000122978137521827	0.720488427780732	6.56642361062786e-05	-587.01383289529	-0.0289961023884627_0.162163313265166	0.500295872246022_0.499704127753978	
7	100	0.170598232895189	0.0451537674661847	0.0183955121757042	0.0369212520493431	0.224733458126054	0.619422491106545	0.0733417570125682	0.0327126317540025	0.170598232895189	0.0271928613645064	0.998456562411191	0.265328230323374	0.84369211202718	0.220425739053185	-618.965413197163	0.0451055931116113_0.0451537674661847	0.499999999999986_0.500000000000015	
6	130	0.92319159021461	-0.00212355194187132	-0.0011922694957344	0.0219822554669649	0.92319159021461	0.956829601374695	0.104536112793587	0.0301681700490602	0.000772256644638047	0.000720132206219981	1.95032633687475e-06	0.00461917644908275	1.24681652228222	0.00692180446696815	-794.964537863722	-0.00212355194187132_0.103914586270954	0.50639886864767_0.49360113135233	
8	109	0.497366279425376	0.0231299430700403	0.00670140556283361	0.0339676226744806	0.497366279425376	0.843972963290798	0.105898874238743	0.0323538370140777	0.00685097801868379	0.00142897650140562	0.00564686065559639	0.0344620798788069	0.90831290446281	0.0297801458273468	-687.308532254298	0.0231299430700403_0.0891987316004231	0.500000546121901_0.499999453878099	
10	110	0.157555573129365	0.0390454597205984	0.0523398387566483	0.0274364058235568	0.157555573129365	0.0590643147541464	0.107966222442311	0.0333079415362707	0.000501875145212308	0.00157783861906686	0.000161320866680192	0.197379900772298	1.14064865766497	0.230409245356022	-715.219470649014	0.0390454597205984_0.119484610888452	0.500322052865973_0.499677947134027	
