simNum	IVsNum	P	eff
8	737	0.20362266036258	0.0480730877705493	
94	717	0.0183385306250268	0.0784809541768259	
77	693	0.17625359334021	0.0417184443852497	
48	693	0.0851323917908169	0.0644815406310693	
38	704	0.105719760936858	0.0668285878119998	
15	700	0.0359246612920977	0.0681886554776151	
74	698	0.032396698868955	0.0676109171091982	
5	781	0.0982905872931771	0.0814604185688037	
51	673	0.0171882696236338	0.0632235582019484	
44	668	0.0904119237379415	0.0540083292963259	
71	736	0.106504796296313	0.0418446828293898	
28	759	0.0308614879948331	0.0547690879543161	
11	720	0.047496577479181	0.0553703579666732	
18	731	0.00912605948990922	0.0674385880308642	
64	729	0.0590840585420601	0.0619158891069663	
61	680	0.428401357401792	0.0297220228643189	
81	681	0.176998852592266	0.0512104217191104	
58	670	0.181616084729203	0.0456517312764222	
41	703	0.0290003027934752	0.0666988034501828	
84	705	0.170814929125627	0.0751452911156399	
34	712	0.190071911608957	0.0448697593289853	
1	669	0.0942802121330845	0.047885289859913	
21	739	0.0282429136784035	0.0527663681240074	
25	731	0.0934285740060869	0.069246223005781	
87	697	0.0414910107306189	0.0596804804378943	
97	752	0.210180468677986	0.0579016362903812	
54	688	0.393957387883936	0.0266730169185422	
68	666	0.193794685864654	0.0688282335515944	
91	750	0.0689546092822903	0.044682239957628	
31	732	0.306463649695245	0.0683937529226459	
45	685	0.0814403450847117	0.0500367800664454	
9	708	0.0287996948993278	0.074357443193893	
49	709	0.0932790919830956	0.0456928588689452	
95	737	0.0916965674450789	0.0500838290084011	
78	736	0.408433003073385	0.0606415418720928	
29	711	0.336518442393013	0.028339678537102	
16	714	0.493471270183721	0.0568911544920194	
72	691	0.0591031031517935	0.057847938898107	
75	712	0.130434959991176	0.0391378012951337	
52	641	0.111438982853639	0.0546450319400714	
39	703	0.0153593809977202	0.0700028390475788	
6	727	0.275781953709655	0.0383666547519212	
65	768	0.1810035236398	0.0402650166083095	
59	708	0.472092855887505	0.0550595587096005	
85	691	0.0912019529933148	0.04716085226192	
19	704	0.100446947669146	0.047806194730701	
12	724	0.0657650384520443	0.0491654651978413	
62	688	0.0104764367370448	0.0831985243907648	
26	705	0.033803606461475	0.0748453810934904	
22	722	0.0419254537441754	0.0822756424922887	
82	698	0.0797105677865026	0.0540302542230145	
2	690	0.452860465349063	0.0587845998878531	
98	751	0.0327532298017367	0.078038204337116	
92	711	0.040719677055888	0.0551276655137055	
55	762	0.0558649410007396	0.0514930535738992	
35	773	0.0123776687519911	0.0592121952521135	
88	695	0.0230442666280764	0.0791745241298406	
69	743	0.135774020677636	0.0397504142034249	
32	709	0.128431682146459	0.0418580181246298	
42	759	0.141396178057789	0.0465939939701028	
46	762	0.123864974665615	0.0402919433696085	
79	696	0.0369581599121235	0.064150344186942	
10	748	0.0252997093559923	0.0660729906304436	
30	706	0.110799182639287	0.0508000185083175	
96	689	0.0393740560053589	0.0528551240543262	
53	687	0.0907388979497708	0.0513623367096857	
50	725	0.0657353087198054	0.0468807462695057	
7	701	0.204689467202387	0.037971971362253	
40	679	0.116786336493653	0.0611054900629192	
76	707	0.112050720228516	0.0745480662104546	
63	730	0.0856049657624458	0.0616563738559137	
27	720	0.497263762061251	0.0249436950545801	
17	682	0.103893017439946	0.0603121918278712	
86	734	0.249495605143713	0.0753371906738161	
3	720	0.0434850021492851	0.0579009719044988	
73	749	0.234859108536345	0.0486226106590418	
93	719	0.0200518805127395	0.066355543878288	
66	704	0.206605481447172	0.0436731743440815	
20	682	0.127716586412278	0.0477286205703916	
83	721	0.0570169571453371	0.0474910586043827	
13	758	0.0377445859769598	0.0583157753576204	
23	685	0.044780408213481	0.0555895187897014	
36	669	0.0968175935732171	0.0395246215296198	
99	647	0.107847448911713	0.0471146994072829	
70	688	0.0113359334675965	0.0765533437934484	
33	673	0.316176615026325	0.0503129768589521	
89	703	0.033620162537256	0.0555626581392987	
60	679	0.0552873355890451	0.059383949698264	
47	677	0.319618118518245	0.0601024337675084	
56	698	0.0373961320488884	0.0564274980277881	
43	723	0.0863097428244945	0.0433393046992596	
80	687	0.265254147051618	0.0562901062836578	
4	658	0.428234336805446	0.0732632522563349	
67	732	0.0993282434535377	0.054363518056114	
37	718	0.0715697744333792	0.0663464794472161	
24	776	0.0552122713110866	0.0578233209944916	
14	710	0.173236875070208	0.0457321387273281	
100	702	0.0421012217064363	0.0690351351467707	
57	734	0.190548399296655	0.0325746559147479	
90	736	0.0534130078125335	0.0620197021187359	
