simNum	IVsNum	plei_test	P	eff
85	87	0	0.0238184169859382	0.040640833229077	
17	90	0	0.000150070878291489	0.0651484016473953	
83	96	0	0.0036520406928651	0.0528282399728024	
41	101	0	2.96817612366943e-08	0.10727464369545	
57	102	0.124	0.0107573729110916	0.0405968722740688	
25	105	0.008	7.25353744182396e-05	0.0592769915147236	
77	84	0.007	0.0213377327828865	0.041390795957872	
9	111	0.107	2.14252415360028e-06	0.073408208085944	
37	96	0.04	2.21897480712653e-06	0.0829055627640062	
97	114	0.003	1.44464147956272e-05	0.0683350780432578	
35	113	0.03	0.000149789113522974	0.0576148451746535	
43	112	0.019	0.00020278514512395	0.0590882730524209	
67	91	0.193	0.0143143545289575	0.0389154526094543	
99	94	0.268	0.00239770281654367	0.0486681019913844	
23	89	0.01	0.00188419113402308	0.0530991318080892	
21	112	0.001	0.0145337360589374	0.0383889425699626	
61	95	0.199	0.0802195979238179	0.0270116367241866	
33	88	0	0.0149572355884219	0.0468987531765265	
79	93	0.001	2.17337233104229e-07	0.101252753890736	
15	98	0	9.83583394456579e-06	0.0851139998913247	
1	99	0.079	0.00372638783458797	0.0461047225425734	
81	102	0.233	1.35743867211824e-05	0.0728424291734861	
29	101	0.038	0.0102836693424742	0.0424792128350521	
39	119	0	1.22489773658522e-07	0.0902342100202889	
69	99	0	0.00370664609410072	0.0466490728341095	
55	131	0.033	0.00216293236309318	0.0434925577259641	
13	107	0.02	0.000279521014929632	0.0597079016369206	
73	105	0.285	0.00256239971820526	0.0454313799807908	
59	100	0	0.00126597375451023	0.0613921435960305	
47	103	0.022	0.000158660472020511	0.0587040494234826	
89	105	0.027	0.000211040748789288	0.0588436379779329	
71	104	0	0.00423872797285359	0.0526978575015146	
51	106	0	5.79854294318105e-05	0.0735716642169743	
3	112	0.27	4.76332401920578e-08	0.0825888662793432	
63	106	0	0.000755000768086754	0.0592202759681281	
7	108	0	0.0751832451428795	0.0316974735748168	
53	110	0.084	8.32267423437472e-05	0.0632769490529801	
95	109	0	0.000323153741730936	0.0614027994160662	
27	115	0.004	0.00610054854556543	0.0442287565855422	
45	112	0	2.80450066748572e-05	0.0679637147589708	
19	114	0	1.26938107953595e-05	0.0737415341520851	
91	115	0.001	0.000834326901497998	0.0527402589454955	
87	114	0	0.00633232766495508	0.0472247595815728	
75	114	0	0.0187268746408137	0.0401999940571997	
49	114	0	0.0108077186604257	0.0400153868889781	
31	118	0	6.05197245001451e-05	0.0682834665761599	
93	127	0	4.93540640430786e-11	0.0978307064382156	
5	126	0.013	9.45275118673441e-10	0.0946220482822401	
65	123	0	0.0152716526433044	0.0374902584563818	
11	126	0	0.000507356639896936	0.0573262208589981	
58	84	0.003	0.00103297813866043	0.064213627980447	
86	105	0	6.64118245692309e-05	0.0734430591798419	
18	106	0.413	3.20407555215456e-06	0.0689456593234512	
44	96	0.002	0.000697749886306542	0.0634667980210062	
42	110	0.006	0.0474425245935396	0.0321607628027216	
84	115	0	0.000308573629195955	0.059766880509693	
98	104	0	6.09325926547017e-05	0.0616668902164098	
36	103	0	0.00353611084258078	0.0484360417533645	
38	110	0	9.51908482765009e-08	0.0958328537656819	
26	113	0	3.40063835862747e-06	0.06986876774244	
40	92	0	2.19620274557944e-06	0.0977132395540352	
10	118	0	6.23069939016313e-05	0.0665307345022216	
22	111	0.019	7.12922545029977e-06	0.070196684212051	
68	93	0.298	0.0037177710391761	0.0474765549012944	
14	83	0.002	0.0171349254883035	0.0431816944552132	
72	85	0.001	8.98788054263634e-10	0.127426620921633	
74	88	0.091	1.17378128664044e-05	0.0803270766532457	
16	96	0.001	0.0064532469184531	0.0541776501018937	
56	113	0.003	0.000167931148651177	0.0582297147842865	
62	107	0.099	1.01893724092158e-06	0.0779656934038765	
4	85	0	0.000232167581340145	0.0748247032246819	
78	108	0.003	0.000603146822416196	0.05555820317192	
34	104	0.022	0.0108005523413613	0.0421732076845553	
100	107	0.035	3.97751069858454e-05	0.0646140014702253	
48	95	0.001	1.64944732591679e-07	0.0999385991787792	
82	103	0	0.000352562305501601	0.0653282036141158	
88	94	0.084	9.75244538977442e-09	0.102961244428139	
20	94	0.004	0.0201364089119615	0.0388436988854667	
80	116	0.018	0.00618394617974961	0.0431066784919094	
64	102	0.195	6.61064601560178e-06	0.0693604046482587	
70	112	0	1.01048178250014e-06	0.0936639452233667	
24	119	0.001	6.7203555948777e-05	0.0621851617909124	
54	100	0	0.00825651285422855	0.0438975065564578	
32	95	0	4.53814032034029e-05	0.0732701034349896	
2	115	0	2.6264145787686e-05	0.0723318464729431	
52	113	0.158	0.00066385736777533	0.0524449031829221	
60	112	0	9.10549914123655e-05	0.06587682415747	
96	107	0.036	4.33786808347716e-05	0.0689647572909178	
90	117	0.065	1.29690431079406e-06	0.0760675627114498	
30	117	0	0.00910437391861847	0.0422549231299031	
76	109	0.036	1.98469786268042e-05	0.0678121447953927	
92	107	0.206	8.35204084674603e-05	0.0601495113052086	
6	100	0.009	0.0891140782733761	0.028178021925198	
66	105	0	0.000205567097256518	0.0612113854423408	
8	115	0	0.000227894311652206	0.0659455263844876	
46	115	0	8.94616889922362e-06	0.0754617105009231	
28	118	0	4.05168559679854e-06	0.0703671484678567	
50	123	0.003	0.0545201321738552	0.0297296351138235	
94	112	0.024	1.45202835291265e-08	0.0924260586127162	
12	117	0.016	0.000359497502349615	0.0559583123157597	
