simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
4	109	0.632898165947581	0.0107699467194202	-0.000805388940722762	0.0251322921656033	0.67011071633673	0.974494531173064	0.0201919966059856	0.0224836435084299	0.632898165947581	0.371143377997835	0.998705219968805	0.533502246505748	1.14905037837848	0.591850675119852	-699.584259913417	0.0107355956741343_0.0107699467194202	0.49999999999999_0.50000000000001	
3	112	0.00203284928052906	0.118309938644326	-0.0292095275535049	0.0365125060425949	0.172415948352091	0.425427133924627	0.0945077108001482	0.0374385973207521	0.00203284928052906	0.013005423642937	5.77315972805081e-15	0.0179942107211796	0.790952379731723	0.0124324289887185	-692.873692344606	-0.0501438942656578_0.118309938644326	0.498130539835893_0.501869460164107	
5	93	0.0604375795739692	-0.0506518614844116	-0.0445715412157841	0.0266454095366936	0.0604375795739692	0.0977707588853505	0.0442478208690239	0.0332863212016034	0.129780714163619	0.187032917290999	4.25385876043904e-05	0.0372396073825083	0.683793682042589	0.0213440494105345	-580.292347371435	-0.0506518614844116_0.050883348138585	0.506177000296509_0.493822999703491	
1	126	0.161958461060586	0.0292842347607768	0.0146204986233635	0.0208157203443718	0.161958461060586	0.483749518323676	0.0436589268510953	0.0248906673409134	0.239586691598426	0.0818765016123753	0.994927672480369	0.370821262726822	0.755742573540273	0.281910120738465	-806.104904105685	0.0292842347607768_0.0294121251169047	0.50000000000221_0.49999999999779	
2	125	0.127961868257754	0.0329062230692717	0.0192076577149209	0.0214731241592482	0.127961868257754	0.372788673234099	0.0444824112250983	0.0233014123665225	0.159106933918256	0.0585728765366691	0.995874467249177	0.425077146261323	0.984017914475579	0.418986524760961	-805.247269038954	0.0329062230692717_0.033008806491042	0.500000000000451_0.499999999999549	
7	86	0.144367366334628	0.0334145450042407	0.0217497165408472	0.0226802709095905	0.144367366334628	0.340293320097044	0.0458283275526551	0.0264652813308457	0.209633316494734	0.086965636197966	0.998574929701924	0.489665569297064	0.911862598955022	0.453424996299303	-553.013373668193	0.0334145450042407_0.0334559748728243	0.500000000000202_0.499999999999798	
10	106	0.384490163883272	-0.0105824169738351	-0.0110675927288878	0.0121176757788301	0.384490163883272	0.363154697463147	-0.010836148314903	0.0121503463177766	0.385953071505999	0.374518654523128	0.999855294053841	0.989238970534435	0.77499721098775	0.969407296025256	-701.074463766141	-0.0105824169738351_-0.0105782164483688	0.5_0.5	
9	92	0.102742490121818	0.0470431617503413	0.0326924986277859	0.0312292551402567	0.135699007119857	0.297939143861184	0.0612830860693607	0.0285406508205317	0.102742490121818	0.034434091903468	0.998918451636542	0.499169237560573	1.13963418482843	0.553409979769722	-591.092169057373	0.0470107596488616_0.0470431617503413	0.499999999999984_0.500000000000016	
6	118	0.00207893153835855	0.10283035404277	0.00625116039133105	0.0362958933754804	0.801249416043116	0.863556033493378	0.0872468608312641	0.0326540135644284	0.00207893153835855	0.00861909219355615	6.99606728105095e-08	0.0971220089136627	0.804788231532575	0.0726895058503298	-745.488402770194	-0.0091575697318464_0.10283035404277	0.499286350662952_0.500713649337048	
8	120	0.938964707780704	-0.00247331273342395	0.00622807409046131	0.03223265675167	0.938964707780704	0.84711413294784	0.0839824008813916	0.0348841512807784	0.00954945250754758	0.0175999699672472	5.120304647388e-06	0.10161396794518	0.791791794596311	0.0745897212159791	-765.364082893355	-0.00247331273342395_0.0918986961535654	0.500362864246042_0.499637135753958	
11	97	0.509869937851882	-0.0213187856660415	-0.00999270376239582	0.0322274574471276	0.509869937851882	0.75718134289134	0.0686771663299972	0.0371630347025792	0.0323693678633193	0.0676816306964631	6.97114411618571e-06	0.109755825069812	0.689792677162503	0.0677443795412655	-606.576496539782	-0.0213187856660415_0.0806939484092202	0.500912566344114_0.499087433655886	
12	113	0.791710379907622	0.00428654301454045	-0.000755227637095906	0.0161926364596988	0.791710379907622	0.962883062120976	0.00849881782384312	0.0190886085689643	0.822568458764831	0.657013014772028	0.999861045714579	0.711609112618896	0.691007691016166	0.563833273332623	-731.117512697479	0.00428654301454045_0.00429052969922054	0.500000000000001_0.499999999999999	
15	97	0.549464607487994	0.00787340142559145	0.0077093402963552	0.0134385324104628	0.559484864910673	0.567529806193399	0.00870141281647896	0.0131073464315201	0.549464607487994	0.508372614381952	0.999900829861397	0.957853117538109	0.792411713927616	0.916725314055883	-647.847655299254	0.00787027952719856_0.00787340142559145	0.5_0.5	
14	91	0.269793433712238	0.0177313175577143	0.0161435421142045	0.0166074531400765	0.28867937628107	0.333622988856045	0.0209549887421029	0.0159687022850457	0.269793433712238	0.192771512263721	0.999808462409311	0.834575514248619	1.00170947959868	0.835122107209168	-593.597865405619	0.0177255641045207_0.0177313175577143	0.5_0.5	
