simNum	IVsNum	P_random	eff_random	AIC_random	P_fixed	eff_fixed	AIC_fixed
41	105	0.00241152312110739	0.0516540395647108	-657.218891186952	0.00241152312110739	0.0516540395647108	-659.218891186952
46	104	0.551688782261847	0.00842013206875901	-677.637880296181	0.543036454284617	0.00850005653919202	-679.628157722939
71	113	0.372080892263463	-0.0139567870720517	-727.467766170333	0.372080892263463	-0.0139567870720517	-729.467766170333
76	91	0.158614519803606	0.0236475473642771	-580.356105965561	0.141553327542592	0.0236461693918271	-581.512078519727
61	120	0.313620091789327	0.0150772791650315	-741.188479549562	0.313620091916139	0.0150772754245094	-743.188479549115
1	91	0.376395993348648	0.0149651171105194	-568.024040828997	0.353839539422966	0.0150267965543414	-568.821687655761
36	92	0.062107105600476	0.0304502396976161	-591.298815071203	0.062107105600476	0.0304502396976161	-593.298815071203
11	99	0.144523134676453	0.0226598799401202	-632.899429210929	0.150625637803211	0.022289779218832	-634.213440653757
6	100	0.143596252692212	0.023127978091229	-630.577647799057	0.143596252692212	0.023127978091229	-632.577647799057
21	90	0.659324688745433	0.00770909220984943	-566.089184871669	0.659324688745433	0.00770909220984943	-568.089184871669
51	107	0.0497842314803712	0.0335933220316245	-665.695609721146	0.0497842319243528	0.0335933240109478	-667.695609719171
96	99	0.618384438298096	-0.00846004858737098	-615.882713746191	0.618384444427306	-0.00846004717074556	-617.882713744451
16	122	0.00804095513864344	0.041695139732498	-762.890023130749	0.00496387159395506	0.0416951399074126	-764.89002313285
91	108	0.428349432142416	0.0146550297295553	-644.706525836349	0.579114244673559	0.0103777739177087	-643.147595041508
56	94	0.623112542671995	0.00868693886289764	-567.138966815604	0.623112577873343	0.00868693863982614	-569.138966816579
47	107	0.749946637680391	0.00488555685840013	-685.331158142341	0.718827613277617	0.00529192569230223	-686.919856368211
62	87	0.376753924861063	-0.0152568440106867	-544.076854793069	0.340674545086703	-0.0159481137032952	-545.697507061266
31	109	0.0501669633709156	0.0335254990619163	-657.893179213734	0.0501669627346259	0.0335255029952947	-659.893179222015
81	106	0.0900908735247585	0.0247393023784192	-682.708731551994	0.090281197657573	0.0247393023784192	-684.708731551994
12	116	0.0380594891291291	0.0308678561490671	-740.862030010555	0.0380594891291291	0.0308678561490671	-742.862030010555
7	113	0.139823898256275	0.0229235966628054	-718.148440349855	0.139823898256275	0.0229235966628054	-720.148440349855
