simNum	IVsNum	plei_test	P	eff
51	85	0	0.945854231510872	-0.00133087513353706	
85	89	0.64	0.00513377618979686	0.0426078786282498	
27	93	0.362	0.946444287670231	-0.00103119574367546	
21	94	0	0.612379608814444	-0.00841464691716604	
23	89	0.526	0.00178588927326309	0.0477735739578392	
33	98	0.283	0.0847337319460107	0.026696687719846	
7	97	0	0.545382426504597	0.0090078433373466	
71	97	0.311	0.551549909219546	0.00883503706300102	
35	99	0.548	0.0486596694910624	0.0285170991088994	
19	99	0.348	0.0442799654925291	0.0307376562889203	
59	99	0.149	0.761139875999522	0.00464714470921835	
83	99	0.026	0.280308259099852	0.0178727066294685	
67	100	0.635	0.575099915967551	0.00803799587406078	
11	100	0.457	0.492236052055015	0.00991130085058174	
75	97	0.019	0.0238368117015215	0.037955135209575	
55	103	0.192	0.371016528735242	0.0135753517286908	
87	103	0.152	0.315048156508743	0.0151567165330401	
25	101	0.002	0.849444411080184	-0.00316015995510484	
5	98	0.007	0.0477189082576358	0.0336926509120725	
95	105	0.136	0.087150816298001	0.0257783969966175	
1	102	0.156	0.0680676747326437	0.0280207241740961	
45	104	0.197	0.217755869142221	0.0184974333399924	
37	102	0.038	0.595592754231052	0.00780000640582294	
13	106	0.575	0.532231169433868	0.00877614772708796	
41	104	0.033	0.267635869483806	0.0155537109747795	
9	102	0.045	0.00938568418056348	0.038498682966875	
29	102	0.037	0.145871605006517	0.0213632345139542	
77	107	0.274	0.808076231216441	-0.00361329364240622	
43	98	0	0.188255910353837	0.0222347928405971	
53	107	0.072	0.999747974614928	-4.79081805303576e-06	
93	107	0.863	0.06238212042552	0.024109501737396	
3	109	0.349	0.290323445326056	0.0147225543417657	
81	109	0.125	0.0598396983741282	0.0282723305534648	
69	109	0.338	0.185598379323734	0.0186819142474503	
47	108	0.108	0.54817904568602	-0.00915941456468587	
97	97	0	0.00425002234281323	0.0479752417574089	
15	110	0.061	0.219199211615652	0.0187949889437418	
57	113	0.099	0.415952341469324	0.0121534550159348	
49	109	0.017	0.884352012284509	-0.00211286688988187	
39	112	0.002	0.00929896238804393	0.0412437305728075	
79	112	0	0.202100360362833	0.0185710388264931	
65	117	0.149	0.684417103444714	0.0059186597790486	
89	107	0.051	0.430934003920973	-0.0121492205519949	
63	115	0	0.465989372819702	-0.0102383631584301	
61	111	0	0.227074266048169	0.0195786463770363	
31	118	0.787	0.405615386313376	0.0103381978415521	
99	122	0.005	0.245787297727683	0.0174475348333526	
91	129	0.001	0.00946868894454435	0.0379244677853078	
73	130	0.021	0.000473956348842069	0.0473090975034266	
17	125	0	0.0139392901273028	0.0352620160430221	
34	86	0.871	0.342211159092063	0.013953284362863	
56	81	0.002	0.83038501275264	0.00384302351168542	
28	93	0	0.485882086776053	0.0115243098195892	
8	92	0.006	0.143783263056508	0.0261287246385085	
42	90	0.171	0.338336375726683	0.0148340935415559	
20	97	0.192	0.0800779812891998	0.0272947697638012	
76	95	0.001	0.16048580797561	0.0234816313156779	
60	100	0.06	0.062742918875142	0.0310068113386815	
44	92	0.077	0.052413507580003	0.0324827898018533	
96	98	0.006	0.421400735422403	0.0123302348649033	
24	105	0.156	0.504260838748313	0.00989359777692134	
84	100	0.05	0.0360998536643936	0.0336976386785144	
4	99	0.005	0.3489642681417	0.0157330113950149	
6	103	0.025	0.623460964792519	0.00787116887535668	
50	93	0.722	0.00822574872133778	0.0381137073915364	
12	103	0.416	0.418574094784078	0.0120518943399405	
36	108	0.002	0.818593103130527	0.00352580425034878	
52	115	0.107	0.416275002341927	0.0119396675081445	
26	102	0.12	0.825518370274073	0.00327202630188782	
16	99	0.282	0.358157499495656	-0.0137907891831819	
88	106	0.008	0.579565990040303	-0.00864513497480841	
14	110	0.903	0.979434977765196	-0.00032241194058687	
98	101	0	0.076261005274423	0.0260927420147899	
46	105	0.011	0.0163006708833292	0.0336946863489803	
10	107	0.003	0.638366440636807	0.00752117805454682	
94	107	0.064	0.208538176542889	0.0196031528614947	
68	114	0.027	0.575787603522105	0.00795079648461411	
38	108	0.034	0.333215108286616	0.0119347667210626	
58	104	0.331	0.581411762628891	0.00805396083103314	
54	107	0	0.116491678937353	0.0259221563039084	
64	102	0.08	0.0625977837189444	0.0301067134641381	
78	114	0.003	0.787359561651797	-0.00399893730842764	
80	103	0	0.978648632675246	0.000439373328396434	
22	126	0.007	0.14226853957606	0.0204367499655771	
100	90	0.196	0.137922970801302	-0.0237164722072144	
48	115	0.825	1.42427269834355e-05	0.0546260814590128	
2	120	0.149	0.385771276427305	0.012387308404315	
32	106	0.125	0.7117560003769	0.00562646602272313	
86	132	0.021	0.419051432901434	0.0114572256335795	
72	123	0.062	0.0233609837158937	0.0322973961674606	
30	113	0	0.00232541375653879	0.0459122185697379	
74	94	0.009	0.067786865743318	0.0300285067463869	
66	112	0.076	0.292056934067169	-0.0164190181467202	
90	111	0.038	0.188493346871879	0.0200056938327881	
92	101	0.4	0.762292755081335	-0.00433386074386605	
82	120	0	0.106110825834222	0.0238211705942736	
62	111	0.004	0.0151169144921038	0.0337517456140903	
70	118	0.216	0.0958671579453241	0.0226647194909522	
40	117	0	0.441945575005467	-0.0117108994362754	
18	115	0	0.854655054123318	0.00275701806210176	
