simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
5	98	0.162298656146916	0.0316695267073706	-605.056802666332	0.0316695267073706_0.0316707726930407	0.5_0.5	0.0277382361288211	0.0224909764846126	0.220442280703287	0.0339621233307264	0.0193961142705193	0.0831114231763909	1.23014322132427	0.894227485022932
7	97	0.949315915003617	0.00214909086544283	-590.342305088874	0.00214909086544283_0.00214938260852012	0.5_0.5	-0.00783573161877139	0.0337206000140159	0.816743567337282	0.00560923861879376	0.0165480747479922	0.73537549359593	1.39015599543891	0.841069369346748
3	109	0.463877499497425	0.0149330103570508	-702.78733522797	0.0149330103570508_0.0149516791261229	0.500000000000011_0.499999999999989	0.00521356740114553	0.0203145132442367	0.797943025474533	0.025410347407592	0.0244187864901516	0.300382188372684	0.955299895508202	0.506313860602064
1	102	0.0172886863329615	0.0582925461975457	-653.814987334864	-0.00388029006202231_0.0582925461975457	0.497308902417303_0.502691097582697	0.0117614534781222	0.0281674589199523	0.677159064240518	0.0450084992816058	0.0240836598867465	0.0645428242081387	1.42793383687512	0.51206190983603
4	99	0.122269508645327	-0.0528663335000727	-607.175503225602	-0.0528663335000727_0.0862824022419193	0.501827249347527_0.498172750652473	-0.0384695238415387	0.0339149596506254	0.259438347890556	0.071152366812064	0.0452976922771114	0.119458732718594	1.85681561556536	0.136135407775541
9	102	0.00653407308647869	0.0638370118120224	-644.214435351465	-0.00649238138373416_0.0638370118120224	0.492361284802803_0.507638715197197	-0.00184440329071585	0.0298984775893691	0.950932514717777	0.0607511148548483	0.0229849303612132	0.00952456984183831	1.32417999660065	0.142395303684543
6	103	0.0162045074644469	-0.0733644578797	-646.210423965513	-0.0733644578797_0.0908830789864626	0.50222690380018_0.49777309619982	-0.0555271261679945	0.0300074719865822	0.0671438975313256	0.069638648738987	0.0326946442928281	0.0355793670635485	1.06884896224234	0.00540122107279551
2	120	0.599263138914119	0.0122511993522891	-767.442657384505	0.0122490706582211_0.0122511993522891	0.5_0.5	0.00473717497629097	0.0185717064724618	0.799105615319503	0.0181010500038064	0.0232526979674292	0.437849216187473	1.13726809672627	0.706122860247612
8	92	0.0269790646202216	0.0808413084692709	-565.844054110118	-0.036668231127975_0.0808413084692709	0.499944537641978_0.500055462358022	-0.032661123858086	0.0396031433542483	0.411692588771638	0.0773836279385723	0.0359584030096321	0.0340419529942177	1.15866453795089	0.0497167796617673
10	107	0.139465464262422	-0.0464483354807327	-647.977220063918	-0.0464483354807327_0.0677511921801565	0.502337117100806_0.497662882899194	-0.0427803193923324	0.0311950187097059	0.17315172036289	0.0648240850865131	0.0353467577736398	0.069467230418607	1.49877515893458	0.044130584690443
