simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
58	104	2.83394177416664e-07	0.169690773485856	-681.380840185563	0.169690773485856_0.169698268487641	0.500000000000246_0.499999999999754	2.83394177582342e-07	0.169690773485856	-685.380840185563	0.169690773485856_0.169698268487641	0.500000000000246_0.499999999999754
15	95	1.31356619363249e-06	0.190225679052971	-614.264441079438	0.190225679052971_0.190241633079481	0.500000000000683_0.499999999999317	1.31356617843284e-06	0.190225679052971	-618.264441079438	0.190225679052971_0.190241633079481	0.500000000000683_0.499999999999317
14	103	1.06434169253576e-08	0.220439180745635	-649.645734939052	0.2204317714804_0.220439180745635	0.499999999999776_0.500000000000224	1.06434167747144e-08	0.220439180745635	-653.645734939052	0.2204317714804_0.220439180745635	0.499999999999776_0.500000000000224
55	108	1.24922487571263e-05	0.224843903642928	-685.330049231337	0.114853953198705_0.224843903642928	0.49988274046263_0.50011725953737	1.24922484553353e-05	0.224843903642928	-689.330049231337	0.114853953198705_0.224843903642928	0.49988274046263_0.50011725953737
62	113	8.44321683395172e-06	0.12551227505025	-709.770373528519	0.12551227505025_0.277672239481501	0.500992172993212_0.499007827006788	8.44321683395172e-06	0.12551227505025	-713.770373528519	0.12551227505025_0.277672239481501	0.500992172993212_0.499007827006788
10	114	2.71692116884911e-09	0.20063568954796	-735.527137085333	0.20063568954796_0.20064470081766	0.500000000000398_0.499999999999602	9.31950168614439e-10	0.20063568954796	-739.527137085333	0.20063568954796_0.20064470081766	0.500000000000398_0.499999999999602
30	91	3.70375896216978e-07	0.188363380988187	-585.149717045577	0.188363380988187_0.188369818859223	0.500000000000223_0.499999999999777	3.6872427648457e-07	0.188363380988187	-589.149717045577	0.188363380988187_0.188369818859223	0.500000000000223_0.499999999999777
71	128	1.39378192711017e-09	0.187014353722549	-841.23689550311	0.187014353722549_0.187028066187208	0.500000000000475_0.499999999999525	1.27415908203889e-09	0.187014353722549	-845.23689550311	0.187014353722549_0.187028066187208	0.500000000000475_0.499999999999525
96	95	8.06250886123636e-07	0.202986060317449	-605.318868609015	0.202986060317449_0.203010696452277	0.500000000000863_0.499999999999137	8.06250853269432e-07	0.202986060317449	-609.318868609015	0.202986060317449_0.203010696452277	0.500000000000863_0.499999999999137
26	100	6.56647239337568e-05	0.271352433688137	-603.004043569758	0.14111100216779_0.271352433688137	0.49921763794891_0.50078236205109	6.56647295171245e-05	0.271352438791127	-607.004043569547	0.141110997999426_0.271352438791127	0.499217639977069_0.500782360022931
