simNum	IVsNum	plei_test	P	eff
1	87	0	7.75166065752583e-05	0.0863890056194658	
35	91	0.021	1.69545467868402e-07	0.101249477111969	
27	92	0.001	5.62141142224094e-08	0.10010073922576	
87	93	0.079	2.00573298279959e-05	0.0741882381412153	
31	91	0.012	1.30283392198487e-11	0.134937779159854	
7	94	0.002	3.0941279483509e-05	0.0789125822047325	
57	97	0	0.00156604872686142	0.0599099829623775	
23	99	0.004	1.21300287678764e-07	0.0938608558961744	
59	97	0.026	2.57381348971846e-08	0.105622513644188	
67	99	0	1.44464945488269e-05	0.0823271413149127	
5	101	0	4.2199928720375e-05	0.0778701445624293	
99	99	0	1.10658258799776e-07	0.102814351217702	
73	94	0	4.51615057835312e-06	0.0863697296949943	
47	103	0.006	1.80216978420602e-05	0.0735511421646611	
61	102	0	3.2508482906901e-07	0.107933785314403	
69	104	0.004	1.52184464522122e-05	0.0764326737454822	
21	103	0	2.46475190291705e-08	0.0999130228818838	
37	106	0	1.61119368071515e-07	0.0987640555806602	
19	103	0	7.53486899705134e-07	0.0940186851132419	
11	102	0	0.0167345154030452	0.047197269124182	
95	105	0.002	5.52542173644162e-07	0.079940248503005	
29	108	0	3.03547563052601e-08	0.101334223966001	
9	104	0	2.58809318520873e-05	0.0814679593345746	
83	109	0	1.95989448676702e-07	0.0963921074908057	
79	105	0	1.79879733947649e-07	0.0858610715166277	
97	107	0	2.46373414431462e-07	0.0902430665198353	
91	109	0	6.38877268748711e-05	0.0721798139495975	
49	110	0	0.000988218184768127	0.0557991170615505	
25	106	0.068	1.91629095506121e-06	0.0777287046784904	
65	112	0	2.1315181500454e-08	0.0854831058054144	
15	105	0	5.17972966924879e-07	0.0956472717977818	
33	104	0	0.000225471910358565	0.0682909907554997	
75	112	0	0.00261761181005511	0.0610710866750043	
93	111	0	5.82360656551435e-08	0.102784130457636	
77	107	0.001	8.73334967068666e-05	0.0637077453917091	
45	108	0	0.000207105734542402	0.0644154252183039	
53	120	0.001	1.05674687864897e-07	0.0927424340809076	
17	114	0	1.13603922345103e-09	0.100024783889793	
43	116	0	1.06730834039756e-08	0.0960596693502719	
85	122	0	5.9763809011251e-12	0.13478719010359	
41	113	0	2.14173021429435e-08	0.100029505716712	
63	113	0.018	5.8251292795198e-09	0.092150175355563	
71	119	0.001	3.89154203059577e-10	0.104623748126951	
13	124	0.008	2.13291227382043e-07	0.0805795285963774	
89	124	0.001	3.14197382959402e-06	0.075336428774459	
3	123	0	6.88162716506204e-08	0.0963340827436439	
51	123	0	3.36207813304792e-05	0.0691042430071701	
55	124	0.006	6.57661170715756e-09	0.0937291350345071	
39	138	0	0.000666053398841297	0.0513945888620765	
81	139	0	9.24271998969213e-08	0.0806651638558686	
2	101	0.001	6.89003938990631e-08	0.104295588029564	
58	91	0	0.000795315490773428	0.0772383596165009	
60	92	0	1.22204545300878e-07	0.114191356890101	
12	86	0	3.69948888561848e-05	0.0831321907797543	
38	90	0.002	1.40015806188883e-07	0.102765729469035	
30	91	0	1.22763133414206e-06	0.0941743122641236	
8	102	0	8.62066049541359e-07	0.095205359283041	
32	104	0	3.54403651407739e-07	0.101140886776467	
6	97	0	0.0013054639597995	0.0666834515865082	
84	95	0	9.14424162705825e-05	0.0784462163261478	
36	113	0	6.52100018613925e-11	0.11118039687702	
28	113	0.005	2.36494578172699e-08	0.0926724389732224	
76	91	0.003	0.000282906494194782	0.0680637992692997	
20	97	0	3.27608868916325e-05	0.0940672427194388	
48	102	0.001	6.55683886011743e-11	0.124249473492029	
92	98	0.139	1.96280284160028e-05	0.0731606472312997	
88	113	0	3.34457667113219e-07	0.0890810699904057	
26	96	0.002	0.00039424417585276	0.0634464677881753	
70	107	0.051	9.40119126027667e-08	0.0874564038811001	
62	102	0	7.80642727703357e-06	0.080854887972901	
66	103	0	3.66222221555844e-05	0.0773521629167815	
100	112	0	2.03481094109965e-05	0.0775785442432628	
24	113	0	2.36939162183062e-07	0.0821511605794541	
22	109	0.002	3.62804907317442e-06	0.0810725379427326	
10	106	0	7.77396756316918e-10	0.116339451035255	
42	96	0	8.6206954112064e-07	0.0969283246193125	
50	105	0	1.58798637699414e-09	0.108750868306254	
18	103	0.004	0.000170407894530985	0.0640907401278195	
80	109	0	0.000172165642061711	0.0671193756899873	
16	111	0.002	2.31884450979101e-06	0.0791044169060514	
94	109	0	2.03232830997365e-08	0.103700933544831	
68	117	0	4.96225123301198e-07	0.091300538712556	
98	115	0.004	2.56065974435871e-08	0.0946405891721254	
78	109	0	2.39187970984916e-05	0.0683364803270931	
46	109	0.003	3.29458864073635e-05	0.0694370554442677	
64	105	0	1.18428658413474e-06	0.0895608117937588	
86	105	0.001	2.60895705240651e-08	0.102767224017934	
96	121	0	0.000533584803708002	0.0556370186256038	
14	105	0.001	6.81872950493024e-09	0.0976745811758406	
4	105	0.51	3.43832632464731e-12	0.115196080906748	
72	106	0	5.69073217548625e-07	0.0908628646562068	
54	115	0	1.01738703972843e-07	0.0954340911240955	
52	104	0	2.70882576808286e-05	0.0765946706229789	
56	103	0.051	1.7772887588724e-06	0.0802711837036931	
90	109	0.002	3.43057739537848e-07	0.0829628595754595	
34	128	0	7.43615947513526e-07	0.0799641587599673	
74	135	0	3.80224924329297e-12	0.110753318610984	
44	122	0	4.56450523313684e-09	0.0939373040772275	
40	114	0	4.66364202070937e-08	0.0911737524468631	
82	112	0	2.29553503837934e-05	0.0701418998669216	
