"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	1	87	0.00549063233105609	0.13363221810875	-517.020232630712	"0.0613112977479948_0.13363221810875"	"0.499971351833815_0.500028648166185"	0.0527505587249363	0.0547101182159525	0.337657669935642	0.142325476587625	0.0469092304382016	0.00319060531624275	1.25591863042166	0.277797698814503
"2"	2	101	0.00924911045291362	0.104315556722755	-623.702726099538	"0.104258100117229_0.104315556722755"	"0.499999999999985_0.500000000000015"	0.0700335742978832	0.045505946076178	0.126963085849419	0.136656847299502	0.0393016612644809	0.000751570065671583	1.14903033142292	0.310944832207038
"3"	4	105	9.78398921627995e-08	0.115858474593744	-690.300677455733	"0.115858474593744_0.115875357263969"	"0.500000000000003_0.499999999999997"	0.107512779185178	0.0202133037680765	6.01940854396654e-07	0.124396461411084	0.0216894688317131	9.62978577464004e-08	1.7925841900233	0.810958512080293
"4"	5	101	0.380571822559489	-0.0239265085418944	-606.617779146496	"-0.0239265085418944_0.177817306384543"	"0.504229101685375_0.495770898314625"	-0.0151766235517464	0.0271664500723513	0.577647265277722	0.169748643731249	0.0377387705452199	1.85295637375765e-05	1.34485787334582	0.000134026944653173
"5"	7	94	0.93048391440839	0.00300551277618327	-579.890697328235	"0.00300551277618327_0.157187181430533"	"0.501278904185279_0.498721095814721"	0.0119782449575071	0.0343594664178334	0.728165916790573	0.150449779498772	0.0427701557461574	0.000675537856121741	2.23912750188038	0.0518861515991321
"6"	10	106	3.21360150164927e-05	0.177614708667052	-624.654145597748	"0.0613213682795752_0.177614708667052"	"0.499518368759971_0.500481631240029"	0.0647529387143173	0.045273212210941	0.155608483404748	0.176499444084008	0.0408687139178129	3.56976171654135e-05	1.54341238172669	0.126360736848259
"7"	8	102	0.0138023441391543	0.12191463639871	-603.413624458207	"0.0446301714935536_0.12191463639871"	"0.498468955520992_0.501531044479008"	0.000773823444510904	0.0378697525666165	0.983737624392563	0.165694008988345	0.0486463819412875	0.000947008194464303	1.39765998483962	0.0136899682123973
"8"	6	97	0.914188881220741	0.00520713616259182	-545.61984928908	"0.00520713616259182_0.146219325884744"	"0.500436490154313_0.499563509845687"	-0.0118101462044475	0.0481960529218338	0.806945527434346	0.165398723951287	0.047677297568558	0.000783534787994081	1.30076312656202	0.0142510412047513
"9"	9	104	0.000879019258923811	0.13449254800057	-594.598501441661	"0.0124269110855342_0.13449254800057"	"0.499307137411818_0.500692862588181"	-0.00744474179145271	0.0484386953551691	0.878151659106212	0.139660498664827	0.0392483751367593	0.000565904453671291	1.72568544686826	0.0469940006519343
"10"	3	123	0.0471994675410355	0.0675401601269224	-713.997858066357	"0.0675401601269224_0.130112170388923"	"0.509057031793122_0.490942968206878"	0.0519119477716447	0.0336894136037569	0.125931445025982	0.139640995677806	0.0426382235674996	0.00137543168362104	1.88983567213256	0.251774387321717
