simNum	IVsNum	P	eff
91	728	0.0474659102845143	0.0649021585272678	
31	734	0.0114966703283189	0.104630471095601	
61	673	0.0176010644592023	0.082875876176591	
38	726	0.157874731520175	0.0870400529230588	
68	748	0.173315636208693	0.0876255007283277	
64	739	0.0648855246901577	0.0849902754588149	
8	693	0.0228332158437172	0.0746015918437371	
5	682	0.0499295486323626	0.0711554054196815	
84	700	0.0278691687902995	0.0682300614322634	
87	697	0.0167057825304288	0.0703293244030065	
1	644	0.041938075891007	0.0822616149358965	
41	748	0.0146199800592348	0.07849246636244	
77	714	0.0654150375252316	0.0651992297530729	
58	728	0.236689829304253	0.0649015642004209	
28	717	0.00416146693851049	0.0795419173577451	
97	693	0.0754635393454936	0.100393125210694	
54	764	0.00439407240884384	0.0875832331647717	
71	697	0.00161651850164502	0.0778872461378777	
48	748	0.0105818484148526	0.0719309541257743	
81	755	0.0437675414409194	0.0753508060026912	
21	670	0.0435902740276371	0.0624475677248102	
94	734	0.0119365292885181	0.0950515774410003	
11	723	0.188134096972816	0.05325687122211	
74	821	0.00455937868346684	0.0840844449718753	
34	745	0.00656536294036792	0.0758368797811942	
18	740	0.0561349291932374	0.0693174439435121	
25	738	0.0220209633315549	0.0702783559256307	
15	711	0.136769148914185	0.0850070093765046	
51	764	0.00886480114480382	0.0670516426614131	
44	764	0.0393499518443197	0.0753571201180453	
32	699	0.0351545113930035	0.0783861814303005	
92	703	0.0412188801336454	0.0692212723190311	
88	703	0.046422514478558	0.0870770758880005	
69	715	0.0225409903091922	0.0626576556539765	
85	786	0.325926500137695	0.0816854333306574	
39	777	0.0148835840171294	0.0606779048886372	
6	729	0.067809614894586	0.0673247862619639	
29	693	0.0402559080560572	0.0790430171419482	
62	707	0.0567564498793091	0.0704655877629465	
9	683	0.0459336572422608	0.079110079617052	
78	699	0.0165487157750857	0.0695019081592831	
2	666	0.186802306176457	0.0616259160908017	
55	716	0.0108555984260088	0.073270324233332	
98	728	0.0190590844729686	0.0779169883800574	
72	687	0.0460351792686434	0.0778586795988828	
42	695	0.0569780131029147	0.0731015072125909	
22	731	0.0114982207532934	0.0856451215967904	
49	699	0.0330673125940818	0.0640392683397726	
59	704	0.0425524998476078	0.0924636607946121	
12	716	0.0784494326889463	0.0720064647314616	
95	677	0.0232865730660176	0.0686572818142512	
65	739	0.0967829380492147	0.0755216501032682	
75	732	0.0368140503200498	0.0586300218452337	
35	715	0.0114878981923794	0.0815321032553185	
19	745	0.116106362794923	0.0599868207353162	
82	746	0.0236628845257418	0.0646727382444106	
16	788	0.0626677864802807	0.0838400763108492	
26	698	0.185929622584847	0.075016293609299	
45	753	0.100847200133893	0.0652773514430209	
52	689	0.0519649075725226	0.0582554748024565	
33	732	0.0750268815128209	0.087063332175842	
93	738	0.00855328851079852	0.0831438056875657	
10	719	0.000150426173780396	0.110703597766152	
40	718	0.022822367472982	0.0755635678075635	
7	705	0.0102894760211309	0.0806137758959942	
86	739	0.175321673207941	0.0872846779726447	
30	686	0.0250827846345262	0.0838762940972612	
73	700	0.119003117409011	0.0756069341798645	
70	728	0.0412573055472706	0.0763690590550842	
99	677	0.188106856897357	0.0894317314000856	
3	745	0.051492494330589	0.0609704585370428	
89	730	0.0124943868454493	0.0756119690187254	
23	678	0.0109067706152382	0.0678399342156989	
63	741	0.0322087030011004	0.0848709486816475	
56	768	0.0765255833720474	0.0845247256476309	
79	695	0.0162169294394823	0.0814539413541324	
50	722	0.00695529456135311	0.0899079296493809	
60	667	0.0177359320549667	0.105436641149753	
96	752	0.0317716946734931	0.0716196725907902	
66	729	0.0262680752363706	0.0728820348220037	
43	784	0.102385959742284	0.0700077077016807	
76	731	0.0351351981829653	0.068585416323511	
27	715	0.00937171542627078	0.0882557886842285	
20	737	0.0310169337199488	0.0682601798810251	
17	714	0.00531042758058676	0.101821582328542	
83	735	0.115061234949978	0.0712825042178433	
13	764	0.182378128703641	0.0736719960823325	
46	709	0.130455812576987	0.066371587264952	
36	733	0.0115426201081283	0.0938419718975125	
80	702	0.135087110074575	0.0746671512942422	
4	656	0.00188292849229508	0.108259651548415	
100	732	0.222074616524766	0.0731432663587732	
90	716	0.00591709280946104	0.0770350113656383	
57	707	0.443722091222747	0.0536167527861812	
24	699	0.000253908312335893	0.0907615439811758	
67	656	0.0950510389823862	0.0865009424104673	
53	733	0.0069481751753126	0.0893204774443245	
47	677	0.204584321375861	0.0827730291605023	
37	690	0.0784201503858345	0.0860641045274557	
14	747	0.0383819931957338	0.0933512120984452	
