simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
2	117	4.60391923504159e-12	0.163542230817727	0.150158480941813	0.0264122775209076	9.37306743344239e-09	9.90964596884777e-08	0.175580640500833	0.0211967136510823	4.60391923504159e-12	2.3595155001965e-13	0.997812241644159	0.452852441133869	0.901460162310926	0.41354951363203	-752.439302701175	0.163486954042579_0.163542230817727	0.499999999999611_0.500000000000389	
5	100	1.37110826141934e-09	0.174854732549209	0.164308028759249	0.0244437253493351	1.49054850960999e-10	1.15771598126567e-09	0.187097662252231	0.0261525508571106	1.37110826141934e-09	1.48020487246278e-10	0.99940587135344	0.524366707675536	1.035588570679	0.538781935544191	-626.24640465854	0.174837134205392_0.174854732549209	0.499999999999989_0.500000000000011	
3	109	2.97765806991196e-12	0.175161831711058	0.156594022148506	0.0298301800187027	4.84228630990023e-08	7.69271621424235e-07	0.189663863283366	0.0222668726579537	2.97765806991196e-12	1.05884928012126e-13	0.998831803424963	0.374329722626018	0.930930340827856	0.349500638579237	-708.261483665053	0.175129301146769_0.175161831711058	0.499999999999979_0.500000000000021	
1	121	4.89207266341291e-14	0.190963144985835	0.160270630606609	0.0242823653836144	1.66205580058228e-09	1.17233663229248e-09	0.189991661819411	0.0223563271376485	4.89207266341291e-14	6.18019719046594e-14	0.0976561510087552	0.367877639715888	1.31080815231915	0.473053348654451	-786.058962116946	0.158553445161945_0.190963144985835	0.499871091633237_0.500128908366763	
4	118	6.44774252773864e-09	0.186785456516914	0.121664729458199	0.029663326713598	1.93534034305165e-05	7.61513931380512e-05	0.197490883860148	0.029819626787967	6.44774252773864e-09	1.12506162501522e-09	0.0134500698529196	0.0714245504299113	1.04328158882105	0.0758411296857748	-736.095732539034	0.132135808415898_0.186785456516914	0.498667847784828_0.501332152215172	
7	97	1.77520237022542e-28	0.206956641919679	0.206364486760074	0.0130879298778446	1.77520237022542e-28	2.16689084813154e-28	0.20647247334211	0.0131486116393569	2.44695499455485e-28	2.88123077733177e-28	0.999922008031837	0.995355760001777	0.859738181067009	0.989962941049158	-641.41566196874	0.206956641919679_0.206958985906432	0.5_0.5	
6	107	3.09630878827517e-13	0.177681756922331	0.166257294984939	0.0251874488618007	1.8638842934323e-10	1.66403685871722e-09	0.187774597742896	0.0213281130136527	3.09630878827517e-13	2.73570500249333e-14	0.999044279916006	0.514432857201717	1.00848956790892	0.517884838437316	-702.646557908703	0.177656305002558_0.177681756922331	0.499999999999977_0.500000000000023	
8	87	5.19653595711431e-11	0.249616096613762	0.155734739098981	0.0320342685436605	7.57546136191968e-05	5.19936369900636e-06	0.227820960219307	0.0332508961641059	5.19653595711431e-11	1.03876924276687e-09	1.04554958069158e-06	0.118460618706698	1.25934753270409	0.160522205102612	-548.187133304548	0.13318716511727_0.249616096613762	0.499915248650776_0.500084751349224	
9	98	1.07502055577601e-16	0.18837498516265	0.163010728674894	0.0247101491718076	1.90784926365405e-09	2.21773564719098e-09	0.18946945030997	0.0187541782553511	1.07502055577601e-16	8.04372211580204e-17	0.239318317740986	0.393700503128349	0.933506827549504	0.369122767652455	-636.38387493574	0.16380948516255_0.18837498516265	0.499649022935887_0.500350977064113	
10	99	1.64011775808593e-15	0.192222488989815	0.173207965858347	0.0213165983344873	9.07075666045221e-13	1.36850934892155e-12	0.196120684481404	0.02027972135507	1.64011775808593e-15	6.27445443091235e-16	0.432003928886846	0.436123015984182	1.11760809561214	0.480241583904152	-648.91238243383	0.174986505774181_0.192222488989815	0.49994336942899_0.50005663057101	
11	92	7.20511999465861e-22	0.171853070072373	0.171349929663255	0.0135274446708645	7.20511999465861e-22	8.55273121158333e-22	0.171673303203145	0.0136796171802272	1.3820201976752e-21	1.46990144782281e-21	0.999919114782207	0.986589324512263	1.09986204962762	0.991411319367287	-611.091768951504	0.171853070072373_0.171855712830878	0.5_0.5	
13	97	2.68387809179129e-20	0.176092656189791	0.17463923911143	0.0149783829552033	2.68387809179129e-20	4.29946144198858e-20	0.177718746249424	0.015653593397606	3.16782118661514e-19	1.91085855313582e-19	0.999763374737064	0.886969578069415	1.40360793421313	0.956436919973324	-634.791771614477	0.176092656189791_0.176099311945864	0.500000000000001_0.499999999999999	
12	98	2.26954702301851e-13	0.157369219482958	0.161410946629432	0.0185085170394312	2.26954702301851e-13	7.71153670378946e-14	0.191802778140951	0.0265335526615592	3.94453541261658e-11	1.12348396218321e-10	0.0786998554834453	0.347506464899939	1.08311840411215	0.37568326608938	-636.790487976194	0.157369219482958_0.197586944406362	0.501659869750808_0.498340130249192	
15	96	6.73331755134815e-17	0.179382437075043	0.17189934413148	0.0176166355906431	6.73331755134815e-17	5.44075332897659e-16	0.186386222248304	0.0213330955848793	4.10728553504223e-13	8.24809951847848e-14	0.999687391662252	0.60054197119628	0.834944593358949	0.526978610058148	-631.321508324439	0.179382437075043_0.179391366014261	0.500000000000003_0.499999999999998	
14	89	0.00959747091034247	0.0652362698395459	0.0672928053871525	0.0246369156016317	0.00959747091034247	0.00761982541269608	0.231080048900279	0.034762101954386	3.08703069372922e-09	2.40951712825712e-09	1.40072486942699e-09	0.000120989273970558	0.838823936857559	8.55739115629925e-05	-539.658083530536	0.0652362698395459_0.229171855003046	0.50575151579562_0.49424848420438	
16	106	7.39855768852641e-26	0.189567137287229	0.189850861174206	0.0142533122634041	2.97619195266867e-24	2.68914401813648e-24	0.190652586409543	0.0134953214060368	7.39855768852641e-26	4.98933376042742e-26	0.99976915319377	0.967419608657631	1.71823150841394	0.997613135468418	-684.436265240665	0.189560598465538_0.189567137287229	0.5_0.5	
18	109	7.06837866218973e-28	0.179203013556653	0.178780576210965	0.0125172856831182	1.05438325474439e-26	1.24538161307794e-26	0.179446262614139	0.0120561372014978	7.06837866218973e-28	6.40292357549473e-28	0.999902545918503	0.96944541113789	0.767570578396426	0.92946972776345	-721.998576641964	0.17920023641892_0.179203013556653	0.5_0.5	
19	94	5.51772764404172e-21	0.174243559492171	0.173211639762947	0.0142949635700496	5.51772764404172e-21	7.76133469016204e-21	0.175728009486354	0.0145042665264516	1.2667216712235e-20	7.81147710220816e-21	0.999884386227306	0.901659339099764	0.894781201134281	0.872807088807354	-616.705087686168	0.174243559492171_0.174247056946715	0.5_0.5	
17	98	4.86033695530885e-16	0.190231178377159	0.158722739225589	0.0277406948885267	1.37311173927184e-07	1.17235386203135e-07	0.188846157976507	0.0195288962704566	4.86033695530885e-16	6.91629507087754e-16	0.127180929806993	0.374575967641641	1.05701527040141	0.39475584016615	-634.828188918958	0.15772464024755_0.190231178377159	0.499417213957636_0.500582786042364	
20	98	8.36814163254672e-11	0.189120443931601	0.122786373631569	0.0330580473673919	0.000861452942879011	0.000340513939916078	0.180364340161109	0.0259417027888502	8.36814163254672e-11	4.17692025546135e-10	0.000847347607385807	0.170623679201523	0.856090053499278	0.141269879909489	-612.913230386167	0.113693622566663_0.189120443931601	0.497852360842329_0.502147639157672	
21	89	1.76395947185615e-07	0.166622827694734	0.167624295333304	0.0293714676826301	1.76395947185615e-07	1.52450378298187e-07	0.207792267248641	0.0304344314294354	8.16292931358748e-10	1.06450527917681e-09	0.0612942567682349	0.342269316953415	1.11959690292769	0.382324771482434	-562.684982871621	0.166622827694734_0.209564769295055	0.500196958659714_0.499803041340286	
22	107	4.60023654156854e-19	0.200485263213155	0.195645995440985	0.0183516669363574	4.60023654156854e-19	1.8052318556658e-18	0.205397873573288	0.0188175232821317	1.86472344280636e-18	4.82955395514928e-19	0.999657469348022	0.71062980354181	1.09438955393105	0.746019408457513	-709.170499995687	0.200485263213155_0.200494867272198	0.500000000000001_0.499999999999999	
23	99	1.05187164482045e-09	0.141112169462669	0.149077797198209	0.0209075587171685	1.05187164482045e-09	1.72602377529621e-10	0.207792384104041	0.0360268041598643	2.58154650115399e-08	9.37214404887036e-08	0.000904932940256398	0.158664259938638	1.36016873629673	0.232252546436449	-620.082683124528	0.141112169462669_0.218175787709568	0.507216426178056_0.492783573821944	
