simNum	IVsNum	plei_test	P	eff
43	82	0.156	5.70799768802371e-14	0.156836593049995	
95	85	0.758	1.61688150783569e-20	0.183289465708199	
77	89	0.929	1.00579494037462e-19	0.161160863312211	
21	89	0.238	5.8280300352052e-20	0.189674302994216	
11	92	0.941	1.0886351500524e-21	0.171496525295335	
75	91	0.924	8.09300052063563e-20	0.159508670020779	
91	93	0.789	1.73866325145785e-21	0.180658662058622	
19	94	0.893	1.28710232464488e-22	0.174500732063064	
61	93	0.689	6.70536509084824e-25	0.203832393307196	
15	96	0.774	9.62255413953725e-23	0.179371131748671	
7	97	0.855	1.46870946835221e-27	0.205443940453233	
17	98	0.32	3.38202884469804e-20	0.174301796198798	
9	98	0.454	3.10880896325817e-21	0.175904165887726	
47	100	0.927	4.56493553625194e-26	0.191350610794284	
23	99	0.121	7.54564146988503e-19	0.178695951746663	
71	99	0.612	4.46501000228237e-24	0.192076827211453	
57	101	0.379	1.58887225964721e-20	0.175002925224189	
63	101	0.259	1.63359186607236e-23	0.206935987340298	
13	97	0.799	2.09314554351916e-23	0.176059221025516	
93	99	0.223	9.28754299990115e-20	0.172850552131044	
49	105	0.445	1.73437500264653e-26	0.204884738636452	
65	100	0.218	3.49541394166522e-19	0.176131434290728	
5	100	0.154	8.928869700189e-20	0.177771047440036	
27	105	0.993	2.45436544380503e-27	0.172927216450974	
55	100	0.132	2.97079725146858e-19	0.179283989725058	
99	108	0.624	9.19072615697707e-23	0.170518320918329	
33	106	0.71	3.43767485986572e-26	0.195750425059666	
53	103	0.856	1.86908720971408e-21	0.16234391689096	
67	107	0.451	1.82791389453072e-24	0.191845598313246	
69	105	0.219	2.27753241191028e-22	0.183021770513199	
79	109	0.4	1.02166767165048e-19	0.156328856260087	
85	110	0.342	1.81938451292272e-23	0.181853930434098	
81	110	0.111	1.22373137057462e-21	0.175900245059738	
3	109	0.277	3.11516227323581e-21	0.174511213025075	
97	110	0.341	2.12836848148803e-21	0.174123371974369	
87	113	0.779	1.23209994659386e-27	0.189984121618372	
73	109	0.807	1.30230577246573e-23	0.170809082665117	
31	108	0.068	5.92253889097479e-22	0.184830895967342	
