simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
65	100	0.579762149277832	-0.0156799155222371	-611.507143485128	-0.0156799155222371_0.17916198634741	0.505961828730302_0.494038171269698	0.57181604906066	-0.0156799861352304	-615.507143518285	-0.0156799861352304_0.179162055313745	0.505961844540586_0.494038155459414
32	112	0.248296641599538	0.0541055926248548	-702.842333543831	0.0541055926248548_0.0541126171472202	0.50000000000004_0.49999999999996	0.248296641599538	0.0541055926248548	-706.842333543831	0.0541055926248548_0.0541126171472202	0.50000000000004_0.49999999999996
63	121	0.827201977369776	-0.00596376521918458	-747.086801746678	-0.00596376521918458_0.173262961351256	0.501077913876366_0.498922086123634	0.827250083622461	-0.00596376521918458	-751.086801746678	-0.00596376521918458_0.173262961351256	0.501077913876366_0.498922086123634
35	107	0.348171763205156	0.0620249252194178	-676.724721290091	0.0620249252194178_0.0620441778483409	0.500000000000783_0.499999999999217	0.348171763205156	0.0620249252194178	-680.724721290091	0.0620249252194178_0.0620441778483409	0.500000000000783_0.499999999999217
57	113	0.336317799073022	0.0497597869182578	-675.229600554517	0.0497597869182578_0.0497681075913151	0.500000000000269_0.499999999999731	0.336317793810248	0.0497598207155866	-679.229600567914	0.0497598207155866_0.0497680785932857	0.500000000000294_0.499999999999706
82	93	0.693005006099453	0.0355290045333922	-603.469196253904	0.0355290045333922_0.041447460408928	0.500113385687165_0.499886614312835	0.737723315138637	0.0151687131970363	-607.425585163225	0.0151687131970363_0.0624461846278227	0.500036151372883_0.499963848627117
10	115	0.507495207992846	0.0439068283516536	-670.246989968232	0.0439068283516536_0.0439176901828967	0.500000000000239_0.499999999999761	0.507495197503338	0.043905173212378	-674.246989989648	0.043905173212378_0.0439193438385713	0.500000000000287_0.499999999999713
25	103	0.337529431646759	0.0541999409466151	-624.767636922856	0.0541999409466151_0.0542103947658168	0.500000000000055_0.499999999999945	0.337529432801062	0.0541999470157148	-628.767636912239	0.0541999470157148_0.0542103922808491	0.500000000000206_0.499999999999794
22	90	0.4112434236813	0.0372876914527757	-539.473333065573	0.0372876914527757_0.115003002737201	0.506433784443712_0.493566215556288	0.921925069728292	0.00352486618253316	-539.804940247915	0.00352486618253316_0.145317932366866	0.504033024651319_0.495966975348681
42	108	0.802529841372426	0.0194403116698984	-664.514726907135	0.0194403116698984_0.0194582546560091	0.500000000000231_0.499999999999769	0.802529821217517	0.0194406826888812	-668.514726915007	0.0194406826888812_0.0194578851017252	0.500000000000284_0.499999999999716
45	91	0.946087316020156	0.0075050427007047	-579.447437961225	0.0075050427007047_0.0242135872543978	0.500138153418291_0.499861846581709	0.617669185532916	-0.0272872082125416	-583.365920901652	-0.0272872082125416_0.0592958985025777	0.500014115052296_0.499985884947704
