simNum	IVsNum	P_random	eff_random	AIC_random	P_fixed	eff_fixed	AIC_fixed
46	115	5.58138698703456e-17	0.195449011703817	-665.973612135973	1.43508666330619e-18	0.188194628607298	-658.160300156731
76	102	7.64953469902455e-13	0.205616240757925	-540.104753981606	3.21023933679075e-11	0.176002785548854	-527.069186144213
41	96	3.74969241840294e-13	0.169158368245177	-556.539577190029	2.37330225204062e-16	0.173506911560882	-556.136132091874
11	99	5.25926328286552e-13	0.206891246003627	-548.353669340376	1.03560354175432e-11	0.170611816540802	-540.895475162801
31	107	5.4900874815108e-14	0.171560332874621	-630.708364694489	6.80754004355148e-15	0.171313680317988	-623.304061877175
71	102	5.41303993097916e-12	0.171099324936409	-578.963074878412	3.73759531259406e-11	0.151098834944633	-574.140901825863
21	95	3.48450117748005e-11	0.172291454823807	-538.597956323413	3.18285700881263e-11	0.161073968172644	-532.131880792377
16	106	7.74839677992854e-10	0.140497392139486	-587.568790000849	5.96575295856239e-10	0.140497386874313	-589.568790019606
72	110	1.52881594544877e-13	0.154530931657072	-647.638347292342	1.61496234635731e-13	0.147694561339485	-644.329939161878
26	117	5.60912562108e-15	0.193548963226877	-669.847666670371	8.94997358279877e-18	0.195983128348321	-663.389148934635
81	110	7.87251256515377e-14	0.169712973006288	-634.839492305513	8.39429238082139e-16	0.169663501364309	-634.559174321515
47	100	3.71566252844474e-11	0.140144094875506	-603.488356906916	3.71566256990155e-11	0.140144100207624	-605.48835688689
77	95	2.55254676397615e-10	0.171963139723016	-533.473307602128	2.44819083112063e-11	0.170823016683655	-526.269978254416
36	114	5.14647675974457e-08	0.135587092225463	-620.34105673315	3.73577323623345e-08	0.119649992343821	-619.268376002673
66	110	1.88017516949907e-14	0.166571764606137	-638.600751146583	3.16476847123069e-15	0.166571769081116	-640.60075114612
73	100	4.41636724067194e-15	0.195375228963198	-586.473235183168	1.21260264493996e-15	0.193378189204704	-574.154685271804
61	95	4.04396673777814e-13	0.187991008171352	-552.525466691076	1.60825154382407e-12	0.174053335183267	-549.722741710758
27	112	1.28047148492191e-18	0.211825558506661	-644.353132123279	2.28036435180935e-19	0.205170911167395	-632.91401567587
22	109	1.33486804406284e-13	0.164719416674792	-638.688191856073	8.36965499690974e-15	0.160820718409232	-639.68686829395
56	98	9.01542905448327e-12	0.173737454053687	-544.005141198346	8.83387291798631e-13	0.165207377440152	-544.567531049525
17	106	5.16000370871724e-13	0.175344032565525	-613.948873561928	5.22408514509645e-14	0.169754797941669	-611.901278623115
86	110	2.83545186159429e-17	0.192081010305587	-655.263182824748	9.48326821184324e-18	0.187877575485665	-656.981414810079
96	101	1.67099360274637e-15	0.18896748086269	-574.845204233965	4.58802613659664e-19	0.188365575964662	-576.386941834951
1	110	1.21804617526813e-19	0.248856110403521	-621.064634727385	1.63094775066704e-24	0.255105300297499	-616.60319671479
51	103	1.77210808509558e-09	0.148696476279521	-587.761264684638	3.30906301968785e-10	0.142156177381327	-586.425052676265
6	109	2.28785988007512e-14	0.175042773524132	-630.516184455993	3.47741533337087e-15	0.163941544612176	-626.927217517905
91	120	4.94953431317634e-12	0.150926256779759	-667.822422891437	1.39380609863182e-12	0.146023922158447	-668.77938259466
37	107	5.82442365583622e-11	0.167135765237038	-601.449069942141	2.62902182196173e-11	0.162947590716726	-595.740317410685
28	117	6.44860829724972e-18	0.198222920779994	-694.152610949608	1.11774658464463e-19	0.188354315831391	-689.924082345012
42	114	3.83577725864576e-16	0.190450639328807	-643.188870247003	9.30499555821233e-18	0.183702172020447	-639.369887887336
87	115	2.18862389820546e-15	0.20316490403992	-640.747625088045	8.52305616596675e-16	0.183116627025036	-634.44181761362
32	93	9.58201492270579e-12	0.195763205819695	-508.74534182182	5.14689975583233e-13	0.188653180161163	-508.976470121848
2	118	2.07174316838037e-15	0.175990263378263	-678.65651441451	2.25035292105478e-15	0.169604705604341	-668.099690750816
38	106	3.09311704559888e-13	0.17552726052271	-608.262747362553	5.59135638300235e-15	0.180116384545171	-600.343371771218
92	96	1.20409515795369e-10	0.170299790971356	-541.340127627001	5.3244915186155e-12	0.165694458610705	-534.529928603043
