simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	AIC_1	gamma_1	prop_1
51	103	0.223108284370919	0.0385913791781368	0.0406656136352078	0.0314834064776263	0.223108284370919	0.199396788903324	0.265449325458056	0.0532560043155016	2.91951917840564e-06	2.55068661095135e-06	2.19158025061006e-13	0.000279717143496627	-583.528606646162	0.0385913791781368_0.263715623179999	0.503618597945538_0.496381402054462	
97	109	0.00114089635865843	0.0809540818177869	0.0836937476023816	0.0242184645260003	0.00114089635865843	0.000785471502743178	0.370852084811784	0.038064948795011	5.66216153210242e-17	1.79612439107107e-16	0	1.95472472359372e-10	-614.230054379945	0.0809540818177869_0.379237817159706	0.506112504059736_0.493887495940265	
89	113	2.64193753567182e-05	0.122143809246724	0.112608000834824	0.0278614768477905	2.64193753567182e-05	9.76568923625571e-05	0.198771740175087	0.0321826549130172	6.62785011434669e-08	1.08277293870472e-08	0.0109998039462145	0.0429525505672622	-680.054678300188	0.122143809246724_0.186235799676431	0.504011184248056_0.495988815751944	
6	109	0.0145620950579212	0.0685550520328043	0.0716867583559768	0.0276085332120495	0.0145620950579212	0.0107274870286684	0.280474413542374	0.0436019188597142	2.75428923167676e-09	3.51991305322473e-09	3.5527136788005e-15	5.21746146123427e-05	-628.630617512488	0.0685550520328043_0.282719216715288	0.501734934121752_0.498265065878248	
60	106	0.0111672425321222	0.10966798218056	0.113444660396903	0.0424555982518294	0.0111672425321222	0.00874059652654532	0.331142394924729	0.0440678862463153	3.43036198603759e-11	1.9926196567651e-11	4.83924011973613e-12	0.000374230607444668	-593.781198865656	0.10966798218056_0.326315038328041	0.50237082035459_0.49762917964541	
67	112	0.0199774689618576	0.0846409696896158	0.0872777622680088	0.0358518746803555	0.0199774689618576	0.0165104990048029	0.256859270038158	0.0418430681503598	7.44727430677372e-09	1.32018527794724e-08	7.0929928597252e-12	0.00208668939983204	-648.280261539698	0.0846409696896158_0.261937467998198	0.502187552692309_0.497812447307691	
36	114	0.0915133013331018	0.0669876125876121	0.0474359409135521	0.0393591882928216	0.0915133013331018	0.230641520747226	0.236555802061234	0.0590691850681349	0.000522262148805646	0.000111478663353077	6.72922477740201e-06	0.00771327063774842	-617.556826227044	0.0669876125876121_0.210981177169481	0.500621177317761_0.499378822682239	
29	108	0.000106277564714228	0.272051625800636	0.0546187706658026	0.0308399520031257	0.0559953439132168	0.0794015169967638	0.278553982829469	0.0675763488749432	0.000106277564714228	7.43258126979644e-05	1.7334023105775e-09	0.00257230015887116	-585.86631697099	0.0595849185606654_0.272051625800636	0.499302777467945_0.500697222532055	
45	108	0.131425697735911	0.0532022393729332	0.0606857787022454	0.0349982817182858	0.131425697735911	0.0858045616816697	0.303466870008126	0.0469283766634778	1.54229262371412e-09	3.07156055615189e-09	0	3.36661761506616e-05	-598.452335429854	0.0532022393729332_0.310237822635053	0.502874119794854_0.497125880205146	
14	99	0.106425823846427	0.0695325455864098	0.089631650108371	0.0426721175488983	0.106425823846427	0.0382543496710656	0.29647269191473	0.050231599441429	7.03410442262462e-09	5.15423636733571e-08	0	0.00169967758877945	-558.610370889296	0.0695325455864098_0.318518828731669	0.50152242977534_0.49847757022466	
52	119	0.00100463867497085	0.0771639886092672	0.0802407711869839	0.0228736132517292	0.00100463867497085	0.000639711242781728	0.265228719142345	0.0346416718739163	3.41843617059603e-12	5.79831989903278e-12	2.01616501271928e-13	8.34055833776871e-06	-707.920903943427	0.0771639886092672_0.268742815505429	0.513346109122638_0.486653890877362	
75	99	0.0315545259157466	0.0633286285615019	0.0641575213120265	0.0290327837674213	0.0315545259157466	0.0294446939238984	0.297749169321379	0.0544929886587084	7.22407607505193e-07	3.53741799005699e-07	3.79696274421804e-13	0.000154827927382802	-546.953531808252	0.0633286285615019_0.288671038084618	0.50408531984287_0.49591468015713	
98	102	1.14997807123351e-07	0.0927611902931423	0.0931840913736453	0.0162507027475646	1.14997807123351e-07	1.02439555386194e-07	0.297245833161068	0.0410348699924224	4.05685565816948e-11	8.86698950082936e-11	5.37347943918576e-14	3.77274526030566e-06	-600.190608845849	0.0927611902931423_0.303837124560363	0.520974547214166_0.479025452785834	
22	109	0.00946363410213862	0.0948839336127443	0.0980914448115216	0.0359126326127513	0.00946363410213862	0.00736810367166972	0.241290983759878	0.0509728755628393	9.51690976111835e-06	6.72665627347584e-06	1.03371923754203e-06	0.0216428501584105	-633.159468330258	0.0948839336127443_0.236932585457887	0.500979756948234_0.499020243051766	
83	108	0.412400238665638	0.030371333230109	0.0379119819864368	0.0369080945266465	0.412400238665638	0.306642984634911	0.307867860538504	0.049334304860063	9.82756059676424e-09	8.932585891472e-09	0	1.17852853949456e-05	-598.42359259703	0.030371333230109_0.30686179600836	0.50012582163128_0.49987417836872	
90	104	0.0116789255739089	0.0484194392679183	0.0518563862016838	0.0188585098065858	0.0116789255739089	0.00704522362153098	0.365307352590653	0.0623335369517262	1.11100881802028e-07	5.59024436196672e-08	0	1.48567353544275e-06	-584.627146621896	0.0484194392679183_0.355766714734954	0.529331340346291_0.470668659653709	
61	95	0.0401531362628376	0.0521553505003981	0.0575434419095179	0.0250626118507016	0.0401531362628376	0.0238988041425339	0.334355936440992	0.0475451244136764	3.59636824742071e-10	3.22623163729502e-10	0	2.6000528966185e-07	-553.499324713506	0.0521553505003981_0.333255824035423	0.515980826975106_0.484019173024894	
7	91	0.0137677437825365	0.0861291604103535	0.0935372084790337	0.0342797188328024	0.0137677437825365	0.00764773768649284	0.291328506339122	0.0463847697513639	1.02799227997143e-08	1.1701009842729e-08	1.19193543923757e-12	0.000605168285866292	-521.421837314437	0.0861291604103535_0.292670958445385	0.502306017167557_0.497693982832443	
37	107	0.788899351391728	0.00665505975882197	0.0158442639307302	0.0247936515576519	0.788899351391728	0.524172054017331	0.318546394890023	0.0415061536059919	1.74342727558294e-12	8.57571378430768e-12	0	3.82613074340168e-10	-599.917221931203	0.00665505975882197_0.331671333038528	0.508500976982768_0.491499023017232	
68	108	1.10668506876355e-09	0.281172341022174	0.0223993264604153	0.034855902428901	0.706534950507635	0.521841110114225	0.27823537422742	0.0420919096152936	1.10668506876355e-09	1.54742244450391e-09	0	2.85028918157038e-06	-616.717324874221	0.0131588021680597_0.281172341022174	0.498328198222829_0.501671801777171	
30	114	0.0736112057182414	0.0579070721439406	0.0664142634761804	0.0320672073933167	0.0736112057182414	0.0406271395961334	0.271009290505159	0.0411444940086384	4.6857289843846e-10	1.48030182230178e-09	0	8.77865976352407e-05	-651.199481478433	0.0579070721439406_0.280674235674468	0.502108809548847_0.497891190451153	
84	98	0.067606369907195	0.0414148820624128	0.0468536293767295	0.0224070800382824	0.067606369907195	0.0391401476302433	0.290120330625021	0.0372249656960294	3.0450303279059e-12	7.34386100164884e-12	0	2.15639125303722e-08	-576.412421136815	0.0414148820624128_0.296837876521074	0.510338943949565_0.489661056050435	
46	115	0.000140180484651075	0.0794457168991165	0.083302644494547	0.0201572500938477	0.000140180484651075	6.87293924881658e-05	0.320415487207814	0.041945577386942	7.86739265635265e-12	7.38836981472579e-12	0	3.48587762167977e-07	-665.904932970271	0.0794457168991165_0.319902233232484	0.510030865185834_0.489969134814166	
76	102	1.23761147840305e-06	0.342989304950175	0.057298041393653	0.0189606775157083	0.00232946988382136	0.00318257809686725	0.383878550996188	0.0664704332720074	1.23761147840305e-06	8.53284668229332e-08	8.88178419700125e-16	2.30444585637826e-06	-543.323714266007	0.0592310941342747_0.342989304950175	0.490154190704914_0.509845809295086	
