simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
1	96	5.4776891597414e-10	0.210493877431755	-0.0219307851240669	0.0424941925241568	0.426790005267766	0.60699140238086	0.198980224256518	0.0304569627653246	5.4776891597414e-10	3.17664733538566e-09	0	2.38524051505163e-05	0.778852625987436	1.4400997620609e-05	-570.730210831905	-0.0339155722201877_0.210493877431755	0.492926624497732_0.507073375502268	
3	105	2.21522004416918e-06	0.171061046487431	0.0262681683990881	0.0374055482658818	0.789472137430733	0.484090007435333	0.154139709950039	0.0341268818995096	2.21522004416918e-06	1.66393915511655e-05	8.27338197950667e-13	0.0115566600252667	1.83791882561016	0.0348999351644041	-650.245260557696	0.010012895507368_0.171061046487431	0.49873132544888_0.50126867455112	
5	102	0.426328643836992	0.0206007505358474	0.0190605309750525	0.0257922980658897	0.426328643836992	0.461620437828862	0.145226784042778	0.0319018431020463	2.10709403050426e-05	1.4839119545525e-05	1.6165404885804e-06	0.00210203547746309	0.841325400200787	0.00154269662675967	-626.34479772695	0.0206007505358474_0.142373085096426	0.505208110576605_0.494791889423395	
2	108	0.735780824866368	-0.00873212280410674	-0.00561986879526297	0.0258098240780831	0.735780824866368	0.828045252169901	0.190590497492009	0.0345242933599735	1.40898801843607e-07	2.38395178812667e-07	0	5.31695652179976e-06	0.94823046884086	4.73815544708223e-06	-637.639215582161	-0.00873212280410674_0.194669601573225	0.502331342639392_0.497668657360608	
4	113	0.453762509727639	-0.0244075550836684	-0.0135943212735833	0.0324665133037366	0.453762509727639	0.676223936869564	0.163989785783509	0.0399212298599973	2.98327557406378e-05	7.62635271480561e-05	6.66133814775094e-16	0.000558213315840527	1.2942724821162	0.000944489837529268	-690.531168957511	-0.0244075550836684_0.173772414263703	0.501267367228353_0.498732632771647	
6	96	9.23019201787579e-13	0.205529871518869	0.0504827649235132	0.0362016760959331	0.193305296559183	0.166423121880913	0.202801775678155	0.0249334794132099	9.23019201787579e-13	1.5723801996186e-12	2.06778150158016e-10	0.000529911200745536	0.908504360339209	0.000441056155509396	-587.573082421919	0.0474295019664105_0.205529871518869	0.495968671483016_0.504031328516985	
8	111	1.05958523147368e-08	0.17203323208927	0.0613777845280704	0.0399512979337108	0.182705871340264	0.127332579607511	0.165314980511441	0.0277926510741709	1.05958523147368e-08	3.27002977311747e-08	8.04071003113194e-08	0.0327076442596871	0.865392201146487	0.0262626070800101	-696.199731723226	0.0535718617696937_0.17203323208927	0.49774990624507_0.50225009375493	
10	111	2.09585751365295e-10	0.161799631006527	0.0300730980484321	0.0351253880035413	0.411288974540475	0.393768190893656	0.16058065575127	0.023105091968068	2.09585751365295e-10	2.71852096344178e-10	1.39824263278854e-09	0.00190843711724051	0.659945631274873	0.000930146896125481	-693.307361769929	0.0289702514164504_0.161799631006527	0.496900236592059_0.503099763407941	
9	101	0.147700157006609	0.038714833277299	0.0432972584026723	0.0265352516739217	0.147700157006609	0.105890553138827	0.135724144259049	0.0345786252915355	0.0001269697255006	0.000159358197784699	6.4039512915226e-05	0.0339614343373674	0.739457157320275	0.0216727520379445	-628.277956089737	0.038714833277299_0.137897609807011	0.502655215831553_0.497344784168447	
7	126	0.279417300507399	0.0369106561375044	0.0422841621675726	0.0339769502546792	0.279417300507399	0.215645609743278	0.179705071990092	0.0335015777606623	2.28758098430413e-07	3.79837836927454e-07	3.73749031723491e-10	0.00397683930534124	1.08220355137593	0.00458754701399361	-754.46874306129	0.0369106561375044_0.183457421351773	0.500777484123296_0.499222515876704	
