simNum	IVsNum	P	eff
51	100	5.41351408145374e-11	0.0962937629908355	
61	109	0.0167870622401889	0.0786227474106855	
31	101	0.00805911849046081	0.0396639788691276	
81	105	0.0138017760927631	0.0436027554472051	
91	99	0.00100321491475852	0.0681271603868427	
1	96	5.38366047742045e-07	0.078866484172719	
21	111	0.000121901096971522	0.0680579505975299	
71	105	1.12782048597992e-05	0.0795377200477802	
41	109	0.000105375115096118	0.0925857317355336	
11	120	0.00033236482296517	0.0722932151721228	
32	80	0.0351164732646376	0.120038196362797	
82	94	8.44992525728117e-07	0.122606862653292	
72	85	0.0117054086646091	0.040163282496923	
52	119	0.00548194666517121	0.0521331582298688	
2	103	5.05728379396331e-07	0.0847365954821523	
62	113	4.50527003923451e-05	0.0670804125825819	
22	105	0.00688962615708499	0.0424102448157238	
92	98	0.000103609576701302	0.0581310620726161	
12	104	0.000183720582679125	0.0640170174171491	
83	96	2.57483201271391e-06	0.0742789980498111	
42	108	0.000636719739328884	0.0621623512357467	
33	123	0.0186231214904631	0.0757358639323753	
73	122	0.00672776502909755	0.0622710696681077	
53	130	6.71458222356591e-10	0.0898830213610246	
43	120	0.000104398871706657	0.0749561381800063	
93	107	4.86213957984205e-10	0.0967570128713769	
84	122	0.343902989668193	0.0441089392646767	
3	123	0.00168932793181265	0.06619744473087	
63	114	0.498011919888956	0.0728520975681571	
23	123	0.00225017499882818	0.0766688208948864	
13	114	1.10156245902715e-07	0.0839946937530188	
74	111	1.67920698013191e-07	0.0769201075478574	
34	114	6.36863510894425e-05	0.0557593454498165	
54	117	0.0566165599220021	0.0430460062794773	
44	103	0.00011115661508132	0.0624743557773322	
94	96	0.00304246014719523	0.0600491251565853	
64	109	0.00495637982024211	0.0600741136226357	
14	107	2.80781332850921e-07	0.0883433450832457	
4	109	5.76140541275194e-07	0.0814926069894404	
85	103	1.61995772351986e-09	0.0925595394233919	
24	103	0.183487515786346	0.0320648548181399	
55	97	0.000281598060971611	0.0666714692804302	
75	122	0.109688405849644	0.0275603387342387	
45	114	1.861016074578e-06	0.0932360332877959	
35	99	0.000161379659461947	0.0735814826741083	
86	91	1.3843258539481e-08	0.0962182693037457	
56	95	0.00343277665748687	0.064560845416979	
95	123	0.00540658752597611	0.0727460221899838	
46	93	0.000375989060078963	0.0722233924143948	
76	95	6.59308000394709e-06	0.091066857447386	
5	96	1.49264510085345e-07	0.0779569917518184	
15	123	2.52511446900971e-05	0.0705674471935851	
65	104	3.91891519235799e-09	0.0850122435694583	
25	127	8.72360160997232e-07	0.0978080202299943	
87	107	0.0294882251385198	0.0712636132893581	
66	79	0.000213090142874739	0.0622852584545304	
57	97	6.26677654214092e-07	0.0743993605611389	
77	130	0.116077071879409	0.0520957850251108	
36	112	0.0136918455701383	0.184078696033292	
6	103	0.069069012252269	0.0403715248295613	
26	106	0.0816515396631565	0.0504528465985825	
47	118	0.00169373556294206	0.0762755910590733	
96	121	1.01198391444512e-07	0.0711435302041025	
16	115	0.239722748707706	0.0181502351343194	
48	90	4.88750497784629e-06	0.089749507352262	
58	116	0.194658778364344	0.0530766331438901	
88	97	2.08056190054151e-08	0.0878709380343813	
37	111	2.52384033627706e-06	0.0663523374657704	
78	112	1.47123506710756e-08	0.0785622682247366	
67	110	0.866159264299194	-0.0168989347164039	
27	106	0.000367261250936224	0.0623742784900824	
7	113	0.000140360499735426	0.0611912845552301	
97	100	0.000706611010050873	0.071829097875456	
17	98	0.0506386439516975	0.0728966584420159	
59	102	0.000753472151319157	0.0643076441089364	
49	108	0.0215270050825072	0.0643634457295624	
68	112	0.000403180064470376	0.0629239120145429	
79	107	0.089965638570396	0.0342646169666729	
89	104	1.24198853646007e-07	0.0770404473378357	
38	106	0.000155059292298532	0.0520446804443368	
28	106	0.10144275505345	0.0611530870669143	
8	129	2.36925496366336e-05	0.063689084004531	
18	89	0.149833301833497	0.0248895729565263	
98	107	8.75952443912809e-09	0.114998241930178	
50	115	1.94174754941656e-07	0.100218053288463	
60	109	8.80615089737802e-07	0.0938642013620615	
69	110	0.671563082003839	0.00644376023113343	
90	111	0.000110612976432112	0.0630876565335452	
29	112	0.00512147440498589	0.0392123241990952	
80	100	5.28119590281761e-08	0.0801853233371801	
39	100	0.283609687325868	0.0193063774404332	
19	120	2.05823711874054e-06	0.120013147039326	
9	118	0.00603453976103974	0.047025211113451	
99	110	3.29641092200461e-09	0.0978900840558777	
70	98	2.2832713497678e-10	0.0908042433076292	
30	112	0.000245993792345134	0.0850074403030915	
40	102	1.82035948093073e-07	0.0765562724624937	
10	91	0.00105452472792678	0.057124290407419	
20	96	4.95778925024837e-07	0.0752403734199179	
100	97	7.82640026231185e-06	0.0685747667240963	
