"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"CHVP_test"	"AIC_1"	"gamma_1"	"prop_1"
"78"	106	4.90359653763705e-05	0.117407972375008	0.124976158068878	0.0277192216318642	4.90359653763705e-05	1.70332624945944e-05	0.22225245185918	0.0568501830451043	4.41478347985165e-05	0.000164217444398985	1.21046250567414e-05	0.124044737964929	-623.829852025957	"0.117407972375008_0.242364040728468"	"0.531210847208483_0.468789152791517"	NA
"1"	126	0.00178952518107368	0.0640251165371379	0.0622985845429514	0.0200603861676765	0.00178952518107368	0.00235028810497664	0.291258837140593	0.0331874998019288	1.94378855784275e-14	1.06222892639209e-14	0	3.54368690848016e-09	-741.595642347432	"0.0640251165371379_0.287606294865942"	"0.513257880481718_0.486742119518282"	NA
"24"	107	0.0141775722907435	0.0743149110637428	0.0734468083891816	0.029797925491193	0.0141775722907435	0.0153139267456141	0.208951642956254	0.0885792187561924	0.0115576462754594	0.0201601615942327	0.000130513896324347	0.147081458943549	-564.425619310135	"0.0743149110637428_0.227652332848915"	"0.531919758294673_0.468080241705327"	NA
"9"	115	0.0126414174758489	0.0616413326920081	0.0568390824079372	0.024327730027096	0.0126414174758489	0.0212177927452813	0.221366854479747	0.04615941181687	5.55676815585353e-06	4.94130813400928e-06	3.22938293439989e-06	0.00161485571781069	-641.448417822868	"0.0616413326920081_0.220058649463081"	"0.509126089047821_0.490873910952179"	NA
"85"	98	0.105238479558491	0.0315466412119677	0.028285999519564	0.0192916708011894	0.105238479558491	0.145820429196123	0.312877676790071	0.0528253482852944	2.95157335154628e-08	4.80502729905066e-08	1.02140518265514e-14	4.1813982712309e-07	-533.129807397736	"0.0315466412119677_0.318620875286798"	"0.539903829963164_0.460096170036836"	NA
"17"	117	0.0384439738625275	0.0513273926646016	0.0560062115293804	0.0245124313679746	0.0384439738625275	0.0241418617520444	0.221127397275448	0.0731408356625568	0.000723174097950478	0.00307816290938968	5.74718050927459e-10	0.0323092145596805	-649.753013828428	"0.0513273926646016_0.254049542348397"	"0.519849324817034_0.480150675182966"	NA
"40"	94	0.917482357246201	-0.00298789344386843	0.00017362931346779	0.0287608637324425	0.917482357246201	0.995196131806054	0.243438658154539	0.0501742998732983	3.59149379151011e-06	4.90482277029709e-06	4.44089209850063e-15	2.59538345271279e-05	-526.764295819161	"-0.00298789344386843_0.247310549808938"	"0.5070474807427_0.4929525192573"	NA
"93"	98	0.00503877399224395	0.0619343229131201	0.0575192320138339	0.0215798381124135	0.00503877399224395	0.0090078447996833	0.288964511754784	0.048537630809128	1.01653400602919e-07	4.19181612501979e-08	9.5412566736286e-11	1.31774306973438e-05	-541.960339400089	"0.0619343229131201_0.279287162847169"	"0.51121335180227_0.48878664819773"	NA
"32"	108	0.0325216260740854	0.0610560158956147	0.0587815707567034	0.0281867898108901	0.0325216260740854	0.0394089584700807	0.285512629820986	0.0388880537767786	1.01179923748978e-10	4.33390178477735e-11	4.9338311214342e-13	2.35010298337245e-06	-613.489550562094	"0.0610560158956147_0.278852720106441"	"0.505564596338713_0.494435403661287"	NA
"55"	118	0.00428220579435693	0.0862408985601505	0.0894665373178405	0.0296001579165343	0.00428220579435693	0.00308056233295658	0.326724883652694	0.0383330394491914	1.14273293827143e-13	6.28951476593148e-14	0	9.63926166342994e-07	-672.957116771195	"0.0862408985601505_0.322422545436015"	"0.500597330143329_0.499402669856671"	NA
"70"	94	0.22220869759903	0.0493681566578904	0.0558242734984419	0.0401725446562901	0.22220869759903	0.167964345424608	0.377717076635336	0.0562250276630331	9.77392866326392e-10	1.45013160027415e-09	0	3.18944897329373e-06	-496.898906147713	"0.0493681566578904_0.382511868169025"	"0.505584451076939_0.494415548923061"	NA
"62"	100	0.064272322498431	0.0758612896885734	0.0799246888640417	0.0405418279937478	0.064272322498431	0.0514679289182083	0.256710192862285	0.0527267020089613	2.55550154409014e-06	4.25618294967126e-06	4.37325331503757e-08	0.00786106954605537	-552.143826384257	"0.0758612896885734_0.263258432867613"	"0.512391920240245_0.487608079759755"	NA
"47"	109	0.0573652842811425	0.0795214000694092	0.0912577188679175	0.0413953525677024	0.0573652842811425	0.0296073910350446	0.297091310321473	0.0616958573506689	1.64928642161756e-06	4.811809640473e-06	3.64153152077051e-14	0.00559808625710199	-600.286106227636	"0.0795214000694092_0.312886945893613"	"0.501530083782573_0.498469916217427"	NA
"2"	99	4.02226803360986e-06	0.110600450054139	0.105381253280968	0.022638698011982	4.02226803360986e-06	1.0175901753336e-05	0.218464495746301	0.0417327700875968	9.22595964815723e-07	9.4188883678439e-07	0.000373479767711737	0.0172274753705727	-566.661139385301	"0.110600450054139_0.218668706007963"	"0.519352383616288_0.480647616383712"	NA
"56"	115	1.44937841354661e-05	0.150739814652146	0.140013537766991	0.0332614519755609	1.44937841354661e-05	5.13042713624252e-05	0.176064993757428	0.0415879645437354	0.000433769624003043	4.67802999547279e-05	0.999934823622105	0.498415857606431	-650.157065832964	"0.150739814652146_0.150742708085003"	"0.500000000000038_0.499999999999962"	NA
"94"	99	1.17106931476671e-06	0.0814077436853448	0.0831095052909773	0.0157060483645138	1.17106931476671e-06	7.40563896143408e-07	0.309501429598917	0.050503281845273	2.24668378153497e-08	1.85958805624861e-08	5.80806513994503e-11	1.86474706462005e-05	-569.811589909447	"0.0814077436853448_0.307395372111142"	"0.537595811916058_0.462404188083942"	NA
"41"	116	1.16288906399412e-06	0.0772112211430316	0.0763559770707444	0.0150367027222759	1.16288906399412e-06	1.48590704508816e-06	0.291235246194747	0.0382974623989903	2.16232714970918e-12	8.48034383917046e-12	1.33226762955019e-15	1.76368886553148e-07	-668.411657736942	"0.0772112211430316_0.301360021550085"	"0.534122187435006_0.465877812564994"	NA
"79"	98	1.5350221822101e-05	0.14078444546577	0.130825216645653	0.0309199045283178	1.5350221822101e-05	5.27768474873635e-05	0.25210081757893	0.0587333775400984	5.18464307113943e-05	4.19120869912883e-05	0.0030078568085532	0.0676808680259259	-534.380421612626	"0.14078444546577_0.248785247688094"	"0.509024414484358_0.490975585515642"	NA
"10"	99	6.34199999456748e-05	0.0955966521986475	0.0968276486678717	0.0228699294879961	6.34199999456748e-05	5.1845884941852e-05	0.291125732611784	0.0520618619749921	1.86923795656551e-07	2.02987177637055e-07	6.47362607963942e-10	0.000633353299591437	-569.2186719376	"0.0955966521986475_0.292108252087352"	"0.529592731327334_0.470407268672666"	NA
"25"	106	0.0192126710113401	0.0705522717640288	0.0749287175999975	0.0296680774379413	0.0192126710113401	0.0130450979109408	0.213625203079261	0.0462602549138217	3.71011590618854e-06	1.10343419626077e-05	1.11191596596782e-07	0.0116108854256046	-615.549024108308	"0.0705522717640288_0.22601869176066"	"0.515837712989854_0.484162287010146"	NA
"33"	104	0.0102917629762701	0.0864290270833137	0.0744205825159675	0.0330647942546986	0.0102917629762701	0.0265262378801354	0.217970624995049	0.0526270197475443	0.000212099066378898	7.07287249756164e-05	0.000465301488827841	0.0209071474415271	-589.527538335827	"0.0864290270833137_0.202131844075745"	"0.510171144137916_0.489828855862084"	NA
"86"	107	0.000412215516072244	0.105305351569319	0.10266540760777	0.0288691194396109	0.000412215516072244	0.000563820841365186	0.277801012028696	0.0477800631432583	1.6641028838911e-07	6.50597484996969e-08	5.17585055259673e-07	0.00170534455443711	-616.128948490555	"0.105305351569319_0.267809633904646"	"0.510063321622951_0.489936678377049"	NA
"18"	98	0.700697186275633	0.0111601772616895	0.0142211966854515	0.0289484597773146	0.700697186275633	0.62435285470631	0.290040176651904	0.0420737064476832	6.23953756757279e-10	5.52132171521755e-10	0	6.63684337723698e-08	-541.114628628841	"0.0111601772616895_0.288949188392119"	"0.505888456693746_0.494111543306254"	NA
"71"	115	0.000979089172632674	0.0952770584853176	0.0869057028059841	0.0281525203290291	0.000979089172632674	0.00253917453827689	0.226680268392434	0.0439171227980841	2.30153566755459e-06	1.04744453886008e-06	5.52961094304472e-05	0.00737486074431067	-662.295652850921	"0.0952770584853176_0.21861187369763"	"0.50572994689525_0.49427005310475"	NA
"63"	98	0.00401608159828789	0.0696790230453838	0.0758189994812773	0.023642235360964	0.00401608159828789	0.00181770468766455	0.338710257459202	0.0442536998861723	5.26612127982235e-12	1.44900069433924e-11	0	1.60855393857368e-07	-563.780268204252	"0.0696790230453838_0.347921136714226"	"0.508256391863916_0.491743608136084"	NA
"48"	105	0.0204950552605785	0.0554331057517455	0.0536433958465914	0.0235568544389088	0.0204950552605785	0.0248217682019793	0.331587227217126	0.0479952585681504	4.19701067653478e-10	4.02619932979383e-10	0	2.00745969056731e-07	-596.405432323243	"0.0554331057517455_0.331174198389009"	"0.515022352178694_0.484977647821306"	NA
"34"	91	0.000339651047620734	0.12043271817757	0.110412646115669	0.0323254995033035	0.000339651047620734	0.000956498170985657	0.157943044978717	0.0359551409296886	4.66972856045161e-05	3.04799055233536e-05	0.326456955500968	0.325582244061138	-507.2340424776	"0.12043271817757_0.153861293803591"	"0.520825485081598_0.479174514918402"	NA
"11"	96	0.00973134595865279	0.0679618250575486	0.0750315573015907	0.0257576198230772	0.00973134595865279	0.00446254527931789	0.320818202874623	0.0468872798121081	7.62181069859522e-10	7.56212205912069e-10	2.22044604925031e-16	4.33899825628161e-06	-546.02791379993	"0.0679618250575486_0.320739362041331"	"0.516797365119637_0.483202634880363"	NA
"3"	114	0.00213624003588221	0.0922888783605291	0.0871024702588438	0.0293635324750029	0.00213624003588221	0.00367811812793093	0.276704023660892	0.0561866190739881	8.41791773537141e-06	2.90839104278268e-06	4.97291799073096e-07	0.00278327747231628	-618.590759395577	"0.0922888783605291_0.262291359176564"	"0.500805588049093_0.499194411950907"	NA
"95"	108	6.35574949478406e-05	0.0819667258465233	0.0799397055354177	0.0196858833876987	6.35574949478406e-05	9.34003303245838e-05	0.354540103538703	0.0413785158161519	2.02788544602989e-13	8.65726366044718e-14	2.22044604925031e-15	2.06413574303325e-09	-607.664710961571	"0.0819667258465233_0.347687272393668"	"0.51947520654162_0.480524793458379"	NA
"42"	109	5.80311941228709e-06	0.244172039952209	0.0590393517126863	0.0344744417491208	0.0493956572394324	0.0896642607648641	0.252564599822811	0.0511909150233512	5.80311941228709e-06	2.94455467468773e-06	6.05736278913582e-08	0.00171453699315531	-608.726074656947	"0.0685187702426574_0.244172039952209"	"0.496546226363725_0.503453773636275"	NA
"26"	91	0.137002296487053	0.045295725766019	0.0453945116698366	0.0301884312010498	0.137002296487053	0.136158336580591	0.324575750307923	0.0413900994911259	2.93158116193979e-12	8.62448664055547e-12	0	5.04838448693179e-08	-503.715592799941	"0.045295725766019_0.333996480228809"	"0.511727858585954_0.488272141414046"	NA
"80"	104	0.00432010411037792	0.0670956369180811	0.0603526157393058	0.0229901452464661	0.00432010411037792	0.00997954736011304	0.297128000387052	0.0526220218550569	2.87113789185302e-07	1.45745806424695e-07	3.71157771184016e-10	3.73620591491435e-05	-567.03107861628	"0.0670956369180811_0.289034698788197"	"0.513441723732132_0.486558276267868"	NA
"57"	101	4.75057765112158e-05	0.077950728015251	0.0762128247379009	0.01832786774337	4.75057765112158e-05	6.78202741181661e-05	0.31750868652645	0.0450549627924438	2.10795383770253e-10	2.38010935575205e-10	5.56887869151979e-13	7.0188595462007e-07	-575.559330808811	"0.077950728015251_0.318648243062592"	"0.530718551317521_0.469281448682479"	NA
"19"	115	9.01134643885155e-05	0.0965860724297061	0.0955892732755055	0.0237860826245765	9.01134643885155e-05	0.000105345859315222	0.261471785751304	0.054971945664959	1.10668782747399e-05	5.81284116132493e-06	3.77314186428279e-06	0.00561516075467588	-644.029412149963	"0.0965860724297061_0.252812753973187"	"0.519483673947615_0.480516326052385"	NA
"49"	112	3.86080549059664e-05	0.0894487242772083	0.0873948918178462	0.0208600249682627	3.86080549059664e-05	5.62951161130252e-05	0.248102642494374	0.0503862759962612	4.62327731347235e-06	2.9748468678678e-06	3.59736129329491e-07	0.00320927903361591	-648.412502789018	"0.0894487242772083_0.242772552187611"	"0.531764997389529_0.468235002610471"	NA
"87"	127	0.00274658889095402	0.05599393405521	0.0546655828845681	0.0183280878327659	0.00274658889095402	0.00343228165548887	0.2901245603922	0.0470073105350474	2.64781568222582e-08	8.51540144259476e-09	1.08912878715728e-12	3.05919370742626e-06	-694.918464013436	"0.05599393405521_0.279036963944905"	"0.505145737414852_0.494854262585148"	NA
