simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
13	120	0.317284276958188	0.0187705144211586	-709.975558036	0.0187705144211586_0.301076982440177	0.518510662422726_0.481489337577274	0.317284327279063	0.0187705133920495	-713.97555795505	0.0187705133920495_0.301076977195082	0.518510651127705_0.481489348872294
3	105	0.0342289925034305	0.321220828484362	-617.284486982385	0.0503388243168103_0.321220828484362	0.489126785940333_0.510873214059666	0.0342288904568329	0.321220820620315	-621.284487308092	0.0503387928910994_0.321220820620315	0.48912670371353_0.51087329628647
31	114	0.0457642041715054	0.0412382056920179	-680.241034319997	0.0412382056920179_0.319117387241523	0.518590461139063_0.481409538860937	0.0457644955850432	0.0412381407540731	-684.241032238959	0.0412381407540731_0.319117276068888	0.518590185032302_0.481409814967698
42	104	0.00936678020307258	0.0842960523780785	-583.897876687077	0.0842960523780785_0.333642971806831	0.501803423859073_0.498196576140927	0.00936678019982706	0.0842960497649597	-587.897876687399	0.0842960497649597_0.333642972976592	0.501803423515124_0.498196576484876
9	97	0.00431166479782801	0.0797115426316294	-553.218772619721	0.0797115426316294_0.324671931046819	0.506530642945683_0.493469357054317	0.0043116645889751	0.0797115407911555	-557.218772602864	0.0797115407911555_0.324671928070878	0.506530645249072_0.493469354750928
26	97	0.0184951931145336	0.0560291250797201	-559.957006341743	0.0560291250797201_0.388703169499226	0.516501785196866_0.483498214803135	0.0186657276099777	0.0560290872521629	-563.957005709167	0.0560290872521629_0.388703105939894	0.516501699941981_0.483498300058019
60	104	0.000722957281523763	0.375238008154249	-603.292502236664	0.0876022007981352_0.375238008154249	0.468110916770717_0.531889083229283	0.000298945855620997	0.37458190877012	-607.571386871247	0.0804385827121017_0.37458190877012	0.45731671741199_0.54268328258801
56	98	0.00604585438950218	0.0773500507092886	-576.295945974639	0.0773500507092886_0.279984084046663	0.506393278749826_0.493606721250174	0.00541420998378946	0.0619621833301162	-579.008450830905	0.0619621833301162_0.321506597394349	0.53689653524527_0.46310346475473
73	121	7.27680381165647e-05	0.0959400023485542	-707.535266956226	0.0959400023485542_0.374886427874828	0.502786083230799_0.497213916769201	6.111358577922e-05	0.0955111127060576	-711.528633918021	0.0955111127060576_0.376876973589587	0.504926214337078_0.495073785662922
49	119	0.0601642639459523	0.349561925567558	-692.562206531905	0.0524192968065226_0.349561925567558	0.499309386941819_0.500690613058181	0.05397900647611	0.350087209644756	-696.103443982166	0.0449529654341412_0.350087209644756	0.489084073260516_0.510915926739484
68	89	0.0201601224428815	0.0804319294121594	-494.95983695278	0.0804319294121594_0.370737044425651	0.501968182725442_0.498031817274558	0.0201601229483395	0.0804319228739756	-498.959836944934	0.0804319228739756_0.370737057332738	0.501968181720308_0.498031818279692
55	114	0.0102788541894063	0.0649750528733391	-679.821407676754	0.0649750528733391_0.337254465061569	0.502579324618715_0.497420675381285	0.0113345627261165	0.0620271072457364	-683.758384985984	0.0620271072457364_0.338468552962894	0.500591250131108_0.499408749868892
41	92	0.00226462134617832	0.0891894323568732	-530.411206021905	0.0891894323568732_0.336111738726808	0.506926720159751_0.493073279840249	0.00101593359806549	0.0808359200845708	-531.907515107585	0.0808359200845708_0.366772521727918	0.542659895061007_0.457340104938993
46	113	0.000102564159326004	0.380959096119562	-659.035574399132	0.120034057500671_0.380959096119562	0.498789525884604_0.501210474115396	8.48686823545443e-05	0.378931014961369	-662.972048012405	0.121334641217062_0.378931014961369	0.495449884279283_0.504550115720717
62	109	0.0102175705146284	0.0730997761734574	-631.70936272191	0.0730997761734574_0.313557246467939	0.503288437835527_0.496711562164473	0.00955080266425313	0.0728127905720931	-635.705537990576	0.0728127905720931_0.314431084985816	0.504722192995484_0.495277807004515
