simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
4	98	0.00059552527732095	0.108982270735324	-0.0425630360508765	0.0354309251918648	0.103028236112333	0.23256132453915	0.0959658922476161	0.0306968321961726	0.00059552527732095	0.00233660988712684	8.1423756626009e-13	0.00312640614177839	1.06858116248361	0.00352929905092776	-602.423448412052	-0.0583145008687414_0.108982270735324	0.49746505031057_0.50253494968943	
1	107	0.370821703679286	0.0214256375088918	0.00426387085757819	0.0238393151195556	0.370821703679286	0.858390003949411	0.0397427527220488	0.0297306374800369	0.471728972215895	0.184162722135978	0.998250671210829	0.351849709854892	0.713946877570561	0.251037317038681	-674.714203892475	0.0214256375088918_0.0214730597148707	0.500000000000232_0.499999999999768	
5	113	0.426762908495922	-0.0204155096137586	-0.0172022078188476	0.0255946478006526	0.426762908495922	0.502903033116423	0.0848501573202041	0.0334609748559964	0.00946021787600753	0.0125978969402883	5.04382708488293e-07	0.0154155409339914	1.15456526157539	0.0196040275875779	-711.371377404949	-0.0204155096137586_0.088353439860264	0.502151720849675_0.497848279150325	
2	113	0.0147359208224296	0.0740268613537154	-0.0318773505238402	0.0327705435576145	0.270120632122431	0.332776723367104	0.0677082091885843	0.0298833974262726	0.0147359208224296	0.0253889714893777	3.29531989473608e-07	0.024739599264673	1.02196040460468	0.0256061453429414	-709.770970379047	-0.0363185248278769_0.0740268613537154	0.499343412529965_0.500656587470035	
3	105	0.616132665512796	-0.016708991651728	-0.00671598804768499	0.0332285521471164	0.616132665512796	0.8402216777466	0.0905048514887412	0.0324441475057255	0.00243614123863648	0.00627881333049739	3.92380647085133e-07	0.0363107543910055	0.968254023608858	0.034572365796467	-666.514008286029	-0.016708991651728_0.100807062964744	0.500141488665112_0.499858511334888	
6	94	0.133104776578246	-0.0511661203770687	-0.0351664708180633	0.0337678067424666	0.133104776578246	0.300380416906103	0.0773303036314692	0.0362234167309525	0.0106360705927674	0.0354051854149353	4.45405934357268e-10	0.0231067300079739	1.07686985608872	0.0260210363360385	-587.117551247374	-0.0511661203770687_0.094438315074046	0.500860316139336_0.499139683860664	
7	104	0.675084156738324	-0.0114312803561478	-0.00313214938586646	0.0271927805946347	0.675084156738324	0.908524227652511	0.074758846640077	0.0363962842549039	0.0253993819309122	0.0425060284592431	1.95922718604358e-05	0.086451044129581	1.22903678039663	0.115167411941824	-651.173521506987	-0.0114312803561478_0.082556524819168	0.501656762605716_0.498343237394284	
8	112	0.334083376331396	0.0248043496761483	0.0120904099438258	0.0255676684557925	0.334083376331396	0.637228142536003	0.0373724223173848	0.0277966404287653	0.373882957268638	0.181529760029737	0.999538765385017	0.503229022873861	0.869466142031249	0.44838796640619	-713.996262669926	0.0248043496761483_0.024817508872447	0.500000000000001_0.499999999999999	
9	100	0.814358703867966	0.00842051047383278	-0.0380122928899521	0.0305203459848177	0.752708354011911	0.215897347054863	0.0361488633605011	0.0357660003387345	0.814358703867966	0.314621682904272	0.443479819329372	0.114728642051234	0.996279431304686	0.114167797439304	-612.745965894443	-0.00964279207954994_0.00842051047383278	0.498178678001395_0.501821321998605	
10	108	0.0783629596765702	-0.0603932725781436	-0.0367519269743023	0.0339806708161115	0.0783629596765702	0.281882340036959	0.0718182712532217	0.041929176596307	0.0272479074858193	0.0896369463207615	1.95290450477614e-11	0.0442533208563683	0.59561830260085	0.021172457773705	-670.191544115242	-0.0603932725781436_0.0938652236266651	0.500811699543055_0.499188300456945	
