simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
10	100	0.461540277212543	0.0229349243319451	-611.045292084411	0.0229314956714552_0.0229349243319451	0.5_0.5	0.0120256168434553	0.0266462571291176	0.652756045618858	0.0361756317592192	0.0310270750001753	0.246440943549976	1.22234668018866	0.639845924907645
8	109	0.032849963402944	-0.051470489551788	-647.557748476529	-0.051470489551788_0.197642365090631	0.508118770432181_0.491881229567819	-0.0468485512444408	0.0238102985323615	0.0516810365841089	0.193538471376934	0.036207145612191	5.07442304904333e-07	1.48063165323415	8.12754013883023e-08
9	103	0.0653647222668801	0.0481497152142377	-631.316844659766	0.0481497152142377_0.0661662011125382	0.502704682684834_0.497295317315166	0.028766490747932	0.0258477137071436	0.268357872241947	0.0851425702369559	0.0314930248111984	0.0080388809301916	1.13074989173105	0.193492676892127
2	91	0.179191131886008	-0.0424563501704731	-530.400901436404	-0.0424563501704731_0.137313368052643	0.505646830078873_0.494353169921127	-0.0390559390898568	0.0313609438982226	0.21622887699093	0.133519922074743	0.0459251106742201	0.00458946269088072	1.2186877203408	0.00279444534454331
6	103	0.333636724847459	0.0349471341023922	-632.884696287647	0.0349471341023922_0.0541616396226532	0.500723816720448_0.499276183279552	0.00349923968171154	0.0359752759025577	0.92270451599028	0.0854574560378342	0.0331252783178453	0.0113095843210507	1.10212052739739	0.107062008581056
3	116	0.0350973941196227	-0.0477770227866967	-714.037206993047	-0.0477770227866967_0.124551001342601	0.504610995211788_0.495389004788212	-0.0440889724660285	0.0224048164614937	0.0514941926633971	0.123509622754164	0.0366101007068565	0.0010116148595904	1.13690393000133	0.000123607983441585
5	101	0.766941659154774	-0.0103042826884483	-606.446877912188	-0.0103042826884483_0.155465852248112	0.50060822049835_0.49939177950165	0.0056019244089597	0.0346729472037172	0.871974634041773	0.14073466186605	0.0391637565124821	0.000508304326129264	1.79785257662032	0.0287192453614972
7	104	0.0234343140416392	0.0859171168921067	-601.331705007973	-0.0327497597709216_0.0859171168921067	0.498036945425224_0.501963054574776	-0.0341100884602962	0.0475768185624294	0.475029047333687	0.0878462407006048	0.0373468328044599	0.0205653351250545	1.07270001981205	0.0486451102217301
1	126	9.36852383202115e-11	0.209595412653814	-745.212913994279	-0.00120479880935948_0.209595412653814	0.498159472806861_0.501840527193139	0.00585526901080934	0.0385998644541233	0.879674859760681	0.201863492982991	0.029619144869816	3.55607520213796e-10	1.07784777412127	6.57484392921701e-05
4	114	0.0533707716161632	0.0641018819611295	-652.641776531863	0.0755675121107813_0.0641018819611295	0.481896002081308_0.518103997918692	0.0361454509004846	0.0328332699580841	0.273288943218425	0.100543243321151	0.0382607853327905	0.00978668013432958	1.38092331571517	0.293284119367427
12	86	0.332833106150565	0.0330744751333022	-526.462400316007	0.0330744751333022_0.033094587690575	0.500000000000028_0.499999999999972	0.0133840609401498	0.0339582720886564	0.694470237989353	0.0511893489720832	0.036623570316969	0.165835613694646	1.22036736086092	0.530658127685832
17	89	0.317101407609938	0.0317461134344467	-540.329553096501	0.0317461134344467_0.031748917329175	0.500000000000001_0.499999999999999	0.0136695264135769	0.0315520267919519	0.66590220612201	0.0476036451130019	0.0325176674630863	0.146775723706491	1.97550114038293	0.750102000038115
11	113	0.0929846013634428	0.0463323294737294	-698.081629769751	0.0463323294737294_0.102686230609651	0.502514582914898_0.497485417085102	0.0383309316353404	0.0273457699792072	0.163766076741295	0.109114072480197	0.0318348003389411	0.000852956345072342	1.30016908440185	0.131732208163177
15	102	0.0101544633709996	0.0971235336554113	-610.509312538628	0.097119821349842_0.0971235336554113	0.499999999999998_0.500000000000002	0.0737834125385452	0.028847320910662	0.0120217334407278	0.122810767178258	0.0370728891607258	0.0012831208647982	1.55442643234372	0.462098134281636
14	101	0.00917766086241766	0.11333293072076	-577.296323541876	0.0545779942188575_0.11333293072076	0.499853042384811_0.500146957615189	0.0486777526808637	0.042665245831743	0.256627012076589	0.124532738672043	0.0426539652994847	0.00433068383880175	1.20161131763876	0.258029892607916
19	106	2.25838239558172e-05	0.123442660068567	-642.260656558209	-0.00143568692360209_0.123442660068567	0.492142311288543_0.507857688711457	0.0115553880247426	0.042522780671699	0.786351054652335	0.11566920518782	0.0278223661003283	6.58823468831877e-05	1.08804295031399	0.0460219039380223
18	114	0.315798544799443	0.0265497518076987	-709.587052016266	0.0265497518076987_0.0611547952755588	0.502332245161785_0.497667754838215	0.0188972192035482	0.0263494559558247	0.474744847908563	0.0683209821001163	0.0324044868497708	0.0372078581699452	1.3298007806	0.324674003738166
16	114	8.79309072292086e-05	0.149768966033859	-680.704545416508	0.00921439897962826_0.149768966033859	0.49864780702096_0.50135219297904	0.00557698984489897	0.0350351983911982	0.873809268087052	0.151637096376384	0.0368118785919129	7.26742820685481e-05	1.208171022801	0.0057357195138654
20	106	0.258511194082573	0.0492636428066038	-618.775143446768	0.0492636428066038_0.1046499221834	0.500325331889146_0.499674668110854	0.0294107253045569	0.043362988292908	0.499108447907946	0.113457914379412	0.0431393906825341	0.00982084649251073	1.2812909884126	0.229239264416216
13	125	0.66469476087198	0.0152957340799444	-756.170494189275	0.0152957340799444_0.120859924249165	0.500400828901942_0.499599171098058	0.0109398056145574	0.0352046595298803	0.756513341110153	0.130174557397403	0.0471144499119164	0.00660107406894301	1.85857308624591	0.113514829599166
21	103	0.359084894411413	0.029857256774326	-599.210707704105	0.029857256774326_0.122493678660736	0.501483797984312_0.498516202015688	0.0148072458816184	0.0324089059933113	0.648722954413654	0.137891737537286	0.0467456920440608	0.00394356542495065	1.47487455251973	0.0570747906534223
22	112	0.264383881882545	0.0256982741395127	-697.165141146817	0.0256982741395127_0.110246550407899	0.505370731772183_0.494629268227817	0.0279913058233565	0.0229088194679615	0.224350133531085	0.10724579048642	0.0294180533564247	0.000407601514908669	1.25183387424891	0.0477502166386816
23	110	0.156271014355529	0.0280245528318894	-672.582717262722	0.0280245528318894_0.132217065284441	0.514309716789735_0.485690283210265	0.0294291263682906	0.0196307878685827	0.136730355947908	0.130978272573674	0.0347552539972041	0.000266854411899533	1.70673366156094	0.0287899328390648
26	98	0.0781820942718659	-0.0467221863054612	-576.541564599421	-0.0467221863054612_0.130223037331651	0.512075960950247_0.487924039049753	-0.0417012895628297	0.026246159492499	0.115347883645004	0.126368999805646	0.039531315686726	0.00187707530476077	1.04399007202468	0.000432499816055042
24	115	0.918724906893457	0.00290620599042335	-702.043469197251	0.00290620599042335_0.151179876160591	0.501598495823786_0.498401504176214	0.00834075000423878	0.0284179995997413	0.769671841753069	0.146616088171278	0.0370899701713865	0.000134294146107996	1.60055835785931	0.00772595857299401
