simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
46	111	0.0819837621177751	0.0771232174139827	-713.877497718679	0.0771168579285114_0.0771232174139827	0.499999999999907_0.500000000000093	0.0819837621177751	0.0771232174139827	-717.877497718679	0.0771168579285114_0.0771232174139827	0.499999999999907_0.500000000000093
67	97	0.252443924910004	0.0296133116214563	-569.126123333624	0.0634582921169396_0.0296133116214563	0.461464926910595_0.538535073089405	0.462143529293873	0.0401114483016344	-564.061273996994	0.0401114483016344_0.0401153765737477	0.500000000000048_0.499999999999952
35	116	0.394196214108478	0.0337489545648691	-729.552193137268	0.0337489545648691_0.0909688746812183	0.502060398683635_0.497939601316365	0.570893101413501	0.0191922261861716	-733.060288895046	0.0191922261861716_0.105115882619042	0.501210785570875_0.498789214429125
58	128	0.403231508131057	-0.0303918022085385	-776.708737336717	-0.0303918022085385_0.1236017438731	0.50483017009254_0.49516982990746	0.31040522681797	-0.0451460722491132	-776.318515734554	-0.0451460722491132_0.13833243258329	0.511538290611877_0.488461709388123
77	96	0.595782916630709	0.0125173337588299	-586.497202972689	0.0125173337588299_0.120916445095505	0.531890014375004_0.468109985624996	0.295529233459496	0.0523358027908222	-587.212514146322	0.0523278809613093_0.0523358027908222	0.499999999999964_0.500000000000036
55	100	0.580137033601703	0.0357133726520233	-617.605076721384	0.0357133726520233_0.0357271419452487	0.500000000000182_0.499999999999818	0.580137033601703	0.0357133726520233	-621.605076721384	0.0357133726520233_0.0357271419452487	0.500000000000182_0.499999999999818
11	113	0.363096564984108	0.0463687423795632	-698.07256783241	0.0463687423795632_0.102519141205576	0.502489713207926_0.497510286792074	0.922469956714013	-0.00310847877885559	-700.39107159934	-0.00310847877885559_0.153136772867408	0.503818369194661_0.496181630805339
96	112	0.537096741765953	0.0389772057834794	-665.092275164051	0.0389772057834794_0.132390246134496	0.500065858339036_0.499934141660964	0.537096746384819	0.0389772753479083	-669.092275160601	0.0389772753479083_0.132390185877123	0.500065857946729_0.499934142053271
76	102	0.385733719152699	0.0245718181695555	-623.106602833559	0.0245718181695555_0.154003745121145	0.506262945428493_0.493737054571507	0.642044681394036	0.0140507535836613	-625.019643097075	0.0140507535836613_0.162674156932144	0.50822619239928_0.49177380760072
3	116	0.194139006831863	-0.0466073273437096	-713.9828418045	-0.0466073273437096_0.123554814169804	0.504544890897_0.495455109103	0.0874529135403599	-0.0604314370604505	-716.969761079147	-0.0604314370604505_0.148170260140931	0.522801258234045_0.477198741765955
