"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	9	107	3.15096599680656e-14	0.108445306737102	-712.380822229751	"0.108445306737102_0.10844826742382"	"0.5_0.5"	0.108320692695759	0.012356139815148	3.31880625473261e-14	0.108845460133122	0.0127956547628514	1.26172571947838e-13	1.28670864506186	0.992351542385914
"2"	12	98	1.95762639946682e-08	0.112316543177147	-612.56281921469	"0.11231355602281_0.112316543177147"	"0.5_0.5"	0.10663202558183	0.0253636121371575	5.83826282683158e-05	0.11650351290841	0.0183446451637237	6.91620403250231e-09	1.06913999806519	0.777452240870847
"3"	2	90	0.0743564472531275	0.0675330434473664	-566.235180728097	"0.0675330434473664_0.158734053997377"	"0.500097227687784_0.499902772312216"	0.0842962269861576	0.0374012896103676	0.0266624553341125	0.142653956432112	0.0353538514859278	0.000115209323271637	1.45211592949288	0.38308258419001
"4"	3	114	3.26383375328522e-11	0.129243156242089	-725.855678566834	"0.129243156242089_0.129244603006225"	"0.500000000000003_0.499999999999997"	0.125151824241254	0.0175728077846203	1.05392516204518e-10	0.134057598367762	0.0200028594992639	8.43934500220289e-10	1.2847552360909	0.829247175384045
"5"	6	120	1.82436792614346e-11	0.119823262192298	-788.546113519663	"0.119823262192298_0.119831979045311"	"0.500000000000002_0.499999999999998"	0.113963202847754	0.0161306220947699	1.17125672425174e-10	0.12626643802029	0.0192624589899591	1.49916436454882e-09	1.49165916601278	0.787144417551238
"6"	7	99	3.42122314582911e-07	0.119206543481939	-627.76856813259	"0.119206543481939_0.119216966183633"	"0.500000000000003_0.499999999999998"	0.1129118793238	0.0217859253497904	1.17313872413352e-06	0.124297545673869	0.0198122051769777	9.57767448008395e-09	1.34829902920123	0.813145239305032
"7"	8	101	1.59393303621394e-06	0.116578230953331	-615.331308678941	"0.116578230953331_0.132285639138478"	"0.526765141604941_0.473234858395059"	0.103071035758732	0.0228444815127911	1.75512476483985e-05	0.146694830778274	0.0295039444923408	2.75088181894565e-06	1.4418307329552	0.361770948546009
"8"	10	94	1.08450462058282e-07	0.140588681668859	-575.418602755775	"0.140588681668859_0.0991175535710676"	"0.507489879075957_0.492510120924043"	0.0909106774497321	0.0376004817084061	0.0175635221611159	0.149953224160379	0.0244118940198689	1.98816357539559e-08	1.10727366500284	0.212066086455843
"9"	11	94	0.000134865259187962	0.16459289658349	-584.923177356501	"0.0694905345787889_0.16459289658349"	"0.499841541476577_0.500158458523423"	0.0730519404677136	0.0411767765690571	0.079318501103606	0.160195212648851	0.0413203071037373	0.000197061334592481	1.30264977267925	0.189866654516185
"10"	5	112	1.84354100109237e-05	0.104778926211905	-703.106822987249	"0.104778926211905_0.163133151620166"	"0.506139987008009_0.493860012991991"	0.110800871381599	0.0234036882110115	6.53252848174947e-06	0.161686653600827	0.0295080029427158	2.69560419673365e-07	2.27367993842656	0.462033630590546
"11"	4	132	5.53666074107903e-05	0.123877583007661	-824.449241530303	"0.123877583007661_0.123911508667785"	"0.50000000000002_0.49999999999998"	0.104686619139238	0.0297178309822091	0.000588687678160559	0.142330195075091	0.0295503290838763	3.97086588345125e-06	1.28374174569396	0.465614036111425
"12"	1	122	5.78501945475886e-09	0.132740571921273	-771.711399609845	"0.125600426551237_0.132740571921273"	"0.495543256001449_0.504456743998551"	0.109444173237263	0.0231650920066262	6.27729784726777e-06	0.149441194355351	0.0211703994760075	1.14163601570276e-10	1.3566111562839	0.288607032593039
"13"	13	107	7.15471115112895e-06	0.111090903711861	-677.943710577092	"0.111084423576921_0.111090903711861"	"0.499999999999997_0.500000000000003"	0.105050775165702	0.0220360916367842	5.97829804402806e-06	0.118241956446095	0.0235207476195213	2.03518271204283e-06	1.44854205679513	0.824560812788733
"14"	15	110	2.04187045671852e-13	0.141449622417667	-721.667780394547	"0.14144214000398_0.141449622417667"	"0.499999999999985_0.500000000000015"	0.130253139052997	0.0266338717093599	3.49096620600402e-06	0.151061457385828	0.0168799868976958	1.05989756334633e-14	1.41146278070607	0.656733552991991
"15"	17	93	2.31081293244438e-09	0.131426374528981	-571.937547064652	"0.131425392283313_0.131426374528981"	"0.499999999999999_0.500000000000001"	0.114170534876282	0.0381358500790747	0.00353859536189949	0.141508832097689	0.0198397088553064	2.19524121742769e-10	1.67181885108434	0.744883363886192
"16"	19	81	0.0317854093273953	0.112243842616894	-476.743470978389	"0.112241810485546_0.112243842616894"	"0.499999999999998_0.500000000000002"	0.0839735197328301	0.0365441809420806	0.0241818481394099	0.147677962773809	0.0513610491435411	0.00517046408084321	1.28571310278711	0.401868423954596
