simNum	IVsNum	plei_test	P	eff
65	82	0.008	2.31263224044393e-09	0.119385567350859	
61	94	0.115	3.04027343461251e-07	0.0872988741897264	
67	95	0.557	2.99966701922355e-10	0.10508747845843	
93	92	0	6.62489767109137e-08	0.110341624850445	
85	96	0.421	2.45364464239578e-15	0.146539941887841	
87	96	0.197	4.97008430588364e-17	0.156069441741297	
19	81	0	2.60293582849732e-09	0.127057608442895	
39	92	0.242	2.19085492718498e-13	0.134545553715932	
97	104	0.075	3.11782093907438e-12	0.126265252192673	
59	105	0.132	8.0242736353843e-15	0.136651394387051	
95	104	0	1.16709164401779e-16	0.149393751979277	
73	106	0.333	1.08764151396111e-16	0.140667821834393	
91	106	0.011	1.0777173062554e-13	0.136217805994839	
7	99	0.132	4.81849459371852e-12	0.122544898843563	
81	109	0.382	1.55151701945644e-15	0.130565202722822	
63	109	0.104	1.08170929465012e-12	0.117310611108345	
41	92	0.01	1.86158500035849e-14	0.159653613184561	
11	94	0.006	6.74189278600594e-09	0.116358505660598	
69	109	0.005	1.81770516443238e-13	0.129157179113758	
89	107	0	7.72844805816024e-16	0.126186241631616	
77	109	0	6.0479056221262e-12	0.122713920319797	
47	102	0.901	2.61698690571326e-13	0.106675427951138	
75	110	0.005	2.20265843760382e-14	0.130226984229854	
99	112	0	2.64855021450494e-14	0.131210397529699	
79	113	0	1.37033708864678e-14	0.139693877198556	
17	93	0.002	1.2706244664706e-14	0.141643003372632	
37	107	0.046	6.86469270992383e-14	0.136205596726791	
71	114	0.034	2.21099783994751e-15	0.127981278810744	
55	105	0.235	2.1587765724088e-11	0.113972892168264	
15	110	0.626	3.50439444926397e-19	0.141252039583903	
9	107	0.885	9.36204852471644e-14	0.108578422695952	
5	112	0.035	1.43862702598327e-14	0.123658773569055	
43	113	0.085	1.50715870297195e-16	0.144757522874851	
57	121	0.013	1.0021938150348e-13	0.122896170655903	
83	121	0	2.35526847776904e-14	0.125498290941857	
51	103	0.321	3.72358095396236e-15	0.132004128487674	
25	98	0.448	1.55087479834587e-14	0.138512172457294	
29	118	0.057	7.39581229227643e-13	0.115705528231958	
49	97	0.104	8.44786922988911e-16	0.157144619988033	
53	109	0.806	1.10163327412496e-19	0.144746721091271	
21	99	0.247	3.11257983474863e-16	0.151500180825658	
23	109	0.151	4.3889805677123e-10	0.100812444585298	
1	122	0.053	2.32196412324396e-14	0.126295593501628	
45	102	0.036	2.26065564589004e-13	0.130814782895159	
13	107	0.103	1.36848348888607e-10	0.109806552470032	
3	114	0.285	2.95466892477488e-16	0.130269880694052	
35	103	0.022	5.80600898887207e-12	0.124190174955628	
31	118	0.004	4.88154833831889e-14	0.119848523310078	
33	107	0.752	1.89509334203336e-16	0.12770692730678	
86	78	0	1.51793253371154e-06	0.0994630179280166	
27	120	0.001	1.76809781101486e-12	0.117704486734539	
62	96	0.432	4.81381617622069e-11	0.111406635107589	
68	102	0.149	7.18495365347067e-16	0.145479090271151	
88	108	0.104	7.56843662165885e-11	0.111624934504116	
40	99	0.027	8.67530167767077e-11	0.118814151292667	
74	97	0.483	4.34706539141035e-10	0.100880232644605	
42	87	0.672	8.20233611396138e-13	0.129848549688662	
66	121	0	5.31848161287898e-12	0.113108075870944	
90	97	0	3.95897622594196e-15	0.149383552308954	
96	103	0	2.30464119339967e-11	0.132726108616662	
56	87	0.017	6.26042207103709e-16	0.143999048533618	
94	116	0.064	1.76965688237448e-15	0.136732996993257	
60	108	0.132	1.51412767271774e-13	0.126405199213288	
12	98	0.015	3.35599115182535e-12	0.118377228609477	
18	93	0.001	2.68929833241596e-09	0.108174434984742	
8	101	0	5.73351592743233e-12	0.125783934083095	
82	108	0.257	1.82380810179231e-15	0.134469970745673	
64	109	0.082	4.60423089509177e-15	0.133435837445832	
84	93	0.166	1.13138695367345e-10	0.114716362108226	
78	107	0.236	5.62880837583469e-12	0.113874022017266	
92	110	0	2.66145238268224e-13	0.140639850214596	
70	110	0.204	4.24751978705075e-14	0.12938739290368	
76	107	0.008	8.83460098603886e-13	0.137325205297341	
72	104	0.812	1.55650734871996e-12	0.109126420174984	
80	104	0.008	1.32105114264044e-12	0.116430854985717	
98	117	0.05	1.95320990620378e-15	0.13204381189528	
100	112	0.135	1.32469130659731e-16	0.141875592563002	
10	94	0.003	2.11557156022261e-10	0.114083134841636	
2	90	0.253	1.22642959995815e-10	0.120268670405879	
16	103	0.476	1.64517600560823e-13	0.123507048593204	
20	126	0.098	2.22696469951659e-16	0.133141331718919	
24	90	0	1.34933150223653e-09	0.112050045680743	
48	108	0.168	2.4700914821714e-13	0.120664813592502	
52	98	0	2.31992986254457e-10	0.130309334054519	
58	112	0.001	4.48507491513829e-15	0.12781209037744	
38	117	0.163	1.82251431901825e-13	0.119027829940997	
44	110	0.224	7.5327250178521e-10	0.0966225098886562	
30	108	0.016	1.74449980388787e-14	0.134920798243163	
50	102	0.479	2.68522370764539e-15	0.134892064807929	
26	103	0.002	1.58704974551525e-15	0.132661224405514	
6	120	0.79	1.79031590585503e-16	0.120829229088659	
54	105	0.008	2.09222216519106e-09	0.0986436287480039	
32	100	0.015	2.14043688804342e-15	0.152200132227807	
36	101	0.405	2.4721950752134e-15	0.133164712260776	
14	98	0.001	2.49216346972461e-08	0.0968765105429868	
46	110	0	1.16645362208466e-12	0.131725870794442	
22	115	0.846	6.34369130753103e-15	0.113108190177151	
4	132	0.017	5.43246160425885e-16	0.124454910922317	
34	118	0.263	2.05554789526285e-15	0.127891150364771	
28	129	0.299	6.17424350584513e-19	0.132004620206231	
