simNum	IVsNum	P	eff
41	753	0.914672422882597	0.0110430403052838	
34	731	0.848616484018938	0.0118030467161465	
25	683	0.999999951598312	0.00351887775930103	
21	670	0.999999999996907	0.00136462885051676	
87	701	0.207404088541434	-0.0414961061442024	
97	724	0.998356654971097	0.00559872861251829	
77	716	0.995280270216213	0.00571776822044744	
38	673	0.877996010353809	-0.0145137807052024	
44	730	0.999999964213295	-0.00309397580160203	
54	702	0.203915135470439	-0.0402051470047066	
28	735	0.784886502955926	-0.0153786305071956	
71	778	0.973753542360948	-0.00836067028422738	
64	695	0.789577393708029	-0.0149633699433698	
8	736	1	-0.000900767431103133	
5	721	0.606755402850489	-0.0186173735442682	
84	705	0.837285594382673	-0.0148010505016267	
81	715	0.610980661749167	0.0250656012512775	
74	718	0.587457725350184	-0.0202128729008142	
91	667	0.781165732511673	0.0244535537455782	
48	727	0.836775316750435	-0.0131862051026288	
94	723	0.992455980769576	-0.00553660741706912	
31	660	0.369441342627688	-0.0322798447915395	
61	709	0.937983684345927	-0.0113777584927924	
68	747	0.745466253660238	-0.0113449420368348	
58	670	0.999952104730392	0.00430801674546559	
15	684	0.413949614665026	-0.0115044826502891	
11	727	0.409704193944713	-0.0163141511570372	
18	760	0.655596838507516	-0.0206796146286644	
1	735	0.932525941786284	0.00682918858958505	
51	716	0.0196183056391128	-0.0735799386742709	
35	714	0.999996081190677	0.00342492771488959	
42	711	0.935916798170715	0.012691758023096	
88	764	0.323631167352758	0.0353700139298132	
78	689	0.999999927051203	0.00211188109500378	
82	714	0.991727176393745	-0.00757500497063416	
59	763	0.852405106685523	0.010227918853146	
55	681	0.277966035438073	0.0374163072952623	
12	742	0.938031210497788	-0.0118453252186761	
49	649	0.999536833425463	0.000493201606877387	
6	687	1	-0.000113885494186228	
29	661	0.71709381504454	0.0169467466516308	
95	730	0.999999999854116	0.00216392110149029	
85	684	0.870809564040914	0.0129260974065864	
26	760	0.130469100106179	-0.0377466862240812	
98	707	0.320095205334222	-0.0295704156661029	
62	670	0.99443383485459	-0.00791621762237496	
65	679	0.999888675867519	0.00588234095018086	
16	699	0.743174525419504	0.0189090665691961	
22	773	0.0274878114652725	-0.0667317378299977	
9	703	0.956183006751589	0.0111344547121891	
52	707	0.759886432653797	-0.00881560068835224	
19	733	0.784839140205928	-0.0150329566859147	
92	725	0.750515962044112	-0.0152650596507927	
75	699	0.997856471070568	0.0063176964969038	
32	737	0.675390383016343	-0.0133669619018986	
72	674	0.315712503673126	0.0297051546614086	
45	722	0.997300760732813	0.000310935187549791	
69	713	0.57596212819098	-0.0180087281675248	
2	711	0.0247275831003196	-0.0681627004322948	
39	739	0.439663120431107	-0.0231259411891716	
43	765	0.768326157278307	-0.0161200532609381	
36	740	0.621530894628383	-0.0186138456620956	
79	717	0.999999999527376	0.000143560207460592	
86	704	0.999999945195069	-0.00471444633249517	
13	761	0.969874682287673	-0.00841703381844928	
83	701	0.430079520352669	-0.0283418996708358	
56	679	0.960834149403786	-0.00979458598894557	
89	684	0.0445632122226142	-0.0604265555649526	
50	715	0.839397530741766	0.0124402073980624	
27	695	0.63752091511849	0.0194398446239045	
66	694	0.749233375695339	-0.0155444528484725	
60	741	0.987495958672643	-0.00702013868101737	
17	677	0.999933733287029	-0.00558347794183427	
7	741	0.762111330764261	-0.0127825349161969	
30	663	0.190501882650771	0.036794437166524	
99	684	0.892030275062621	0.0117055176406311	
63	704	0.206769648474111	-0.0182230353113366	
96	708	0.963453068572612	0.00214108437679892	
23	724	0.99373144303501	0.00044365282730952	
10	657	0.968836713939562	0.00799852611280483	
93	688	1	0.0012353089382357	
76	745	0.0789024213669696	-0.0545304302629798	
53	637	0.999857074731481	-0.00227808874501937	
70	670	0.441399077533931	-0.0281683303167285	
20	714	0.93096529561166	-0.00403298811243748	
46	687	0.577329078517355	-0.0232754545591735	
33	733	0.70891984344295	0.0157050111043967	
40	723	0.999999987382322	-0.00348648045880561	
3	739	0.996915301632422	-0.00612572109316524	
73	710	0.945079769001479	-0.00562492924472057	
80	652	1	-0.000495467585508221	
37	670	0.708355037356523	0.0261579619546407	
14	698	0.999977838001735	-0.00429969364499412	
90	705	0.995700040229637	0.00498085875062244	
67	744	0.136311185803811	-0.0375223263532049	
100	713	0.527730678228283	0.0225107055464014	
24	741	0.863244411952863	-0.0111257756257	
47	735	0.996868544902296	-0.00580393842532105	
4	689	0.904957620976833	0.0159924823392491	
57	740	0.522476413120235	-0.0232504042526084	
