simNum	IVsNum	P	eff
61	88	7.84396991804215e-11	0.244336400918276	
1	126	0.615123209991535	0.0307938963569383	
91	107	1.33226762955019e-14	0.236112817536025	
71	128	4.16722256701973e-09	0.177143490412008	
81	94	0.555626351579429	0.0452200145265577	
51	110	0.000706731300583519	-0.0548914552420253	
31	99	0.5232531326154	0.0109892100173899	
41	111	0.0485722401350703	0.177211094650264	
21	88	0.933294242819355	-0.00139169284604412	
11	128	0.438019080867805	0.0490758339959238	
2	110	0.642072221333616	0.0482103756653784	
72	101	1.04932913469469e-08	0.275582250461399	
92	107	3.20200527070824e-06	-0.109885123320944	
62	113	7.25008342450373e-06	0.175151326049374	
82	108	9.09828615369701e-05	0.197766785955768	
52	125	0.64330683366591	-0.0398138461616374	
42	119	0	0.294330133134994	
32	122	0.0403543888300708	0.137222281356425	
22	115	1.11551212711447e-10	0.273235370568915	
12	114	0.570002462873826	0.0565196520951703	
93	94	0.495717698481242	0.103239001372227	
63	90	0.197244784155295	0.0216555429894557	
73	110	1.19904086659517e-14	0.230361855867552	
83	96	0.425790119217355	0.0679486378940382	
3	111	0.0218041008721599	0.126100782219898	
53	103	0.454327671750838	0.0912511113589907	
43	108	0.899047554520531	-0.00404288650429353	
33	101	0.652927550518098	0.0192099310251373	
94	102	0.834989203425451	0.012911213727272	
13	104	0.630614329778759	0.0316571185189305	
23	109	0.176844238201737	0.110340920681511	
74	96	0.194623528510345	-0.0214647683556941	
64	119	0.400775698138274	0.094395308768372	
4	96	0.621988189580902	0.0395887611607052	
84	102	0.0010361758269799	0.205101625089717	
54	117	8.10479461321734e-10	-0.120825552951578	
44	110	0.613784384180707	0.0522653077866639	
34	104	0.461241099866612	-0.0301992664103246	
95	103	0.321283000535472	0.106898028677856	
14	104	0.773983982105247	0.00704680542790271	
65	110	0.412632534754412	0.066550289670271	
75	106	0.11613055369357	0.115798016889675	
24	117	0.000403799788142534	-0.0885035610143421	
5	110	0.00535035150971352	0.181787914213504	
85	78	0.616619620827588	0.0132198423353531	
35	109	0.00744621229564735	0.140383159685639	
96	121	1.87377307669934e-07	0.154178983379065	
45	109	0.379699833560009	-0.0164482603845672	
55	100	0.436998298718199	-0.046710796654817	
15	94	0.00252376149058442	0.148674268845247	
66	96	0.223118640098779	0.115992036766097	
25	107	8.12158413854291e-08	0.178940990771605	
6	87	0.233012066545826	0.0193087719961773	
76	114	0.0059113428758002	0.14290724719997	
97	112	1.06027008950349e-07	-0.138207998821853	
86	112	7.78643194365713e-08	-0.0992212421859755	
36	123	0	0.252567537500956	
56	90	0.0142874511985722	-0.0409870535161829	
46	106	0.0463031079218876	0.151796534499094	
67	107	0.00042743598477335	0.170069605956276	
16	99	0.898459513816517	0.00414807905295922	
98	117	0.13771814413405	-0.0288878388752112	
26	123	0.147487063859193	0.12672171323495	
7	110	0.00161004005970944	0.238932096733187	
77	110	6.72410571667115e-10	0.198775372028069	
37	102	0.394756040996719	0.061248646945846	
87	114	4.07502559252038e-07	0.241802371418973	
47	114	0.115414362445102	0.141841693542445	
57	116	0.712908849238941	-0.0176459681355099	
68	106	0.399622411597465	-0.0500510461331632	
99	93	0.0731945240911129	0.0308422126732552	
17	114	4.08427753839646e-08	0.179364273471099	
27	106	0.35706326009431	0.0850192222616539	
8	101	0.498795232372242	0.0501933455027119	
78	89	0.343236554492929	-0.0241680548363279	
88	102	0.00492502215082835	-0.109060369773589	
38	104	0.034925836025812	-0.0791735862906394	
48	107	0.000168187049557567	0.180545403730248	
100	104	8.10492316372091e-07	0.210197254645669	
69	104	0.475391082253255	-0.0152101359642013	
58	108	0.699874320448828	-0.00594286806613374	
18	109	0.000220517401518405	0.193662180958989	
9	99	0.00470202815849552	0.0548656798440361	
79	118	0.0377690075164159	0.117256094508023	
28	108	1.09840821549412e-07	0.17002586700639	
89	89	0.789659354811731	0.0343943717546037	
39	114	0.00423439879777243	0.213832487065005	
49	90	0.432802529523676	0.0153841389098874	
70	111	1.57514001841719e-11	0.215940838826034	
10	90	0.553209460632897	0.0458044487087604	
59	128	0.0446307861592958	0.134642459683049	
19	110	0.892658718348278	-0.00525829552136241	
80	101	0.000320319790608981	0.163126197206059	
90	109	9.10382880192628e-15	0.265164284263151	
29	98	1.53346220632677e-06	-0.111215625662997	
50	114	6.10704375958449e-10	0.178306093758628	
40	88	0.316261867348605	0.0153990984930998	
20	109	8.23785484271866e-13	0.222617653730049	
60	116	0.680957213500961	-0.0126694196289538	
30	102	0.4073461785988	-0.0482675690862104	
