"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"CHVP_test"	"AIC_1"	"gamma_1"	"prop_1"
"80"	101	3.83503551824797e-07	-0.134591328395958	-0.131790377499907	0.0247526074735372	3.83503551824797e-07	6.24275858944779e-07	0.0978254946298592	0.0388521538297991	0.0096016535732825	0.0133931662647175	0	6.21626350867536e-07	-585.346800089417	"-0.134591328395958_0.102595863368997"	"0.510679314259768_0.489320685740232"	NA
"11"	128	0.000943994842036571	-0.100976490856257	-0.0842149436852403	0.029821106067239	0.000943994842036571	0.00550869288982916	0.0747406980887572	0.0427627996334507	0.039512927969465	0.082915992230373	0	0.00229618649952751	-777.745582492662	"-0.100976490856257_0.0889573710194027"	"0.501607283556402_0.498392716443598"	NA
"42"	119	0.000410073547225477	-0.0856652446429235	-0.0813927588844779	0.02355304458372	0.000410073547225477	0.000763504330764682	0.214943710912471	0.0532076643369775	0.000125360366676787	9.56235918109389e-05	0	3.52863200665283e-07	-664.323337727497	"-0.0856652446429235_0.211071248714777"	"0.510186409734763_0.489813590265237"	NA
"49"	90	0.000109004331461443	-0.094680361601646	-0.0855092479999307	0.0233755182202451	0.000109004331461443	0.00042998953873613	0.140236988844193	0.0419749339515423	0.00130796892257727	0.00122164688838647	4.44089209850063e-16	2.61881769879829e-06	-522.270628900076	"-0.094680361601646_0.139338552756594"	"0.504850091743027_0.495149908256973"	NA
"19"	110	0.0204901018803736	-0.100241160400932	-0.0862504909897247	0.0426271112147493	0.0204901018803736	0.0454818275855035	0.106653411437533	0.0440126847909936	0.00699941428385257	0.0170294889168632	0	0.00164194747133265	-640.850520686201	"-0.100241160400932_0.12098934978124"	"0.501894412806001_0.498105587193999"	NA
"34"	104	0.0182218462294524	-0.112307348743337	-0.100960684994247	0.046807642736849	0.0182218462294524	0.0333372942993543	0.0905348062098823	0.0465671374290459	0.0379539015355046	0.0546018677957732	1.55431223447522e-15	0.00372808879241933	-615.523621407661	"-0.112307348743337_0.0979038773241401"	"0.501304744419266_0.498695255580734"	NA
"88"	102	9.43953094460485e-06	-0.13091159252994	-0.12320822377002	0.0280551566502456	9.43953094460485e-06	2.77728293496735e-05	0.245736032216465	0.0426125921996207	3.38336967920993e-08	8.8598884141993e-08	0	4.77597319107188e-13	-571.076012051407	"-0.13091159252994_0.254859374655957"	"0.513471109803268_0.486528890196732"	NA
"72"	101	0.00260806692532381	-0.0953483296119776	-0.0907735235336884	0.0308767011722913	0.00260806692532381	0.00407855382733395	0.15980024325469	0.0536637503952744	0.00349030117413227	0.00364260154888786	0	5.18298993617505e-05	-569.50830139778	"-0.0953483296119776_0.160564755448902"	"0.50862392537126_0.49137607462874"	NA
"27"	106	0.0101828681720559	-0.098696652878493	-0.0881626117580874	0.0377154916850435	0.0101828681720559	0.0213057894774035	0.123784615197101	0.0593326286519503	0.0326308000758596	0.0393756435046247	2.22044604925031e-15	0.00257255462502511	-611.660014875846	"-0.098696652878493_0.128471421393412"	"0.503177602129584_0.496822397870416"	NA
"3"	111	0.00284887676079045	0.106965496645696	-0.158816645008024	0.0271084742821608	1.29109803662684e-08	4.93927153538131e-08	0.101460499770203	0.0350459835272651	0.00284887676079045	0.00457291042799365	0	4.24295247486094e-09	-630.070549839728	"-0.166657542242365_0.106965496645696"	"0.499695691041929_0.500304308958071"	NA
"96"	121	2.60901515607388e-06	-0.0982586596237561	-0.0937065024197441	0.0199096266162759	2.60901515607388e-06	6.81205434836615e-06	0.145682425273026	0.0290496188085341	1.27198858029506e-06	1.85518281441633e-06	0	1.06495292975079e-11	-721.634084741894	"-0.0982586596237561_0.148220553497589"	"0.510217956334556_0.489782043665444"	NA
"81"	94	5.20623112704358e-06	-0.123077788633203	-0.116385022887691	0.0254449649733918	5.20623112704358e-06	1.47384912598653e-05	0.147747550609599	0.0471930038862984	0.000600732923884516	0.0023307140625016	0	8.37505384987204e-07	-552.174254023323	"-0.123077788633203_0.167669605727523"	"0.523581548674556_0.476418451325444"	NA
"65"	110	0.0996441541479195	-0.0719290918416392	-0.0800714087919317	0.0433120526110619	0.0996441541479195	0.0672099891624205	0.100120047016632	0.0449226715441297	0.0310282430240608	0.027884555892947	1.12030027477061e-08	0.00388190851488063	-615.360864556263	"-0.0719290918416392_0.0981569255599303"	"0.50192228544328_0.49807771455672"	NA
"35"	109	1.3718270777351e-06	-0.159015369165637	-0.151024581795233	0.0310895164061796	1.3718270777351e-06	4.04011113115213e-06	0.1451026212647	0.0285908650382782	3.72795542230527e-07	1.62361167192538e-06	0	2.36581175826173e-12	-626.377064528148	"-0.159015369165637_0.154840450062762"	"0.500546851133581_0.499453148866419"	NA
"58"	108	0.00456292383901443	-0.0790852799589178	-0.0874971726423379	0.0272942537595191	0.00456292383901443	0.00177661700434175	0.0944213352363568	0.0542895813225837	0.173385805805112	0.0848725720918011	1.44705745652729e-06	0.0027550434920924	-594.142955569915	"-0.0790852799589178_0.0744062118564291"	"0.503013029505551_0.496986970494449"	NA
"4"	96	0.000447464198635998	-0.0970134016566776	-0.0945120027098566	0.0266708137936236	0.000447464198635998	0.000614077165772843	0.187183342565077	0.0320779301506713	1.42531378677755e-08	7.41902552263545e-08	0	1.45322416138772e-11	-557.801706689852	"-0.0970134016566776_0.199023843299599"	"0.517919497187377_0.482080502812623"	NA
"50"	114	7.09618067401386e-06	0.173583810709581	-0.100748603532396	0.0366281520986466	0.00272431424273705	0.00693001678393412	0.168123420344422	0.0368543124635586	7.09618067401386e-06	1.29497326955411e-05	0	2.28428047131699e-07	-640.762973066702	"-0.112258433531689_0.173583810709581"	"0.498100714202928_0.501899285797073"	NA
"20"	109	4.34508627213735e-07	-0.127190239547436	-0.122536065442352	0.0236377604943498	4.34508627213735e-07	1.02052050204987e-06	0.22294683820557	0.0356771490609296	1.62025307254823e-09	8.38649321294451e-09	0	6.88430619779163e-16	-614.295661042284	"-0.127190239547436_0.235287990440609"	"0.526280868762065_0.473719131237935"	NA
"43"	108	0.0024985220388227	-0.101559166313528	-0.0928167557850464	0.0327953989172475	0.0024985220388227	0.00555747905800425	0.0879790851940639	0.0447028503005164	0.0335098125981064	0.0516453661535902	8.88178419700125e-16	0.00111037771184189	-635.229631670305	"-0.101559166313528_0.0962758123815781"	"0.502264321360101_0.497735678639899"	NA
"12"	114	0.0535585870426637	-0.0911065938904991	-0.0983249392863994	0.046702540122987	0.0535585870426637	0.0374766646630767	0.0773659155623338	0.0483656556808153	0.165085412734907	0.112478691147809	4.10077102941386e-07	0.00897148928734804	-630.453242532011	"-0.0911065938904991_0.0675773917947157"	"0.502881900739355_0.497118099260645"	NA
"89"	89	1.04218812147438e-08	-0.110853227955057	-0.107192787016278	0.0175374134406952	1.04218812147438e-08	2.62395732500995e-08	0.108255154888129	0.0456947503816259	0.012383038230188	0.0200192101947874	9.43356504023996e-12	1.07318816809066e-05	-511.241551864826	"-0.110853227955057_0.116686405643966"	"0.528854916402049_0.471145083597951"	NA
"28"	108	4.90727040285995e-08	-0.130085202919953	-0.124621327289026	0.0221532118577716	4.90727040285995e-08	1.49463847879911e-07	0.139972879706794	0.0359074223397802	8.96785718343243e-05	0.000169379648801568	0	3.58059065073735e-10	-624.065181438651	"-0.130085202919953_0.146204886818196"	"0.509603932312557_0.490396067687443"	NA
"97"	112	1.30479119387597e-08	-0.13880290120991	-0.124507983051496	0.0226021733597503	1.30479119387597e-08	2.36639445994529e-07	0.189836238038459	0.0383889787903159	1.28766381384383e-06	2.72307489103145e-06	0	1.71093969921356e-12	-636.194270534833	"-0.13880290120991_0.196606723189409"	"0.522031881265934_0.477968118734066"	NA
"73"	110	1.6543153754005e-06	-0.134013850195693	-0.123560620732609	0.0264429453695737	1.6543153754005e-06	8.54451127677175e-06	0.203660645327505	0.0368008628419517	1.20477591033766e-07	2.17611365895581e-07	0	5.16486568413464e-13	-613.128287445191	"-0.134013850195693_0.208519933591028"	"0.502364007330857_0.497635992669143"	NA
"82"	108	1.25631371346134e-07	-0.13443738386737	-0.132198244763833	0.0237344392826064	1.25631371346134e-07	1.91454567456732e-07	0.0870818930400943	0.0380366211375559	0.032364804760217	0.0240175999868856	1.90958360235527e-14	1.00371362311883e-06	-624.651692697519	"-0.13443738386737_0.082468170471543"	"0.511244788708418_0.488755211291582"	NA
"36"	123	3.36377816815082e-22	-0.194820932509677	-0.193569107881074	0.0163416903065021	3.36377816815082e-22	5.14430802184297e-22	0.225218797317176	0.0403806039545998	1.73223567788068e-07	1.49388159686555e-07	0	7.0045154196259e-22	-682.976142919888	"-0.194820932509677_0.223910761136633"	"0.545693798652377_0.454306201347623"	NA
"51"	110	6.63199500451736e-16	-0.140632384347889	-0.138810296338804	0.014837309339805	6.63199500451736e-16	1.26351051557362e-15	0.0789097405353755	0.0362824949650439	0.0278365197909647	0.0318010070667394	2.22044604925031e-16	2.78857649792942e-08	-648.212049432613	"-0.140632384347889_0.0808889290443469"	"0.51434551891296_0.48565448108704"	NA
"21"	88	0.190645308437874	-0.0474268208176014	-0.045199558746685	0.0359578741481876	0.190645308437874	0.212112725971465	0.081428910354386	0.0474903811782838	0.0517387663260196	0.089971497953744	6.96922468312877e-06	0.0335205353928802	-513.028701822818	"-0.0474268208176014_0.0936704989468926"	"0.517494822995833_0.482505177004167"	NA
"44"	110	1.92163616331078e-06	-0.12561902215316	-0.120408964481729	0.0249605051751183	1.92163616331078e-06	4.60029754795548e-06	0.0586464810107263	0.0431125406399053	0.1228068194962	0.176537990843628	4.9382720135327e-13	0.000325295932809727	-643.634446761702	"-0.12561902215316_0.0670468935029963"	"0.512720869579611_0.487279130420389"	NA
"59"	128	0.000579365172533572	-0.0833975440635625	-0.0770913447695101	0.0236247054538988	0.000579365172533572	0.00141554728558734	0.11864587350583	0.0309927045017153	0.000166180071543075	0.000201680600936511	4.44089209850063e-16	5.09383393218201e-07	-755.716500419432	"-0.0833975440635625_0.12028692011097"	"0.503747170962468_0.496252829037532"	NA
"66"	96	0.00703870991020266	-0.102892517415964	-0.0963434860935848	0.0373499978906388	0.00703870991020266	0.0114283293153342	0.127944303666591	0.0451686289426519	0.00514582757848924	0.0056379256388651	2.66453525910038e-15	0.000129856509918709	-546.066716384728	"-0.102892517415964_0.12937106336266"	"0.502149552332811_0.497850447667189"	NA
"5"	110	0.00471738462299096	-0.0866768864622061	-0.0827092305826666	0.0300431009050292	0.00471738462299096	0.00691898874843978	0.112965452846874	0.0421367435169286	0.00785038056739109	0.00848262551534221	3.521627434111e-13	0.000156117037775209	-635.02597022719	"-0.0866768864622061_0.114126988850389"	"0.505779879467609_0.494220120532391"	NA
"90"	109	3.00371165052819e-08	-0.127550593809025	-0.123100974955312	0.0213476612221786	3.00371165052819e-08	7.78788127027804e-08	0.160511317370327	0.0507852983595727	0.00331615908550457	0.00204335572535088	0	2.6300375974719e-07	-625.211751527923	"-0.127550593809025_0.152538689242988"	"0.512315315046989_0.487684684953011"	NA
"98"	117	5.60363709853107e-05	-0.105088451621183	-0.0996150784445982	0.025119221794899	5.60363709853107e-05	0.000127027354012866	0.0562731875822437	0.0382786398117436	0.134024067942996	0.144243552659923	7.79398767747352e-12	0.000662079684826585	-715.473765231411	"-0.105088451621183_0.0577615199167247"	"0.502402600335915_0.497597399664085"	NA
"13"	104	0.00588628707935279	-0.105667683978516	-0.10279333563954	0.0375698501913061	0.00588628707935279	0.00732418986116177	0.112820912930775	0.0401246550063918	0.00510766270396343	0.0058999791759543	4.44089209850063e-16	8.76200105592493e-05	-597.538436971647	"-0.105667683978516_0.114815430818048"	"0.501052092389959_0.498947907610041"	NA
"29"	98	0.00415468350107845	-0.135318059834653	-0.115213560023215	0.0460929319976445	0.00415468350107845	0.0141124832055733	0.12260752940633	0.0639224271048691	0.0311604071312853	0.0580435348688436	0	0.00254664148147051	-545.257409698682	"-0.135318059834653_0.139786398943401"	"0.504498222158419_0.495501777841581"	NA
"74"	96	2.77918997500441e-07	-0.113268701164679	-0.11263102023516	0.0204731009600369	2.77918997500441e-07	3.17802902490095e-07	0.0722060791129131	0.046944411205436	0.121399925227665	0.127343780741479	3.16067172434487e-11	0.000307288297347522	-567.219508127313	"-0.113268701164679_0.0733696994539983"	"0.510566549389674_0.489433450610326"	NA
"83"	96	2.20791768721691e-08	-0.139573183192706	-0.13547452689641	0.0228534080130226	2.20791768721691e-08	4.92121819820172e-08	0.103622129018684	0.0456619379775255	0.0298030940094685	0.0255100633005704	0	2.83382624910604e-06	-563.220790424374	"-0.139573183192706_0.100725098027653"	"0.515402376197451_0.484597623802549"	NA
"6"	87	0.0260674016010807	-0.0931785203277649	-0.0774680421557228	0.0411501451361178	0.0260674016010807	0.0631398774535784	0.125100792361384	0.0489645661934096	0.00548107166413268	0.0123806819764294	4.44089209850063e-16	0.0015395433072294	-499.195472425554	"-0.0931785203277649_0.139517092525017"	"0.500267243130035_0.499732756869965"	NA
"45"	109	3.80619236419087e-05	-0.105883060895889	-0.107141594778695	0.0246427887265193	3.80619236419087e-05	3.1248075437504e-05	0.0757852474428578	0.0352390004415036	0.0237580084693365	0.0337372436162958	6.3504757008559e-14	2.09938134362533e-05	-647.648494226369	"-0.105883060895889_0.0808188914879691"	"0.504506934959606_0.495493065040394"	NA
"22"	115	2.34274618959689e-06	-0.116608203087617	-0.115612756144903	0.0234452361328389	2.34274618959689e-06	2.80342083948321e-06	0.100100909411081	0.0412233130621175	0.0103961108784965	0.0167349218673579	6.21724893790088e-15	5.40005931261755e-06	-659.321298497378	"-0.116608203087617_0.107409574238639"	"0.511619494420018_0.488380505579982"	NA
"37"	102	0.106782150852978	0.0879475123652426	-0.0313732547707724	0.0431934862653896	0.586882340696124	0.469308930401109	0.107609292183266	0.0540439430204516	0.106782150852978	0.0491659589288199	0.000171662050769239	0.0445495471405044	-589.714055401252	"-0.0235450283149197_0.0879475123652426"	"0.495754379336522_0.504245620663478"	NA
"91"	107	1.89190898850295e-08	-0.120973619612447	-0.117466740483964	0.0198839069939859	1.89190898850295e-08	4.25356078871956e-08	0.205821551367413	0.0433483325896558	7.99099153409981e-06	6.46340278598821e-06	0	1.2118888697084e-11	-609.814871459542	"-0.120973619612447_0.203556757587631"	"0.524189423277193_0.475810576722807"	NA
"99"	93	0.0144242591453854	-0.0703648755823702	-0.0660729157808662	0.0282158202640679	0.0144242591453854	0.0213546463737086	0.118780512033732	0.0435013937913035	0.00461942064518535	0.0075791514335447	3.35953487251572e-13	0.000363712170373675	-540.953725356698	"-0.0703648755823702_0.1263060440936"	"0.503677425291967_0.496322574708033"	NA
"52"	125	2.92894133262161e-05	-0.116241683856138	-0.110676529251987	0.0267854938484556	2.92894133262161e-05	6.56631617984254e-05	0.173845782136759	0.043201847789157	5.81016866270832e-05	9.8834790598438e-05	0	2.17666310257895e-08	-705.084421770116	"-0.116241683856138_0.179887415389685"	"0.5038701224062_0.4961298775938"	NA
"60"	116	1.22772014751269e-05	-0.108837512432643	-0.101982028966632	0.0238081868665859	1.22772014751269e-05	3.83623969633939e-05	0.106204508571589	0.0368909583835274	0.00366568156645084	0.00476016227694271	0	2.12038900065036e-06	-697.05581605798	"-0.108837512432643_0.109432427523911"	"0.506243459007334_0.493756540992666"	NA
"30"	102	0.00449538704904519	-0.109690920828411	-0.0975819247429709	0.0377427262318859	0.00449538704904519	0.011152497913336	0.172788070877882	0.0387161153921412	4.33130843579647e-06	2.10626228996768e-05	0	5.71915455782616e-07	-583.285879675781	"-0.109690920828411_0.188114021500891"	"0.509601047858213_0.490398952141787"	NA
"67"	107	9.91964239178131e-05	-0.104623137263879	-0.0986682346140402	0.025858468921613	9.91964239178131e-05	0.000228702637773466	0.103377476296961	0.0443178835520586	0.0218008891499457	0.0215559839378263	6.75015598972095e-14	8.2255733973597e-05	-607.761833385188	"-0.104623137263879_0.103179972029707"	"0.509092686562984_0.490907313437016"	NA
"75"	106	0.00691405966103933	-0.0759835007202484	-0.0699615697667519	0.0275772253781307	0.00691405966103933	0.0126532252304206	0.18668776288919	0.0298469288320545	2.66133092101355e-09	8.75195531711278e-09	0	2.68939678500536e-10	-626.148690224823	"-0.0759835007202484_0.19424129656557"	"0.502836302922516_0.497163697077484"	NA
"14"	104	0.138348077994699	-0.0623805775633754	-0.0539515617628831	0.0417664029061717	0.138348077994699	0.199336355334527	0.091125069317127	0.044789780773963	0.0341353017370315	0.0444701882497809	8.88044660030118e-08	0.0178403250429631	-595.356482862252	"-0.0623805775633754_0.0961662075337813"	"0.502852039389194_0.497147960610806"	NA
"84"	102	5.5186983884448e-05	-0.131761496561157	-0.124422244209243	0.0312860800153771	5.5186983884448e-05	0.000131395320631173	0.164690924562234	0.0517646969377907	0.00167250761838921	0.00194663218875536	0	1.7535061775323e-06	-558.35923263868	"-0.131761496561157_0.167184770161501"	"0.50340043073438_0.49659956926562"	NA
