"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"eff_mean_minClass"	"sd_minClass"	"P_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass"	"P_maxClass_mean"	"corTest_1"	"CHVP_test"	"AIC_1"	"gamma_1"	"prop_1"
"46"	106	1.93792297971808e-08	-0.137249204333121	-0.134798838384893	0.022560913786213	1.93792297971808e-08	3.19172365224211e-08	0.0979685106100467	0.0437859038859213	0.0300443240203263	0.0273697256590001	0	2.2941496517292e-06	-615.390356398806	"-0.137249204333121_0.0963016317465313"	"0.511303702113217_0.488696297886783"	NA
"61"	88	4.01824736242612e-05	-0.110637480216434	-0.105812383263643	0.025568384159578	4.01824736242612e-05	8.05455527747141e-05	0.166276563043316	0.0550670887550277	0.00394941181848513	0.00332223465587071	0	7.4111707600723e-06	-506.702167872837	"-0.110637480216434_0.163064633066099"	"0.513389310624986_0.486610689375014"	NA
"23"	109	1.99292612264241e-06	-0.122998459991829	-0.113748236409265	0.0244689231819151	1.99292612264241e-06	9.49877159849754e-06	0.12103739830947	0.0461179868209189	0.00474284925466689	0.00993418423468545	0	6.88592250069774e-06	-640.865057006169	"-0.122998459991829_0.132995842448524"	"0.51183751225518_0.48816248774482"	NA
"7"	110	0.000433720574192189	-0.0984898327486047	-0.0891196300012971	0.02713439388116	0.000433720574192189	0.00137467756584418	0.207717988462444	0.0523051970713415	9.60079583859608e-05	0.000128563052084036	0	4.71445708900953e-07	-629.335656153075	"-0.0984898327486047_0.211858778658791"	"0.520401356493968_0.479598643506032"	NA
"68"	106	1.0255280403636e-07	-0.138212064946711	-0.132695976968018	0.0241745803182309	1.0255280403636e-07	2.82497043127102e-07	0.146363886075895	0.0339610408545861	2.28309604347997e-05	3.69442222644617e-05	0	2.16775452153092e-11	-614.698706672332	"-0.138212064946711_0.150584213882149"	"0.512623313760255_0.487376686239745"	NA
"92"	107	0.263742268253097	-0.0538995154399299	-0.100972941115059	0.0479725249170207	0.263742268253097	0.0376717132387552	0.129031399007464	0.0461941310589548	0.0643444131074	0.00619324872926315	5.34836182053411e-06	0.000553085256809231	-604.995117486506	"-0.0538995154399299_0.0863496494673739"	"0.502735443330317_0.497264556669683"	NA
"31"	99	0.000227849273211088	-0.0876837797972791	-0.0886187989421969	0.0229071361254239	0.000227849273211088	0.000197176981735302	0.13112513230657	0.0452556875134548	0.00472414757429453	0.004641439834567	4.21884749357559e-15	1.47598745900016e-05	-580.6373379018	"-0.0876837797972791_0.130852369959052"	"0.510280887292904_0.489719112707096"	NA
"38"	104	2.95759354443763e-05	-0.11207452976532	-0.112051164862285	0.0256386269602108	2.95759354443763e-05	2.96801815126034e-05	0.192283844511378	0.0590206097115453	0.00275042330389764	0.00152061215044947	0	2.25121160302325e-06	-565.462265731608	"-0.11207452976532_0.18109930760026"	"0.512299024378234_0.487700975621766"	NA
"15"	94	2.16484933175851e-06	-0.131820166089587	-0.124788123983086	0.0260871698663923	2.16484933175851e-06	6.45015118956606e-06	0.15595783388101	0.035436191383301	2.80978830342902e-05	2.86979372101159e-05	0	1.76909062134158e-10	-546.776654550493	"-0.131820166089587_0.156154207307483"	"0.51161258786723_0.48838741213277"	NA
"53"	103	0.0189823622631102	-0.0835675236905777	-0.0832548664409935	0.0350557786114103	0.0189823622631102	0.0194218970061991	0.158855842049103	0.0478965731599069	0.00136296093555049	0.0012630256674181	2.69562150378988e-13	4.52213798726313e-05	-570.690982632998	"-0.0835675236905777_0.157722887879245"	"0.506076974886396_0.493923025113604"	NA
"76"	114	5.67794697542152e-09	-0.120640801481244	-0.121909422702388	0.019125495443169	5.67794697542152e-09	4.13344711736338e-09	0.0826530152111729	0.04024822209232	0.0448735737972623	0.0423243699694004	5.43032285804657e-12	4.41991819945267e-06	-669.623360010958	"-0.120640801481244_0.0816384710049159"	"0.527328602912958_0.472671397087042"	NA
"100"	104	0.0141250417520696	-0.109783628978943	-0.095981183608372	0.0439735812155322	0.0141250417520696	0.0313294616347135	0.164730916453275	0.0538666211524974	0.00176165336371845	0.00283831655288155	0	0.000177330132015417	-572.298354478445	"-0.109783628978943_0.172996803851728"	"0.501946408982624_0.498053591017376"	NA
"16"	99	8.96888984867879e-09	-0.115809917869259	-0.111349759082355	0.0184172825549369	8.96888984867879e-09	2.70073401367373e-08	0.152527632269617	0.0370509860577925	6.72484205411224e-05	8.02230771585563e-05	0	1.79943340460404e-10	-584.751825732831	"-0.115809917869259_0.15429064406206"	"0.516353406343646_0.483646593656354"	NA
"69"	104	8.75580699834399e-06	-0.131075517126729	-0.121347353159836	0.028006700705487	8.75580699834399e-06	3.43049353578883e-05	0.134444548110376	0.0383964267068911	0.000693964902442029	0.00068543835604119	0	7.35736256808357e-08	-581.232493486385	"-0.131075517126729_0.134302813735064"	"0.503268919577408_0.496731080422592"	NA
"8"	101	0.00123369189023393	-0.101996089749179	-0.0981174584294578	0.0306678826802196	0.00123369189023393	0.0018456782254967	0.0874789110301115	0.0561000994372289	0.113062437613823	0.122076131667268	2.37754260723477e-11	0.00369758140090406	-579.050070865586	"-0.101996089749179_0.0896821481255554"	"0.502940328572752_0.497059671427248"	NA
"39"	114	0.00157715321925419	-0.0975256169255048	-0.0885309222776549	0.0301131174121467	0.00157715321925419	0.00398174566796653	0.121390421001746	0.0552640587226662	0.0271486669273194	0.0300943600123828	4.44089209850063e-15	0.000851512480573078	-660.413492908132	"-0.0975256169255048_0.123707815826381"	"0.504583340827014_0.495416659172986"	NA
"54"	117	1.30810713006439e-10	-0.146768190060245	-0.141103308012605	0.02078731003861	1.30810713006439e-10	5.10387001128969e-10	0.193551541813549	0.0442710316195916	2.84636715856577e-05	2.69979795098273e-05	0	7.78364685534793e-12	-653.593407145314	"-0.146768190060245_0.192955536430397"	"0.513340813646277_0.486659186353723"	NA
"77"	110	0.00313779968616239	-0.137961800958684	-0.125988271246987	0.0456649776009174	0.00313779968616239	0.0068024588065226	0.138946780261218	0.0505514084394536	0.00194263799468378	0.0070062409387272	0	0.000100628083725569	-598.914968108473	"-0.137961800958684_0.160547839328786"	"0.502347278311426_0.497652721688574"	NA
