simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	correct_factor	CHVP_test_correct	AIC_1	gamma_1	prop_1
1	93	0.0932106612258184	0.0261011945751022	0.0253906527878069	0.0156907924794866	0.0996733402058388	0.1090455943681	0.0276197760119555	0.0153871448212351	0.0932106612258184	0.0759390895307265	0.999870503895769	0.919207318062333	0.646490736203976	0.796667877759674	-617.713144751075	0.0260970993812089_0.0261011945751022	0.5_0.5	
3	84	0.200383452233972	0.0260446618452711	0.0163055540608198	0.0263329133421045	0.325709306409382	0.537475215856444	0.0352940646325102	0.0201783467404274	0.200383452233972	0.0839694150440371	0.999651716390944	0.567069861893065	0.752954229867169	0.454956871521732	-550.225024760002	0.0260339542079556_0.0260446618452711	0.499999999999995_0.500000000000005	
4	104	0.103079144591136	0.0219672707649851	0.0226188397978593	0.0133563500809732	0.103079144591136	0.0933845885003532	0.022712304693142	0.0133724512381519	0.103444696353227	0.0924437390018145	0.999906650851271	0.996054316448912	0.95321120803904	0.994855893658989	-688.86148616823	0.0219672707649851_0.0219701423298445	0.5_0.5	
2	102	0.0769811991707119	0.0407920910860048	0.0273911520279553	0.0253592039292519	0.11146187892331	0.282658311291113	0.0532227517631655	0.0228305807460466	0.0769811991707119	0.0217294005617918	0.997337276301132	0.449030669797689	0.598393168191168	0.280238136018119	-668.031258115362	0.0407192970469412_0.0407920910860048	0.499999999999631_0.500000000000369	
5	102	0.602609786446897	0.0108123433376812	0.00212652347288702	0.0207016673234349	0.602609786446897	0.918387029011811	0.0182461856580436	0.0220882060266775	0.624802443900848	0.410717084703979	0.999145687686015	0.594394650096784	0.756581693715172	0.482663012310568	-657.621688844141	0.0108123433376812_0.0108355693162364	0.50000000000003_0.49999999999997	
8	112	0.708495605807767	-0.0109622578165632	-0.00258413520212189	0.0292452629153454	0.708495605807767	0.929749127740169	0.0657887509515103	0.0322837602496809	0.0252136050664159	0.0439448531767451	6.82611037317038e-05	0.11650736663808	0.807118226265386	0.0882065962601604	-723.700969945127	-0.0109622578165632_0.0732455205808119	0.50033069108169_0.49966930891831	
7	98	0.0425450002552459	0.058096270895603	0.0114611328700699	0.0339966143729893	0.751501716090184	0.736750503803287	0.0559220577107121	0.0282675832717232	0.0425450002552459	0.0507301958617317	0.0350535603368849	0.314608950536816	1.14421747952306	0.360589148550283	-627.094808715189	0.0107959458720234_0.058096270895603	0.499745627643046_0.500254372356954	
6	121	0.502519474491049	-0.0205372928253343	-0.0116748471328763	0.0305359438857144	0.502519474491049	0.702891933390671	0.0529843242554484	0.0303456138707059	0.0427917960530214	0.0833650842623943	2.01972257354299e-05	0.133108433116214	0.742951722205142	0.0913755758169411	-764.834536370493	-0.0205372928253343_0.062132672864045	0.500416615677886_0.499583384322114	
10	104	0.0940975081764274	0.0493989547477704	-0.0334330179996379	0.0331074982530152	0.248197088179752	0.314942096780237	0.0440929529639626	0.029234207042358	0.0940975081764274	0.134547822204477	8.28089460422898e-05	0.0792110630059955	0.692811808100856	0.0481444530621587	-660.99351152246	-0.0384483144208261_0.0493989547477704	0.499549355755323_0.500450644244677	
9	109	0.93020977355303	0.002084122727514	0.00591879352909678	0.0237410972126223	0.93020977355303	0.803597765297403	0.034701756967335	0.0291626511642411	0.203884689821831	0.236679869809967	0.101572394890999	0.444026049720252	0.943354383637823	0.421827584985748	-706.902470819855	0.002084122727514_0.0372785653812443	0.500017695617348_0.499982304382652	
13	96	0.404385043431313	0.0109518670326436	0.0104068220094105	0.0132517803852919	0.410741791493421	0.434223074592825	0.010917241710215	0.0130760585257139	0.404385043431313	0.405866987935841	0.999910505790149	0.978127259682645	0.950786678631609	0.973426495068562	-636.491997010551	0.0109490677589022_0.0109518670326436	0.5_0.5	
12	108	0.568985184057578	-0.0132449386104414	-0.0210365590486163	0.0234546396698019	0.573435582479913	0.371783723155269	-0.00616139817087375	0.0231833073576528	0.568985184057578	0.790928728252402	0.999974637598811	0.651949614966322	0.788337673268005	0.555120815755495	-689.344125405424	-0.0132456728266224_-0.0132449386104414	0.5_0.5	
11	99	0.705780182013447	0.0114545090705279	-0.00473800794230687	0.0308236991969164	0.712154426841439	0.878152001158281	0.0288300110497155	0.0302523538291783	0.705780182013447	0.342942783046039	0.998304821223642	0.437021829830116	0.817019677068539	0.364130226038302	-632.316799020611	0.0114058673479937_0.0114545090705279	0.499999999999904_0.500000000000096	
14	111	0.0361940527744607	0.0662621849417538	-0.0176373612789496	0.0312895143464761	0.619865554916372	0.574117385128896	0.068070386016355	0.0312454330944981	0.0361940527744607	0.0314976269313331	0.000242725828045298	0.0525914293671397	1.47865636890107	0.0950157109398611	-698.087985508459	-0.015564929597081_0.0662621849417538	0.499997315837731_0.500002684162269	
15	116	0.00116251590631199	0.0906968832030011	-0.0542076255390236	0.038639823144111	0.118685178159134	0.163342131423861	0.0846977052426547	0.027225179385831	0.00116251590631199	0.00235167372314118	3.99603017342542e-10	0.00329605357753239	0.693795151594614	0.00176824810600684	-715.529285185876	-0.0607439177125784_0.0906968832030011	0.496763231682509_0.503236768317491	
17	99	0.49845359007468	0.0106803927787264	0.0072170576115443	0.0157191413234225	0.49845359007468	0.647160843216906	0.0124424079798096	0.0158709450066322	0.502330874789208	0.434946154940745	0.99980116680334	0.815044062264508	0.705105440230447	0.6866054542094	-642.262561040357	0.0106803927787264_0.0106861665698416	0.5_0.5	
18	94	0.524812113673852	0.0161918331467141	0.0076450411189954	0.0248448572808812	0.516741724265029	0.758990159587188	0.0259192697931932	0.025364974015458	0.524812113673852	0.309501369834276	0.999255826831625	0.606772759785791	0.776116981879913	0.504391618120805	-611.458520508563	0.0161705248800678_0.0161918331467141	0.499999999999995_0.500000000000005	
16	121	0.348330574805814	-0.0196285111738689	-0.0250132883119624	0.0208477095298184	0.348330574805814	0.232576653972231	0.0251099089393585	0.0269949354272941	0.477381840823722	0.354149954956875	0.086884027548928	0.141685007092243	0.920625756596793	0.12763830706774	-771.073301636534	-0.0196285111738689_0.0192407403710321	0.501248699349885_0.498751300650115	
19	106	0.0169282467004028	0.0794760519764757	-0.0228773901780178	0.0353206321552884	0.239733183904015	0.518588765149023	0.0618009000701423	0.0327470389628325	0.0169282467004028	0.0618922771117616	7.8739534892236e-09	0.0787357212865924	1.21479721529105	0.103592599380797	-666.706538952868	-0.0417617272499424_0.0794760519764757	0.499301616912953_0.500698383087047	
22	100	0.062022630363253	0.027265300805598	0.0254066533294142	0.0144452225789189	0.062022630363253	0.0816966971985475	0.0292748714925085	0.0149757211124046	0.0716438201290739	0.0534243527381426	0.999873584113374	0.852516676588806	0.924084947791805	0.827782988902917	-678.627580384481	0.027265300805598_0.0272691769299969	0.5_0.5	
