simNum	IVsNum	plei_test	P	eff
21	84	0.164	0.453637948800272	0.0131504026044113	
53	86	0	0.101063057927674	0.0319071999300455	
79	90	0.014	0.00666628226962014	0.0475075400251197	
99	91	0	0.278325739326269	0.0229872349785703	
83	96	0.049	0.00974675081988784	0.0425363536509444	
3	91	0.001	0.00280312737817334	0.0570210871911125	
71	91	0	0.0111296736207799	0.0448858645633387	
47	97	0	0.187118699345638	0.0256945694578314	
9	96	0.055	0.32435753778202	0.01632090621935	
67	96	0.017	0.371598646152182	0.0145451094921326	
1	103	0.016	0.0164745636728984	0.0412679724298612	
97	103	0.212	0.20081340627981	0.0191281694684096	
61	97	0	0.00914037127263567	0.0540129400547351	
37	99	0.002	0.0498265266877792	0.0333533489282885	
23	101	0	0.0204197212161789	0.0361277372640789	
49	102	0	0.0374441988574519	0.0356902477769031	
93	104	0	0.233817959152871	0.0210669538319051	
5	98	0	0.0011417794935544	0.052644469532005	
27	100	0	0.585441590005227	0.00912633116699036	
45	105	0.7	0.000138065224288846	0.0560160125090839	
31	101	0	0.0987017086627141	0.02839687056858	
59	103	0.006	0.58712687726565	0.0089340349810583	
43	101	0.004	0.00211060529685427	0.0538406335962239	
35	105	0.007	0.0499863889571681	0.0309423648861598	
13	102	0	0.916397602582171	0.00180168703952556	
89	102	0	0.000105093888998717	0.0666802698010694	
73	104	0	0.00526859289734065	0.0497449501141056	
91	105	0	0.00112117712375926	0.055409722327051	
41	105	0.001	0.993216859067116	0.000135132857300893	
55	105	0.001	0.13417638035006	0.0245618038243501	
63	109	0.047	0.0976675451853814	0.0259669797570617	
51	106	0	1.5191414695452e-05	0.0723591396728533	
33	107	0.004	0.00588600871234061	0.0438734912809938	
17	104	0.041	0.0197125462843318	0.0354458418656409	
57	111	0.062	0.0666796239296887	0.0268348512490944	
11	107	0.002	0.0104737916240506	0.040259167708318	
87	109	0.003	0.0462154510766955	0.0314014961600703	
65	113	0	0.090287432727014	0.0263260755427098	
81	114	0.004	0.0407195951480399	0.0307593235370555	
25	112	0	0.000457673314847271	0.0554531384356324	
69	113	0.007	0.055073705145968	0.0282088263422462	
15	115	0.011	0.0808049980732596	0.0266772481163663	
77	113	0.002	6.33533227037364e-05	0.0629646535480066	
39	119	0.156	0.0670775375433524	0.0252303830874196	
95	115	0	0.0240172557610058	0.0377178608586917	
19	118	0	0.0089598871092947	0.0390839307440225	
7	125	0.019	0.0105647523585239	0.0387917165863309	
29	118	0	0.0150172678995377	0.0388781476208902	
75	128	0	0.086934573278155	0.0247498177664726	
85	122	0.015	0.00075766516572956	0.0442017249410841	
22	95	0.004	0.835205037952531	0.00359496947407367	
100	97	0.026	0.00045015385475124	0.0624966991556544	
72	91	0.035	1.7332735639949e-05	0.0773256890780403	
32	86	0	0.00707258680740649	0.0505326362826296	
2	94	0.097	0.0879143421659083	0.0271848610633692	
48	94	0.036	0.0398869658978113	0.0353426394164335	
68	92	0.046	0.0151400428770168	0.0391522997598404	
42	87	0.007	0.147541167993766	0.026640297585008	
18	90	0.147	0.00246389406687498	0.0503492955635196	
36	93	0.043	0.143580568193661	0.0251001568234294	
4	98	0	0.680489443360892	0.00691666524171238	
46	101	0.005	0.0632644661299491	0.0312928303868671	
10	107	0	0.624601468357014	0.00914629179525683	
98	97	0.001	0.508599930151839	0.0110178135300466	
62	103	0	0.00376296723733953	0.0444868829551887	
34	94	0	0.271571626680667	0.0185295107105144	
38	102	0.014	0.00166894487240199	0.0510314702379057	
60	103	0	0.0691677584992653	0.0291724585640295	
84	116	0	0.00260122459485791	0.0444946085045941	
74	104	0.001	0.489299472928516	0.0110707283788134	
50	104	0	0.148085485127022	0.0250050437666848	
28	106	0.094	0.231580294699437	0.018085293359023	
64	99	0.003	0.00256238465526656	0.0499881373220172	
14	106	0.183	0.0256282765514949	0.034345406191397	
88	103	0.048	0.234973274504	0.0175248153351423	
54	124	0.052	0.0950945816624442	0.0242203032269255	
6	111	0.027	0.0524188123267952	0.0303831472909952	
56	105	0	0.00360141473793857	0.0523375486386856	
90	110	0.005	0.915165017574573	-0.00167571484979857	
16	101	0	0.0501153625089617	0.0361870989047051	
76	91	0.048	0.0927177327428239	0.0266447928945382	
94	120	0	0.00218694726735955	0.0509111497874597	
52	102	0	0.968538910193746	-0.000730664502210877	
66	106	0.142	0.00480927361797881	0.0430183369940331	
24	118	0	0.00174921592775322	0.0520970019082228	
58	114	0.002	0.000559143438236468	0.0494373018845092	
70	108	0.002	0.0700908411752675	0.0299546045280702	
78	106	0.03	0.0395720530257212	0.0326373793558824	
12	104	0.055	0.187967617925715	0.0206532872955396	
82	113	0	0.00147961420957912	0.0526007133264632	
40	115	0.068	0.0622248565539513	0.0268001194433065	
80	138	0	0.961246457202174	0.000720019094782872	
26	115	0.001	2.47225698442382e-05	0.0707248364872713	
92	123	0.001	0.391397155194995	0.0122562290861024	
44	123	0	0.030345997642604	0.036125502562511	
8	109	0	0.212039291000991	0.0181090658773875	
96	124	0.243	0.0050657135499858	0.0385506650665062	
86	108	0	0.258574029082233	0.0181508104036163	
20	122	0.001	0.0282886592355098	0.0312597781928537	
30	117	0.002	0.274388487777721	0.0167899325347575	
