simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	eff_mean_minClass	sd_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass_mean	correct_factor	CHVP_test_correct
9	93	0.000696640464594283	0.0551569516955154	-608.432565436339	0.0551569516955154_0.0551638091541693	0.5_0.5	0.0508629730137772	0.0157156471876597	0.00168289950180006	0.058560985725346	0.0175644266344626	0.00123466117242907	0.923201017828839	0.71298490736722
7	115	9.98377601603332e-08	0.0819361460777958	-753.662536489732	0.0819283228937453_0.0819361460777958	0.499999999999999_0.500000000000001	0.0788215229163655	0.0168930006216332	8.42947302834166e-06	0.085048931078892	0.0143996177627348	3.6920555574191e-08	1.02160636485937	0.786781850013213
1	90	0.0360977469491753	0.0635020738625359	-562.47427991402	0.0255923938886903_0.0635020738625359	0.499949102031367_0.500050897968633	0.0226849116226719	0.0332066367435158	0.496290448519361	0.0659808428401814	0.0298405807309634	0.0295907938072551	1.44502409067522	0.473618707670178
3	92	0.413457015193299	0.0203483456787872	-581.45283302021	0.0203483456787872_0.0994253390446955	0.502961866100296_0.497038133899704	0.0275792229403083	0.0247669987735375	0.268406159174728	0.0929554733931314	0.0347629611014483	0.00888555641107397	1.25204375163865	0.168333928097797
5	105	0.0133960821172107	0.0428239088473939	-660.59335752026	0.0428239088473939_0.130682397196561	0.523209360129882_0.476790639870118	0.0490025452117408	0.017020223447904	0.00484255802462793	0.123849538054426	0.0399668202488988	0.00249930752684093	1.29407520527253	0.121733015998599
2	98	0.240529813932893	0.0484144580614518	-586.758477288001	0.0483940996837992_0.0484144580614518	0.499999999999994_0.500000000000006	0.0190385859226007	0.0430330987759711	0.659172218373799	0.0723281770454612	0.0409979229423426	0.0808479380672955	1.34542607456983	0.486472689781172
10	85	0.000827634359696218	0.0994275070814739	-504.711837257277	-0.044023124138929_0.0994275070814739	0.493138294830051_0.506861705169949	-0.0423056554020515	0.0386812231674293	0.277213039063816	0.0994617132651895	0.0286646495456235	0.000824428852651888	1.05775583656078	0.00358171120264067
6	108	0.00349085648202951	0.0705505092443926	-670.395450163976	-0.03754735000562_0.0705505092443926	0.495451651702444_0.504548348297556	-0.0306573627115552	0.0344862664104606	0.376011728905939	0.065064609098864	0.0236172282802701	0.00690029578808845	1.23159559605137	0.0309538334280232
8	109	0.313363683106208	0.0275520198717695	-665.459629225899	0.0275520198717695_0.027593706427353	0.50000000000004_0.49999999999996	0.00384567684895905	0.0272006666104442	0.887831783420113	0.0554792888277858	0.0372571735053557	0.139378054553206	1.62912134459411	0.439173662777135
4	104	6.1571409636666e-05	0.1057192363516	-654.132291395397	-0.00996625284603766_0.1057192363516	0.497193208551264_0.502806791448736	-0.00596198933526381	0.0367516125151832	0.871447371783956	0.101747794084948	0.025298846670478	0.000110265777700926	1.2610492104	0.0233348449608521
11	115	0.118579787269628	-0.0374520209001462	-713.453730076555	-0.0374520209001462_0.112466539921644	0.501929188790583_0.498070811209417	-0.032601676866815	0.0238151526906018	0.173707192767541	0.107697727709715	0.0339839791497583	0.00196365817424906	1.20212203608746	0.00104234590435906
15	81	0.321865187689491	0.0354128395930278	-489.830607497987	0.0354128395930278_0.0354249503659007	0.500000000000002_0.499999999999998	0.010867861342872	0.035526381968202	0.760468120756307	0.0598587608825648	0.0436294307506864	0.17390441971025	0.926952220372839	0.357250215291466
13	107	0.214573842608526	0.0524686970765883	-654.399746026351	0.0524686970765883_0.0525594744615554	0.500000000000031_0.499999999999969	0.0200546407476383	0.0420231098292519	0.63418165461695	0.0844544199843962	0.0392540666694593	0.0337088335086089	1.76327049611958	0.474300418391424
