simNum	IVsNum	P_random	eff_random	AIC_random	P_fixed	eff_fixed	AIC_fixed
86	102	0.030352984096485	-0.0417564063391684	-610.682505175977	0.030352986062506	-0.0417563967184927	-612.682505080722
71	109	0.510005695082334	-0.0152908185415125	-607.335132379547	0.0547898736700035	-0.0428295771575655	-599.382204057335
66	125	0.0100228697204821	-0.0456746171955957	-712.832702936861	0.0100228696189871	-0.0456746171926505	-714.832702936548
81	105	0.920899216931104	0.00263486860310609	-553.827482253373	0.00670689897558343	-0.0552009509814855	-565.922578721581
26	95	0.844323534116978	-0.00510971363577034	-514.376691613666	0.0236411105565786	-0.0471839301691466	-514.302319548463
36	105	0.55798003629609	-0.0164124284420395	-542.223107940722	0.000908578640436012	-0.0695212639954248	-554.931159574004
31	103	0.00673653592743948	-0.0508162981333318	-613.121447262179	0.00673653601174335	-0.0508162984569459	-615.12144723969
11	77	0.0493784964225476	-0.0483630603918574	-445.472772528473	0.0051124568512472	-0.0626539757413508	-448.208625206394
56	83	0.0380692302942942	-0.0477764204799728	-473.162885304917	0.0312175300318704	-0.0477764155527204	-475.162885291166
72	98	0.00177078646951334	-0.0602251869374411	-557.845044840469	0.00177078632930349	-0.0602251921173756	-559.845044985531
21	89	0.0446779597793454	-0.0477435247036595	-496.382220713895	0.0376761279456239	-0.0477435248711262	-498.382220713525
76	108	0.00968207344758333	-0.0560140732347455	-600.870885373582	0.00861865183541518	-0.0560140777465868	-602.870885460527
46	106	0.313660677020388	-0.0207849621555281	-592.031196881147	0.313660673112397	-0.020784963596775	-594.031196917616
67	114	0.00375959192240124	-0.0527147868772507	-631.648319642404	0.00375959191603239	-0.0527147881198064	-633.64831964771
6	136	0.0241233564574875	-0.0375778211675994	-782.362804135583	0.0241233565854028	-0.037577823469197	-784.362804127086
91	101	0.000166591603997405	-0.0902188580844271	-585.752394837408	7.20808223849331e-06	-0.0902188656157046	-587.752394846574
27	114	0.511513743169353	-0.0155589406566614	-622.532422159803	0.00813702165060458	-0.0542707139776265	-622.931264927808
32	108	0.00362581825938665	-0.0576688815701353	-615.929504396809	0.00362581823653798	-0.0576688849473675	-617.929504408302
1	110	0.00532841789557237	-0.0551737736914488	-628.578650634129	0.00500701400295831	-0.0551737757320942	-630.578650644899
87	125	9.63739048828411e-05	-0.0781936243735773	-685.510871006039	2.96312687241786e-05	-0.0781936265508234	-687.510871054021
96	102	9.99472805161137e-05	-0.0768401204124126	-602.455918620165	9.9139640259133e-05	-0.0768401180156878	-604.455918627117
73	101	0.000227271783347406	-0.0721124888643238	-595.009942784142	0.000227271785152765	-0.0721124863203183	-597.009942768856
51	106	0.000132874342113952	-0.0763236888701438	-610.813671678389	0.000129100921430176	-0.0763236917754257	-612.813671662438
41	99	0.00573238664266878	-0.059565147296605	-549.043597394549	0.0056630439594983	-0.0595651487011663	-551.043597398623
61	102	0.0349673024328137	-0.0607661138423684	-576.766482933262	0.00132610429259475	-0.0631740404324666	-578.707845022635
82	109	0.0183096623938963	-0.0463172885844619	-630.917746360121	0.0136531247194016	-0.0463172882657257	-632.91774636493
57	110	0.00486152555500162	-0.0524868315026553	-643.519364832144	0.00482065200935605	-0.0524868251065534	-645.51936479336
