simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
93	112	0.00103097077732573	-0.0754867104224363	-650.840849238819	-0.0754867104224363_0.111687081071148	0.555525576782392_0.444474423217608	0.523481510944346	-0.0277810839828394	-633.265702664233	-0.0277812503379098_-0.0277810839828394	0.499999999999996_0.500000000000004
32	108	0.00034254500561322	-0.0981346552286618	-614.118275141226	-0.0981346552286618_0.0543580579806787	0.532665184770864_0.467334815229136	0.299764590135424	-0.0576628949806404	-613.928455872776	-0.0576628949806404_-0.0576626517313835	0.500000000000006_0.499999999999994
42	112	0.0244007070289983	-0.0575528353698248	-653.654726721349	-0.0575528353698248_0.0709565251180846	0.538608703470903_0.461391296529097	0.598759022862019	-0.0247560238281173	-658.101635314487	-0.0247620551957897_-0.0247560238281173	0.499999999999963_0.500000000000037
29	117	3.70927610558264e-07	-0.102020453319912	-666.661624822288	-0.102020453319912_0.107092012138516	0.566590096551463_0.433409903448537	0.0598197013239804	-0.0650102560334795	-642.939402106746	-0.0650102560334795_-0.0650088154610484	0.500000000000021_0.499999999999979
63	101	0.195781772743762	-0.107651233718878	-599.9440736354	-0.107651233718878_0.041477057904479	0.525541601889075_0.474458398110925	0.375090804898622	-0.0564056580194402	-599.956145583706	-0.0564122509376502_-0.0564056580194402	0.499999999999856_0.500000000000144
98	103	0.215447918716063	-0.11520050460475	-619.056038084224	-0.11520050460475_0.0266805717225536	0.528257783727714_0.471742216272286	0.369973426766621	-0.0612566736145986	-612.231487421655	-0.0612566736145986_-0.0612436831272155	0.50000000000044_0.49999999999956
58	111	0.00120986855683268	-0.0885906031246642	-682.042217886542	-0.0885906031246642_-0.0395095921739525	0.524964859072401_0.475035140927599	0.10982134396003	-0.07138900766241	-684.177048491605	-0.07138900766241_-0.0713846634355818	0.500000000000189_0.499999999999811
96	102	0.0119753019723297	-0.117939828233848	-597.932688048847	-0.117939828233848_0.0510853314938409	0.548759995577954_0.451240004422046	0.0674657792846693	-0.0769557641637482	-600.484647786619	-0.0769557641637482_-0.0769552234178452	0.500000000000007_0.499999999999993
1	110	0.0166836312506266	-0.0743709425017175	-623.834753911658	-0.0743709425017175_0.00101839756914594	0.511152135876468_0.488847864123532	0.456991057837369	-0.0551999712429119	-626.588826484777	-0.0552211892039592_-0.0551999712429119	0.499999999999902_0.500000000000098
86	102	0.000472804992211326	-0.0901904926653685	-617.808814842146	-0.0901904926653685_0.0539829701484694	0.54260127506776_0.45739872493224	0.376347700575202	-0.0418904113155905	-608.705564055355	-0.0418935160957932_-0.0418904113155905	0.499999999999976_0.500000000000024
80	95	0.0148530723723124	-0.0746196381463996	-578.423127067866	-0.0746196381463996_0.0310220679499631	0.52185310131927_0.47814689868073	0.696641788117345	-0.0303587889076022	-574.970455513176	-0.0303587889076022_-0.0303420840414154	0.500000000000127_0.499999999999873
6	136	0.429031866404224	-0.0375906131632184	-776.366974795343	-0.0375950166426881_-0.0375906131632184	0.499999999999979_0.500000000000021	0.429031859524564	-0.037591720582936	-780.366974797259	-0.0375939081045004_-0.037591720582936	0.499999999999912_0.500000000000088
77	100	0.0393324332293337	-0.105272416102168	-543.50972664695	-0.105272416102168_0.0763522374647381	0.530938254396047_0.469061745603953	0.297861380815496	-0.0615896380465816	-544.839345647998	-0.0615896380465816_-0.061583955634388	0.500000000000107_0.499999999999893
92	120	0.0545553679163737	-0.0859269826708953	-686.457003110114	-0.0859269826708953_0.0747580364581561	0.537039686132301_0.462960313867699	0.437430334891204	-0.0397558569357349	-688.114003594677	-0.0397558569357349_-0.0397557800600284	0.5_0.5
73	101	5.1559028729198e-05	-0.100111280351922	-589.696271071013	-0.100111280351922_0.0146850347855326	0.549735735208497_0.450264264791503	0.0672524806931363	-0.0723301915587909	-593.088574221746	-0.072331651098833_-0.0723301915587909	0.499999999999951_0.500000000000049
36	105	3.35889431296336e-06	-0.116496260926111	-564.247698215622	-0.116496260926111_0.109925032862673	0.545470476469863_0.454529523530137	0.166845451609072	-0.0694583559772568	-550.921795841944	-0.0694600389925206_-0.0694583559772568	0.499999999999983_0.500000000000017
