simNum	IVsNum	P_1	eff_1	eff_mean_minClass	sd_minClass	P_minClass	P_minClass_mean	eff_mean_maxClass	sd_maxClass	P_maxClass	P_maxClass_mean	corTest_1	CHVP_test	AIC_1	gamma_1	prop_1
93	112	8.0214953134885e-08	-0.075670400892374	-0.0744714410022529	0.0131630497272628	8.0214953134885e-08	1.21262961020279e-07	0.108491059614419	0.0463664970386429	0.0175264437372906	0.0210786588978032	2.08857042771626e-09	0.000147048173303613	-650.879482182582	-0.075670400892374_0.111814050742229	0.555528922043646_0.444471077956354	
85	105	1.5826420525384e-05	-0.115682452758406	-0.112324093558186	0.0255405897347614	1.5826420525384e-05	2.64849909339637e-05	0.0505040476840016	0.0536832286085892	0.414470506377701	0.348998246109017	2.4327132974733e-07	0.00616367646087239	-595.15190085749	-0.115682452758406_0.0439844034330466	0.512189346332388_0.487810653667612	
17	105	4.09479422542239e-08	-0.118171001417456	-0.112410001152826	0.0199452575004534	4.09479422542239e-08	1.50061534879255e-07	0.00447800410898229	0.0550124206090959	0.802125636635997	0.935280396867027	3.81598198679889e-05	0.0457684566746938	-620.511551574804	-0.118171001417456_0.0138212255835929	0.554226116243176_0.445773883756824	
47	82	4.11450260621069e-09	-0.127503353570325	-0.124437562172104	0.019346796814364	4.11450260621069e-09	8.22156772881542e-09	0.112028822404616	0.0603598850066611	0.0862452265644613	0.0670881670939359	1.60502189316958e-09	0.000190981274048519	-463.557030923773	-0.127503353570325_0.104825846972374	0.55306761869149_0.44693238130851	
62	106	4.20783138364194e-05	-0.101642688563219	-0.0955477631311233	0.0237717096186014	4.20783138364194e-05	0.000110019393270813	0.0434586887849839	0.0537860294953527	0.375544750606201	0.420921887562162	4.86049692360879e-06	0.0180859761215394	-614.073003723277	-0.101642688563219_0.047865116454928	0.543890789567623_0.456109210432377	
40	90	3.11935893753553e-07	-0.12149613066211	-0.11634822073122	0.0219552191280455	3.11935893753553e-07	8.35431548904323e-07	0.0252776544158216	0.0630281218628577	0.709267379507172	0.689341918769839	0.000163567412686305	0.0338401791932755	-520.14274461506	-0.12149613066211_0.0235747666582592	0.555121330420411_0.444878669579589	
32	108	0.000308576499069003	-0.0981127254877879	-0.0958552268023789	0.0263057134445893	0.000308576499069003	0.000416046458053807	0.0473061878100531	0.0543240487488476	0.319387885085016	0.385804813371646	9.59477068684933e-07	0.0176983217506455	-614.113610816756	-0.0981127254877879_0.0543442104328698	0.532667780016662_0.467332219983338	
70	102	1.63130383803529e-11	-0.123269290813309	-0.124115764166517	0.0162402293377453	1.63130383803529e-11	1.26249699326612e-11	0.0816681935165282	0.0513229763683543	0.119222480259272	0.114676313956297	9.20422227324025e-09	0.000131962410951126	-593.446891939969	-0.123269290813309_0.0806477921236392	0.571004204715049_0.428995795284951	
78	107	1.86525473164467e-08	-0.109700979309685	-0.109455755021049	0.0180219825438714	1.86525473164467e-08	1.98633512248535e-08	0.102669542942884	0.0620511592740529	0.082082115750186	0.100964840106871	3.13141845786902e-09	0.00102746806919051	-597.09412045823	-0.109700979309685_0.108923776188529	0.540462910076716_0.459537089923284	
9	107	2.92864655435013e-11	-0.125498908962812	-0.125226667471717	0.016893944034382	2.92864655435013e-11	3.17274303056417e-11	0.0643304820165574	0.0552376696458828	0.339953793671912	0.246790240720594	3.35426426412155e-07	0.00103214119745585	-617.577629306245	-0.125498908962812_0.0529494946454149	0.567818726291785_0.432181273708215	
1	110	0.012441101126601	-0.0743740232251069	-0.0861439912930923	0.0292628675145373	0.012441101126601	0.00396281102458535	0.00362052562393755	0.0483502153233789	0.983568695182047	0.940446433617343	0.0219000845426889	0.112217928198046	-623.843713189096	-0.0743740232251069_0.000998062187659039	0.511114211395165_0.488885788604835	
55	113	6.08386379329455e-07	-0.099495705006079	-0.0967260229228572	0.0188017998002731	6.08386379329455e-07	1.15298233119773e-06	0.0669342624072182	0.0626297543518787	0.289985453240644	0.287489620091554	2.13045216823637e-06	0.0123217911070921	-637.046959041553	-0.099495705006079_0.0665869576239227	0.566586674689063_0.433413325310937	
24	111	0.00112666558934667	-0.0981543230311908	-0.0983008002459898	0.0293450379497923	0.00112666558934667	0.00110841945187429	0.0446322333707828	0.0605016484017064	0.448046113031813	0.462265881885804	4.70039152671298e-05	0.0335341625562379	-619.818100545934	-0.0981543230311908_0.0460660922876699	0.530339589142356_0.469660410857644	
10	105	2.89848563662587e-06	-0.106258337340671	-0.10008003253998	0.0214748752541095	2.89848563662587e-06	9.39273205046751e-06	-0.0212375316078143	0.0492005884929886	0.820163469054234	0.666887899917428	0.000664506537721765	0.141923132643619	-620.583076114781	-0.106258337340671_-0.0112133200975359	0.541237728790131_0.458762271209869	
94	131	3.19266993944419e-08	-0.119018910073956	-0.11834822207848	0.0202247994212512	3.19266993944419e-08	3.73925630549807e-08	-0.0263129983687518	0.0374195382225651	0.477083162839438	0.483195561841726	0.000349335357710645	0.0304850800610338	-783.663944967353	-0.119018910073956_-0.0266825880427648	0.52752049807667_0.47247950192333	
63	101	7.4958038210146e-07	-0.107573526523218	-0.101066537344501	0.0203679393136705	7.4958038210146e-07	2.86694144011389e-06	0.0325701381923046	0.0472977745435562	0.383530228033077	0.492657671549943	2.89523756746846e-07	0.00945792867529244	-599.931511034167	-0.107573526523218_0.041397820599764	0.525537418387707_0.474462581612293	
