simNum	IVsNum	P	eff
21	687	0.0530381186656065	-0.0580429697458328	
68	723	0.0102233849192278	-0.0905364044621632	
64	716	0.326001992140678	-0.0360949920207295	
74	699	0.0713426345014504	-0.0536315150369583	
81	652	0.135013395695141	-0.050978348925819	
18	702	0.0455231497403389	-0.0644272126993262	
8	777	0.363419842430939	-0.0271410569176681	
87	771	0.00138386630888722	-0.105202963135037	
28	701	0.111443396870418	-0.0483248942961685	
97	707	0.0979857815703597	-0.0550875734160888	
11	695	0.0244812690447806	-0.0824574220385733	
84	623	0.0258059184281054	-0.0603275286862863	
1	700	0.137886085044951	-0.0457753411090382	
94	720	0.0153577638542171	-0.0821198688338916	
77	700	0.0937156113899768	-0.0573113039334213	
31	714	0.011691076697008	-0.0777368479684714	
91	705	0.040758876582374	-0.0838505042122067	
54	718	0.0715676397477111	-0.0505930597254611	
51	726	0.0716088158744779	-0.0491438235875138	
44	722	0.011448643094856	-0.0808193331918103	
71	694	0.0945916226135189	-0.0504747784964754	
15	760	0.0367127680282365	-0.053091114304382	
34	767	0.156353628066883	-0.0476092651990032	
48	693	0.0895238176530903	-0.0490141498024095	
61	677	0.0723727436860389	-0.0552407350449814	
25	723	0.0461246644823023	-0.0752646855747441	
41	703	0.0400920083723702	-0.058388417260198	
38	725	0.0656366675602794	-0.0612576812215879	
58	686	0.069241289559845	-0.0718556304222303	
5	691	0.0467509409820255	-0.067073356593326	
22	658	0.133229701872827	-0.0462062980448684	
65	744	0.0496800739125142	-0.0595067211718125	
98	715	0.0909442730300094	-0.0602836582330058	
69	713	0.150023772787866	-0.0442991874845127	
82	713	0.289206826771624	-0.0330472269397696	
19	657	0.164990372364939	-0.0470311425922727	
85	705	0.168092325895118	-0.0505291854292408	
45	732	0.654327617598174	-0.0183797243653135	
32	703	0.0922761565685134	-0.0533474909350723	
62	691	0.0385823570715222	-0.0625031913119713	
92	751	0.138020411702358	-0.0432863745602994	
35	774	0.0462546265385959	-0.0514747850083532	
39	740	0.481891568719981	-0.0264380059273728	
95	672	0.184013048851948	-0.0446215135116547	
75	723	0.0542814565579744	-0.0701903149433183	
12	719	0.0159094501928897	-0.071694287207233	
29	747	0.00954227156204379	-0.0734331005788138	
9	676	0.0187989788793939	-0.0734121556113533	
52	718	0.00693715310938215	-0.0739819255727505	
55	719	0.0313825820512277	-0.0652075709425156	
88	706	0.0434840800172064	-0.0592745158772944	
26	691	0.551766223885379	-0.0235567003325636	
78	696	0.0522389442760362	-0.0613102293485667	
2	700	0.14874827818127	-0.0450265090732517	
49	722	0.00778472308622458	-0.0627859488542377	
72	706	0.0778804302395888	-0.0502340234099904	
59	738	0.29680968556005	-0.0338645630084306	
6	804	0.129416618578455	-0.0405425828055756	
16	724	0.18237450728267	-0.0390865413806836	
42	726	0.312713339206272	-0.0306927879381488	
83	735	0.135256226252581	-0.0470663992474755	
23	674	0.0246794094102999	-0.0841867541106439	
66	697	0.0736279402596626	-0.041091855902708	
20	768	0.365777607607969	-0.0373961232013209	
70	663	0.0168848950077245	-0.0724534954594874	
63	699	0.045983567549983	-0.0549071423208746	
93	703	0.00515324436301751	-0.0680117107888976	
96	667	0.035159475167909	-0.0769922479210806	
36	687	0.0371883003060062	-0.072658847572509	
56	712	0.121143180772437	-0.0508317661082702	
53	693	0.0635396846821264	-0.0532012704281165	
40	681	0.0131128840108776	-0.0750201901400159	
76	704	0.0664329089771815	-0.0610312927305021	
99	763	0.0486100579799105	-0.0640357836650218	
46	706	0.0902273408846911	-0.0493210529576048	
33	735	0.0942755837123421	-0.0475300236448031	
13	764	0.225897704455009	-0.0354829317717203	
10	722	0.0628326679716961	-0.0526709795033834	
86	741	0.319964131465941	-0.0327371765993812	
73	731	0.0184496624053827	-0.069074493016483	
30	721	0.134516567929588	-0.0480995678071947	
50	678	0.226030274013035	-0.0395979779604765	
79	701	0.0221951989561858	-0.0731061496288082	
27	692	0.150803534758428	-0.051716627192936	
60	697	0.314018629788729	-0.0322122829337658	
89	756	0.0519633416486722	-0.0560375799751874	
43	689	0.0525024535688839	-0.0660931282638505	
3	705	0.0213101094366309	-0.0761427948859465	
17	682	0.00504499048485898	-0.0754030047261711	
7	695	0.0624465098104177	-0.059142085240777	
24	714	0.0999433341208428	-0.0535036125985273	
67	758	0.03223894583446	-0.0564215705792731	
37	737	0.120864017170249	-0.042013870655505	
14	714	0.0532943056620292	-0.0589244895561238	
47	706	0.0961509055310324	-0.0566595765536021	
100	770	0.0867095531022199	-0.0603670479303668	
57	743	0.15211156222886	-0.0425889571998829	
90	745	0.00648261031003798	-0.0726754076425934	
80	670	0.0251182776092306	-0.0616825182768513	
4	678	0.0542793540011991	-0.0639456392124457	
