simNum	IVsNum	P_mbe	eff_mbe	P_egger	eff_egger	P_ivw	eff_ivw	P_weightedMedian	eff_weightedMedian
71	118	0.166616181275542	-0.102819733403459	0.721876323981914	0.0252140967237303	0.195237339319901	0.0244398173501424	0.541916876585059	0.0135740794798289	
6	98	0.0499692744476286	0.124381444253306	0.205578190294871	0.100325436999258	0.00120970423460603	0.0655675647872842	0.000166322234367724	0.0875394700823435	
91	100	0.0603471332394468	0.139461504776422	0.120056210517438	0.109136695411431	0.0130114647161417	0.0489827557951421	0.00221476564227918	0.070460824833555	
96	96	0.0423919953296225	0.146503770932746	0.574462596749296	0.0450107464030283	0.00184585038357984	0.065157097493814	0.00958962389705114	0.0596153171961453	
21	105	0.0122988888291431	0.162092790805687	0.727765274175826	0.0311041305618641	0.0039618440783795	0.0573145628906571	0.00036305933001962	0.0809432525445484	
61	103	0.0947274467781761	0.109554777634641	0.316328643488097	0.0757363857359483	0.0855181592159232	0.0330362874209381	0.0236886779312001	0.0525681194734221	
1	109	0.328904623308998	0.0950214827726344	0.0699492918687943	0.137472331011906	0.0757366803945621	0.0370782039164235	0.0438018570409594	0.0484129459142901	
26	117	0.48854099002877	0.0371481104033937	0.00458528502591893	0.204024682589436	0.594166291167528	0.0103599374927004	0.13491618589339	0.0318751786607403	
56	110	0.542054924944815	0.0340765108946015	0.0645765839563031	0.136039916042918	0.00134828935129563	0.0599820568836974	0.0289691777914635	0.0479518741357356	
81	97	0.871752738106352	0.0121965344140983	0.711747626373015	0.0269547011539812	0.0942070266388738	0.0321646783807246	0.171956597594979	0.0325120423708515	
36	124	0.758326117638611	-0.0193724426468368	0.141938214215614	0.110446060188842	0.0050508027544756	0.0521903129104539	0.0717869646319288	0.0383914035254757	
76	112	0.567815825576594	-0.0448379506870433	0.862374188221666	0.0150232002796871	0.374007806528247	0.019171458616312	0.920078508645157	-0.00237254352057318	
66	101	0.901263869893727	0.00742900777555333	0.318561498751888	-0.0709120913126246	0.577163266329943	0.0101974365339144	0.927855630851356	-0.00201060842403017	
31	118	0.283270558338298	-0.0629707105782618	0.135176966066695	0.09786758435043	0.0735295160116234	0.0306508578651085	0.973927753792802	-0.000686538826376949	
86	101	0.203867411886387	0.0815316991462937	0.378236090037851	0.0670666017117413	0.412028614103324	0.016184710433666	0.0609840322311497	0.0439119580113341	
41	132	0.235980086686475	0.0797242620216595	0.373812811234314	0.0526179686982471	0.0071939162716053	0.0440206188968662	0.014906817732185	0.0485239982794183	
51	108	0.0313695691184927	0.113112035173122	0.493847675029105	0.051150962728312	0.0369461376331467	0.0440116507459673	0.00134258422241308	0.0733435576902119	
46	109	0.287296770014482	0.0667787725984466	0.247114571951788	0.0892044533630485	0.0285883019540846	0.04510863226546	0.0634519913104313	0.0421614573747531	
11	96	0.910462508476354	-0.00753167307390901	0.153728516607954	0.111910637894097	0.0087518838256971	0.0522002310236475	0.150616976847089	0.0340928753891881	
16	96	0.534300411940624	0.0365165946546705	0.259206336642505	0.0805369643237836	0.131739617870809	0.0314476796810971	0.19490795759383	0.0296779634018347	
7	121	0.629538710507072	-0.0220057269303914	0.867467667167517	0.0093919147759462	0.493534779676253	0.0109161619188799	0.596424031127534	0.0106642818097793	
62	97	0.532106199083717	0.0334803280103735	0.548037285420118	0.0488211305616982	0.00223288975259138	0.0649777930531071	0.0260814730173661	0.0503771939094449	
72	116	0.704114340115326	0.0208228644992452	0.459891078122421	0.0556259353324039	0.00371774516672269	0.0552823500898123	0.0243446448266627	0.0485492421044133	
