simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
35	94	0.866192523613343	0.0132308592305501	-572.48999900072	0.0132133403042124_0.0132308592305501	0.499999999999668_0.500000000000332	0.866192523613343	0.0132308592305501	-576.48999900072	0.0132133403042124_0.0132308592305501	0.499999999999668_0.500000000000332
87	100	0.0375952481303717	-0.0924342820872486	-590.773245680014	-0.0924342820872486_0.1801025384629	0.500223347275414_0.499776652724586	0.00216024434282974	-0.0924342808059188	-594.773245680104	-0.0924342808059188_0.180102542542844	0.500223335579764_0.499776664420236
27	114	0.160268377196598	0.0688182879772164	-660.806248993165	0.0688182879772164_0.0688186466949735	0.500000000000001_0.499999999999999	0.160268368256516	0.0688181647774566	-664.806248992454	0.0688181647774566_0.0688187749209202	0.50000000000002_0.49999999999998
56	110	0.531430144339133	-0.0255568285807259	-654.866231248492	-0.0255568285807259_0.142106991792393	0.505406690704836_0.494593309295164	0.424505287675278	-0.0316294843175387	-656.114022105793	-0.0316294843175387_0.149080443174899	0.510157321258645_0.489842678741355
4	104	0.313680203031962	0.178018383844239	-623.783452551898	-0.0558458923880314_0.178018383844239	0.495512562495179_0.504487437504821	0.0524596103762845	0.186065919044995	-626.743264965511	-0.0801408357969018_0.186065919044995	0.469386069806938_0.530613930193062
66	101	0.20255950840638	0.126693350901872	-607.401790817144	-0.0983254081328229_0.126693350901872	0.49651286811898_0.50348713188102	0.0543208505429058	0.126693351410806	-611.401790807737	-0.0983254043994777_0.126693351410806	0.496512870262655_0.503487129737345
1	109	0.00450887294895209	0.19160016310391	-629.431002668134	-0.138605877761845_0.19160016310391	0.483904777079362_0.516095222920638	0.000113246824236537	0.191600152901445	-633.431002922089	-0.138605896639957_0.191600152901445	0.483904730521372_0.516095269478628
94	99	0.12774683614445	-0.101490457619754	-587.327792075877	-0.101490457619754_0.154465459790099	0.505135935353081_0.494864064646919	0.013332897226781	-0.101490457619754	-591.327792075877	-0.101490457619754_0.154465459790099	0.505135935353081_0.494864064646919
97	112	0.00076481009295949	0.208117346458375	-642.709851778712	-0.126896406439784_0.208117346458375	0.492670397762725_0.507329602237275	6.84005374347966e-06	0.208117346458375	-646.709851778712	-0.126896406439784_0.208117346458375	0.492670397762725_0.507329602237275
63	110	0.0105376025011912	0.19000396555492	-633.957780371814	-0.107450591504495_0.19000396555492	0.491566210262251_0.508433789737749	0.000245321794119225	0.190003953625211	-637.957780513589	-0.107450609601618_0.190003953625211	0.491566173658018_0.508433826341982
89	99	0.0344065227539492	0.173218621909849	-587.593233594636	-0.0881081340205385_0.173218621909849	0.495481898135941_0.504518101864059	0.00188351383857874	0.173218621909849	-591.593233594636	-0.0881081340205385_0.173218621909849	0.495481898135941_0.504518101864059
25	106	1	0.210001548094347	-592.759942258148	-0.0713559140322951_0.210001548094347	0.491800160017054_0.508199839982946	0.0150596478239016	0.21011563225238	-596.289852255007	-0.0900147101792447_0.21011563225238	0.469361898871127_0.530638101128873
