simNum	IVsNum	P	eff
11	680	0.785881064986167	0.0139790652970952	
18	713	0.34869951146608	0.0503253849779546	
1	692	0.190961766025816	0.0416516374885868	
58	729	0.267715184675907	0.0338121297908384	
54	732	0.41349250808982	0.0263755324929557	
5	635	0.699881656425697	0.0181011484743532	
28	755	0.300956038848751	0.0541428256201261	
77	741	0.0710522065729928	0.0643907412048625	
25	698	0.191940782914252	0.0501991831777446	
87	718	0.748837807010347	0.0493716289780799	
91	739	0.13840638193794	0.0535710956776343	
48	718	0.583318238958077	0.0206479276385413	
94	722	0.919542083033185	0.0112787070763437	
71	756	0.74428706725354	0.018125178091629	
31	722	0.56053976416915	0.0219195416085782	
61	736	0.492781746084693	0.027403593543296	
8	638	0.964582139907774	0.00933094308232983	
38	657	0.558499651158036	0.0224520854326426	
74	704	0.470948195363998	0.0260878335685812	
51	671	0.111998030563507	0.049648336855277	
97	727	0.286237787446922	0.0324647631770631	
15	666	0.499667573736114	0.0278002494908809	
68	705	0.187181775545114	0.046012549659453	
84	680	0.69739667966859	0.0157236309792133	
64	678	0.278540899392332	0.0422867057216541	
81	676	0.581201226877456	-0.0144941066348412	
21	700	0.264834856912403	0.033165779620273	
44	687	0.280989340266283	0.0576529411938147	
41	776	0.197979234868574	0.0327201623200266	
34	678	0.953928454340889	-0.00143683997265882	
2	746	0.160585486601075	0.0431326670184472	
12	765	0.330579203583751	0.0322033031045084	
88	675	0.405791772287681	0.0318696580560973	
78	704	0.307334231116349	0.0361952916214408	
29	736	0.783354666928843	0.0124006659944482	
6	727	0.0761731293219438	0.0543515539429665	
19	709	0.688470478800695	0.0169839653331701	
26	767	0.713768495277899	0.0145616273496208	
59	793	0.621867199942795	0.0198143112472109	
39	691	0.429772743457997	0.0274695897054522	
72	737	0.1735423129448	0.0460265208956136	
62	693	0.226302920016475	0.0423938051806233	
75	677	0.089182441845631	0.0472924854287906	
49	728	0.183571847596134	0.0384694996749112	
69	692	0.292908562511284	0.034345667255019	
9	662	0.965683764414109	0.00866295279660309	
95	760	0.533927121685465	0.0221989010254046	
16	682	0.316040154459529	0.0370510175956309	
32	715	0.564121422459493	0.0359659079143779	
55	670	0.954530822392415	0.0084596899001132	
85	715	0.997111223946871	0.00543964515561145	
92	750	0.433906799529282	0.0445493706808164	
98	644	0.706951272577342	0.0176767837309828	
52	712	0.168399718896043	0.0422170654010415	
22	727	0.629661562918461	0.0189925421158464	
45	689	0.582924052703553	0.0222801864187499	
65	682	0.541921799702901	0.0285327234916144	
35	698	0.340086145428663	0.0280477406820208	
42	698	0.19404803714114	0.0394932725192214	
82	712	0.288123711724332	0.0341547329324491	
13	662	0.377734680351727	0.0311251057101672	
79	769	0.558681562852628	0.0630972485125879	
3	690	0.882318013378799	0.00854243253565998	
63	694	0.33658995488581	0.0419422424414665	
27	780	0.0439950163113743	0.0539238595437529	
89	733	0.885919064072068	0.0422101113015291	
76	668	0.18129035994044	0.0409902357405576	
10	716	0.440326447593392	0.0276945383252054	
50	664	0.599566846501644	0.0217769752754445	
70	730	0.73968566053164	-8.44278453778287e-05	
17	730	0.472951449678873	0.0308707655001587	
73	727	0.894594365982515	0.00109650869083298	
56	712	0.484095325225348	0.0346459227720081	
96	717	0.185885386672841	0.0393357529501372	
30	719	0.998691762548138	0.0037827162581575	
7	762	0.840913879238227	0.0104115314067628	
40	705	0.549008530306595	0.0303716335348499	
20	644	0.451948467921178	0.0315093914669707	
60	725	0.175846247034247	0.0414652340263347	
93	679	0.322355906745416	0.0329026868864148	
99	738	0.729436047386011	0.0165899683824963	
86	720	0.435079617917404	0.0289460391072674	
23	707	0.424895574198939	0.0475912768754257	
46	711	0.354790841187898	0.0327361040683368	
33	723	0.170624743411848	0.042335882218361	
53	750	0.149851586830246	0.0609550957705963	
66	709	0.822110918824751	0.00197683908777326	
36	741	0.374174693190502	0.027358779116272	
43	639	0.240992323303987	0.0362382999583788	
14	699	0.452330491720425	0.0252919084275651	
4	685	0.256340940101144	0.0353858321297979	
90	626	0.20284392483091	0.0568368138682382	
83	737	0.18788027424902	0.0415111002624961	
57	728	0.239785366270991	0.0393734940939645	
80	691	0.898608405400998	0.0245549280998113	
100	666	0.188267077247645	0.0397231182092571	
24	710	0.764062922936619	0.0150787934171154	
67	711	0.599610429793862	0.0268271669307348	
37	721	0.323440897239938	0.0426839583285152	
47	749	0.125811666642285	0.0501041168752662	
