simNum	IVsNum	P_random	eff_random	AIC_random	P_fixed	eff_fixed	AIC_fixed
71	118	0.180240545539802	0.0256174448800578	-687.915846763427	0.293788230491709	0.0194067121391203	-677.209743608712
81	97	0.173917168698168	0.0267418306592318	-573.855853307552	0.193434030426751	0.0248105682076594	-568.708279357243
16	96	0.101082226957929	0.0336759937868019	-561.137986239875	0.143120786818882	0.0285410597909547	-558.717069089911
86	101	0.535407955691284	0.0124462358785379	-596.694419873078	0.256206375781168	0.0216587921525173	-594.401384091448
31	118	0.0602122863167706	0.032817777400199	-713.416945936159	0.0758859209375548	0.0300319433216826	-709.038086953717
46	109	0.0873317754132481	0.03468996206185	-636.139094406553	0.0873559680525193	0.0336943387729262	-628.39114137412
36	124	0.0166394439133245	0.0456497462204446	-732.784013306704	0.0285176107908151	0.0412423725612305	-725.901591536387
91	100	0.0211537854432078	0.0478602230965145	-589.049769591097	0.00658000404123353	0.0523939074215074	-589.056561158787
32	105	0.0770930481774942	0.0412760843784822	-595.263130678336	0.0587904294503727	0.0421007847111734	-589.139635030118
72	116	0.00469371079259912	0.0542986011372194	-685.833225875794	0.00359324988801917	0.0536058467625955	-687.442369418019
87	100	0.0401857465271903	0.0421423554894958	-592.395759827809	0.0243700767820715	0.0434102143154326	-586.482273334824
51	108	0.0170245834379823	0.0524054358108958	-608.42479899601	0.00131257614715346	0.0647565259446522	-607.45298707301
96	96	0.00501794097572911	0.0599521498904029	-554.448843040187	0.00356183558833901	0.0599839366692868	-555.337278283502
41	132	0.00970190916579185	0.0435270302616547	-780.231495453813	0.00928735348602774	0.0417826161003828	-775.940921301795
66	101	0.462307692200994	0.0134548386079157	-611.780999280225	0.522922044060795	0.0111656501122262	-611.617122542581
21	105	0.00389653443243315	0.058010536942895	-618.21192656661	0.00209914117947217	0.0594843043682432	-619.575253836131
1	109	0.113320351086412	0.0341118356117296	-627.420751528285	0.0313492815281552	0.0449675885173388	-619.11261611497
11	96	0.021902865592281	0.0471646218513242	-572.664449632109	0.0268231631911826	0.0441911229936107	-571.248116138095
56	110	0.00356071174542097	0.0558734939651935	-658.058883111217	0.00472620838756975	0.0524432200887894	-658.309566658322
6	98	0.00133772377910878	0.0684274006152707	-568.967958000971	0.000162650171830782	0.0740331064883208	-569.774032040106
76	112	0.350028667040558	0.0205664393734461	-633.450589651863	0.515569388309514	0.0133652576079806	-627.08510989915
33	110	0.0233459306180318	0.0486694471702947	-626.669828373786	0.0149507520665262	0.0507031760892246	-620.248034586173
52	108	0.000718484092783797	0.0684403106100362	-632.782649278019	0.000518336719090455	0.0668884943821291	-628.924411941104
97	112	0.0385702465062146	0.0431658254241867	-637.378511251649	0.0162392194525767	0.050165058699737	-623.61764410361
17	105	0.174757072304475	0.0290266484751635	-607.691753203562	0.280302174927793	0.0222322660554756	-603.999779583957
61	103	0.0998588484670708	0.0322608350757621	-613.613600149765	0.0391653042871424	0.0383345345201607	-612.335145341252
82	103	0.0695027577726869	0.0409228198159487	-585.223357257145	0.0292616633073437	0.045187359144326	-581.431099891231
22	109	0.00280999528325876	0.0570325004563533	-652.385114941496	0.000773204771722909	0.062023579748403	-650.608402664622
2	102	0.00424415715788684	0.0578606198570455	-607.612934247885	0.00976684025918905	0.0497410683104188	-596.853642994339
37	105	0.00307366658890882	0.0591229261350516	-619.023206124979	0.00445685611419445	0.0546182600362349	-616.454817909711
47	93	0.0401779845624807	0.0395437358374597	-550.125443702304	0.0371694646567148	0.0378949769392525	-548.800435039305
26	117	0.540790968438781	0.0122953936082338	-684.489418048886	0.358827661724026	0.0171353242870532	-685.498435103504
67	105	0.0428814150989558	0.0433854422043212	-601.381131476106	0.0500627431886149	0.0403270211066433	-598.336613548457
7	121	0.390633718574696	0.0134305698682998	-745.74012871358	0.402917532114704	0.0128734646602747	-747.673946878105
57	105	0.0389500283513307	0.0369220406545174	-633.671705880842	0.0389500283218095	0.0369220393841803	-635.671705882111
92	104	0.0324038394703731	0.0458635921989441	-601.332651409463	0.00276668737069282	0.0601890766232024	-599.14235834992
18	116	0.0160752904572922	0.0483270913561615	-680.997061762245	0.0394659094846387	0.0397881512105415	-673.591472407213
38	93	0.500245488544755	0.0147128710727816	-542.823702245674	0.291832041093663	0.0219521296021335	-533.468831164089
53	105	0.000600282417128024	0.0700793539836753	-633.61827772162	8.55133580470908e-05	0.0727062447231564	-635.530026563812
88	98	0.182764662491497	0.0292237823767134	-568.745764781609	0.312155105498442	0.0207312844802407	-561.791246655817
12	106	0.439226331422278	0.0181097931054141	-578.816386543023	0.52568803609557	0.0144987753369297	-570.843348237165
3	110	0.0762185977971362	0.033817462824331	-653.649453928171	0.0421012066084223	0.036964920628099	-650.528904804426
58	117	0.175608676539824	0.0268948382457166	-681.858428921824	0.113628069679943	0.0298226276899814	-674.516027137711
98	99	0.233167526625287	0.0233149352135342	-592.761335321027	0.0962242926453019	0.031072694156554	-591.452672039637
19	107	0.264326015541499	0.0208966285382564	-647.952581226266	0.200789505374694	0.0231888770764962	-644.361291301132
23	101	0.00031622489896175	0.067731493385557	-608.191576196014	0.000305775427143187	0.065481810752809	-605.668949039226
93	102	0.240982792015259	0.0252416322399579	-587.679588155577	0.183829755777504	0.0277952398449111	-577.144339961443
34	108	0.787446903351549	-0.00561183704139782	-625.001627479103	0.608143352686757	-0.0103982946255005	-624.702986623829
4	104	0.00210995713588973	0.0634231315477794	-627.985904303898	0.000863431377378206	0.0647842726460779	-625.078422273071
20	104	0.0259089261721251	0.0464130225653444	-607.791016724477	0.0277393992756293	0.0436807716158254	-602.36612603028
73	112	0.0239596284513086	0.0463199869511241	-645.027714311451	0.013020677555848	0.0485213106574594	-637.298346392403
42	104	0.0186359333955291	0.0471762217381643	-615.095733476166	0.0107030634114022	0.04981755576651	-616.231546108357
83	104	0.0795753103524545	0.0341358034217482	-605.579909272337	0.0591718787961349	0.0347603814726784	-605.422310088969
89	99	0.0227570836215976	0.0450917698476855	-589.028804815554	0.0159342767332712	0.0443948043356965	-581.246219239211
77	107	0.00469085037806617	0.0575432254254227	-628.124564003646	0.00110420166637201	0.0629758854291216	-628.138446706152
59	116	0.125821695708412	0.0279246733608323	-703.219462072466	0.0845444125373229	0.0301548295584948	-697.966811907802
27	114	0.000202884454302411	0.0687005493763585	-666.761097426384	0.000184638397094443	0.0687005483343126	-668.761097425079
8	77	0.523736027148115	0.0159992601340649	-450.127262238825	0.839154149101508	0.00462656705706331	-449.909967656946
62	97	0.00236870276265529	0.0668346926740749	-554.110027373038	0.00125508901125801	0.0679627923258345	-554.675732350639
35	94	0.44576597909959	0.0132380723551658	-578.491115697581	0.445765979410307	0.0132380700278134	-580.491115695524
74	103	0.0437599837598622	0.039816419692002	-613.539340815238	0.0399548738782724	0.0387387110575862	-611.217278074512
90	95	0.00115066892189442	0.0542437794979519	-609.771983950572	0.000705108387789416	0.0545860949084457	-611.121189926227
68	117	0.00223156591741664	0.0576763881570175	-690.616105591572	0.00111040735565519	0.05804623975238	-689.445522048602
9	96	0.79021303451496	-0.00548658880727814	-546.559309057251	0.79021302205794	-0.00548658868447075	-548.55930908881
48	98	0.592758698007276	0.0122026325598306	-552.477785503322	0.8720135376021	0.00275258857566724	-547.90724917404
24	107	0.0172101043499778	0.045751950379592	-618.717636806486	0.0172341796435633	0.0453542831482582	-620.715184379354
39	98	0.466182799015298	0.0166893723831477	-549.644079310686	0.594085891881046	0.0110419762386209	-544.314349123612
54	90	0.319544824240805	0.0209492308813177	-529.315365009245	0.673035727627165	0.00829809896199549	-529.133233604847
63	110	0.0220570663788996	0.0461861552477415	-633.378537837933	0.0186684145471969	0.0464381204055526	-624.169156376849
99	100	0.608944228883524	0.011326793387649	-575.041349135021	0.725174856379864	0.00725532819581271	-574.041346220265
75	104	0.000375700652312248	0.0578703045112433	-647.622136512599	6.97880643247636e-05	0.0603032543963735	-648.134924183975
69	93	0.0665851772135309	0.0372473057526867	-555.156601567742	0.0134749569186083	0.0476670304598198	-550.373079974929
43	97	0.0328059144477095	0.0448798828233331	-585.863538749305	0.052533551000736	0.0405474944584233	-584.617497685908
84	98	0.0937038409173326	0.0352748140617114	-581.469564751209	0.044193871411298	0.0398418425854528	-580.274223579283
40	113	0.481619359510096	0.0142530789676497	-648.150566747714	0.648855722496547	0.00868535046206554	-630.939523965958
94	99	0.201627344150065	0.0247044114499742	-591.015883143839	0.245262021340455	0.0212500738234217	-588.767809686354
78	108	0.0113875517586797	0.0534889961164349	-618.703875900259	0.0168868063548872	0.0472300139914247	-616.536860930277
25	106	0.00130035972237537	0.0704580971434341	-598.258768003536	2.70799790751088e-05	0.0879302552290276	-588.514066083421
5	97	0.573496697318183	-0.0112572496957299	-581.337929615748	0.63297500021414	-0.00922252078034334	-578.894799568511
10	105	0.04746262598281	0.0397364628212903	-620.691153284799	0.0110861830478027	0.0486976756126781	-615.674604874503
28	109	0.0137955562846048	0.0450285981361368	-662.226315656131	0.00637729332876368	0.046902818929402	-662.176786715966
100	105	0.0177333682065877	0.0467708333714336	-624.666782307656	0.00344636034232189	0.0539156315098958	-621.703282239447
13	103	0.0379774842615122	0.0494917284475283	-570.015271165262	0.0621098670133264	0.0420891608647652	-564.75299902885
60	104	0.0851020300353686	0.0368697026986318	-598.593029934634	0.139216631652961	0.0297512843657823	-594.773584166733
70	103	0.386831320918428	0.016893547171639	-604.14018775469	0.0971786010249737	0.0308842111940803	-598.794394296404
95	113	0.00553438398992757	0.058887561883283	-647.11961085445	0.0130363616200528	0.0500313356946584	-642.250418756765
