simNum	IVsNum	P_random	eff_random	AIC_random	gamma_random	prop_random	P_fixed	eff_fixed	AIC_fixed	gamma_fixed	prop_fixed
6	115	0.788271164920601	-0.00784346214196047	-711.88039729975	-0.00784346214196047_-0.00784279430086716	0.500000000000007_0.499999999999993	0.788271164920601	-0.00784346214196047	-715.88039729975	-0.00784346214196047_-0.00784279430086716	0.500000000000007_0.499999999999993
78	97	0.934430716551128	-0.00303234264996161	-623.363020964417	-0.00303234264996161_-0.003028842191722	0.500000000000133_0.499999999999867	0.934430716551128	-0.00303234264996161	-627.363020964417	-0.00303234264996161_-0.003028842191722	0.500000000000133_0.499999999999867
39	106	0.669443970462968	0.0143698561027432	-658.920736081367	0.014368668131705_0.0143698561027432	0.499999999999996_0.500000000000004	0.669443970462968	0.0143698561027432	-662.920736081367	0.014368668131705_0.0143698561027432	0.499999999999996_0.500000000000004
98	95	0.941343803744188	0.00222294438892078	-635.394542194581	0.00222113908574032_0.00222294438892078	0.499999999999999_0.500000000000001	0.941343803744188	0.00222294438892078	-639.394542194581	0.00222113908574032_0.00222294438892078	0.499999999999999_0.500000000000001
75	98	0.792949464269996	0.0100816291585708	-614.12621932631	0.0100816291585708_0.0100818002229482	0.500000000000004_0.499999999999996	0.792949464269996	0.0100816291585708	-618.12621932631	0.0100816291585708_0.0100818002229482	0.500000000000004_0.499999999999996
49	99	0.822418520566669	0.00827378155251062	-657.465535355018	0.00826934613024639_0.00827378155251062	0.499999999999935_0.500000000000065	0.822418520566669	0.00827378155251062	-661.465535355018	0.00826934613024639_0.00827378155251062	0.499999999999935_0.500000000000065
30	108	0.986811263526902	0.000704802737333948	-691.284221172066	0.000699022804337157_0.000704802737333948	0.499999999999963_0.500000000000037	0.986811263526902	0.000704802737333948	-695.284221172066	0.000699022804337157_0.000704802737333948	0.499999999999963_0.500000000000037
41	95	0.968824779674542	0.00160763906549832	-588.182710467257	0.00160442872767347_0.00160763906549832	0.499999999999884_0.500000000000116	0.968824779674542	0.00160763906549832	-592.182710467257	0.00160442872767347_0.00160763906549832	0.499999999999884_0.500000000000116
5	117	0.64144302820815	0.0199575886043982	-762.548880513194	0.0199502553894009_0.0199575886043982	0.499999999999953_0.500000000000047	0.64144302820815	0.0199575886043982	-766.548880513194	0.0199502553894009_0.0199575886043982	0.499999999999953_0.500000000000047
86	106	0.70804321517269	0.0212724787514665	-666.425116808458	0.0212724787514665_0.0212832353589602	0.500000000000076_0.499999999999924	0.70804321517269	0.0212724787514665	-670.425116808458	0.0212724787514665_0.0212832353589602	0.500000000000076_0.499999999999924
