"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	5	117	0.183404819277507	0.0199584823503294	-762.549199779957	"0.0199584823503294_0.0199637052408172"	"0.500000000000004_0.499999999999997"	0.0177109978881993	0.014912926359316	0.237406431895345	0.0218439210004503	0.0159119962670141	0.172464021779151	1.21599899035716	0.903596381210837
"2"	2	111	0.0572234379069681	0.0257681856339279	-726.177648449882	"0.0257615951628746_0.0257681856339279"	"0.5_0.5"	0.0247907046530247	0.0132621066113313	0.0642423158120046	0.0258153946031519	0.0134086499519713	0.0567765513116164	1.35599320695594	0.986697936903234
"3"	3	96	0.980621874965974	-0.000688778186921645	-596.916962814864	"-0.00071268607498227_-0.000688778186921645"	"0.499999999999999_0.500000000000001"	-0.0187541177264719	0.0254353128074815	0.462741331736025	0.0213033611552873	0.0282827382718758	0.453175327903462	1.21213263490171	0.356824802914655
"4"	1	109	0.984226484467023	0.000738631215980197	-634.384547630535	"0.000734662085094504_0.000738631215980197"	"0.5_0.5"	-0.0182046765661163	0.0303356633371345	0.549691323234234	0.0266095366675091	0.0372739345820861	0.476834400630496	1.12337976851044	0.392950198066566
"5"	4	105	0.466196972111695	-0.0192700919915416	-664.13015351183	"-0.0192700919915416_0.0608657694987504"	"0.502598892331514_0.497401107668486"	-0.0131002972057324	0.026347884150532	0.620094084866436	0.0526927073713876	0.0336454333822814	0.120358872958713	1.36679287763782	0.186138314081462
"6"	6	115	0.616650693657885	-0.00785938292572086	-711.880177760973	"-0.00785961761813275_-0.00785938292572086"	"0.499999999999999_0.500000000000001"	-0.00876919678236789	0.0132529646762787	0.509512763533614	-0.00721931762226104	0.0156568069906603	0.645607026711223	1.34822891626382	0.978715509418875
"7"	7	109	0.278853546327429	0.0194477708303559	-700.915781335327	"0.0194160079844542_0.0194477708303559"	"0.499999999999989_0.500000000000011"	0.0113814988836817	0.0190550394324024	0.551560005963504	0.0269459700801528	0.0178686737658496	0.134474148761905	0.962863280499507	0.535730565546071
"8"	9	77	0.0332608776476655	0.0492819303408625	-479.702943121573	"0.0492819303408625_0.0492918790120518"	"0.500000000000004_0.499999999999996"	0.0400094349739978	0.0227277806452237	0.0823673315040488	0.0582528221911644	0.0285938586643421	0.0451067889904045	1.14036105718709	0.672255186884686
"9"	8	113	0.371797836852051	-0.0215803958242156	-723.471109544975	"-0.0215803958242156_0.0366219757580309"	"0.500895103441841_0.499104896558159"	-0.0164487377761265	0.0240662311084178	0.495716434860806	0.031290997061626	0.0294543511923892	0.290359563665953	1.7798570237293	0.402128074754309
"10"	10	117	0.25114791839614	-0.023997867721372	-743.376739745689	"-0.023997867721372_0.0424639741899517"	"0.505719225031163_0.494280774968837"	-0.0166904864639932	0.0208075500682538	0.424114498501596	0.0358199834228885	0.0308703278399825	0.248294144861202	1.1232943735432	0.182936388915529
