"simNum"	"IVsNum"	"P_largestGroup"	"eff_largestGroup"	"AIC_random"	"gamma_random"	"prop_random"	"eff_mean_minClass"	"sd_minClass"	"P_minClass_mean"	"eff_mean_maxClass"	"sd_maxClass"	"P_maxClass_mean"	"correct_factor"	"CHVP_test_correct"
"1"	3	102	0.947229507977795	-0.00140732074485854	-655.01129222483	"-0.00140732074485854_0.0748091147913811"	"0.505855051264718_0.494144948735282"	0.00504880639070509	0.0212102272912956	0.81233509754873	0.0663589129004421	0.0338790031525264	0.0529052206954416	0.978924120194256	0.121659968890031
"2"	6	112	0.0576515549480698	0.0401412871216005	-660.964138383614	"0.0401407656984658_0.0401412871216005"	"0.5_0.5"	0.0280117750385341	0.037815809050815	0.460413716294838	0.048721025829491	0.0209262717438707	0.0217118275056496	1.51198740798267	0.798576040463761
"3"	8	99	0.0516154967484225	-0.0573194476443839	-614.679733493779	"-0.0573194476443839_0.0872216369828263"	"0.500794108384119_0.499205891615881"	-0.0513579721678998	0.029090420530063	0.0806012248463971	0.0804776653922632	0.0320691792542577	0.0137292680859819	1.15483083885368	0.00305046249720088
"4"	1	92	0.0969422874430592	-0.0554004642295406	-550.857693998185	"-0.0554004642295406_0.176994698534706"	"0.504480436775194_0.495519563224806"	-0.0388276423684111	0.033032223529305	0.242882036315482	0.159618936825668	0.0394095842651234	0.000107446044016724	1.54868427139439	0.000302341201466959
"5"	7	103	0.000141804815606627	0.112009452920816	-640.352550408607	"-0.047882886467825_0.112009452920816"	"0.497702195555133_0.502297804444867"	-0.041181915374062	0.0345569250649977	0.236139473770794	0.103134202714594	0.0283255583442586	0.000428574246126509	1.17577116471789	0.00169562333524634
"6"	4	113	0.283737530046692	0.0311114741253638	-701.059719529511	"0.0311114741253638_0.0311283789658528"	"0.500000000000024_0.499999999999976"	0.00766615675662133	0.0288837209942686	0.79117811767328	0.0580553880268066	0.0365691307324758	0.115206948317619	1.07637915769918	0.302294342779912
"7"	2	102	7.22263555952349e-10	0.14543366732436	-620.088229653717	"-0.0679970287526493_0.14543366732436"	"0.494275466229971_0.505724533770029"	-0.0625883160123325	0.0343732968910572	0.0715917886883992	0.141639126547139	0.0213635015664559	1.67630108873022e-09	1.294559485102	8.44587178593304e-07
"8"	5	105	0.914532976256787	0.00356620062521363	-647.450069438476	"0.00356620062521363_0.0916845291721032"	"0.501900663315998_0.498099336684002"	-0.000829245919776849	0.0331480622863721	0.980089802616847	0.0978104606096741	0.0359239303727683	0.00759435356700258	1.33820167179545	0.0682145636578398
"9"	10	104	0.134215898486684	0.0560002084301899	-636.251238053842	"-0.0211190156189384_0.0560002084301899"	"0.499831711398479_0.500168288601521"	-0.0306460444722755	0.0445136961366647	0.49270883612802	0.0646792101410399	0.0370969009969448	0.0842265424169348	1.70838405931861	0.208174903891037
"10"	9	117	0.281523298499339	0.0382830070827106	-680.376592044063	"0.0382830070827106_0.038899605045764"	"0.500000000153279_0.499999999846721"	0.00468957232264099	0.0353836742653452	0.894790833298477	0.0801444233413544	0.0445622074404905	0.0747009109191469	2.16574464724103	0.452518514871978
"11"	14	94	0.185181270467269	0.0386788677523247	-578.742617558219	"0.0386788677523247_0.0386812625053014"	"0.500000000000001_0.499999999999999"	0.0240251442550941	0.0289760031629817	0.409148623182356	0.0524561611732126	0.029181507236858	0.0754885860865902	1.34685155026537	0.615754870575849
"12"	13	106	0.902550519816588	0.00246198644077505	-647.177162403882	"0.00246198644077505_0.0744479723435457"	"0.520484856481362_0.479515143518638"	0.011238268625879	0.0200591519049397	0.576497968029576	0.0591011541069187	0.0385325274061282	0.128086791516677	1.05548985549738	0.2867281587099
"13"	11	107	0.0423382055551895	-0.0542211325203656	-659.844062314933	"-0.0542211325203656_0.113559893896544"	"0.504008387225335_0.495991612774665"	-0.04546150125913	0.026385032479495	0.0878039330181754	0.10564067216275	0.0380726186058044	0.00653140271913114	1.50859082239603	0.00255728498357894
"14"	17	91	0.704959797603923	-0.017863610218631	-543.757892307406	"-0.017863610218631_0.0518548400943493"	"0.500152734221239_0.499847265778761"	-0.030463130002895	0.0470294280811727	0.518798158568913	0.0664339304889023	0.0475201309071345	0.165544082406882	1.5014741024008	0.245700893465543
