simNum	IVsNum	plei_test	P	eff
93	82	0.358	0.0369464524325249	0.0348821540324516	
17	92	0.497	0.484714782514283	0.0104676295323744	
35	91	0.979	0.194183485549234	0.016637029809408	
15	90	0.072	0.202810222435712	0.0213594369363316	
39	94	0.136	0.618907413488853	0.00804053141382336	
19	93	0.157	0.0107648146823534	0.0413335086319018	
1	98	0.296	0.850715928750822	-0.00277120352013734	
71	96	0.007	0.113508086175362	0.0274048149668098	
95	97	0.341	0.0316342910523454	0.0323624552150321	
43	100	0.02	0.686299599351949	0.00683026923076696	
51	101	0.389	0.120862262660986	0.0229355102660067	
11	104	0.025	0.207080502949415	0.0199889998713978	
85	101	0.039	0.333536212896243	0.015390278935906	
87	105	0.276	0.660714077473665	0.00637213886031854	
75	101	0.363	0.234979589288057	0.017530756135864	
7	110	0.063	0.0198873667275071	0.0354464620509138	
61	108	0.023	0.593253258418041	0.00846748035900231	
73	85	0.377	0.210587593325387	0.0199591427340382	
69	106	0.018	0.205120819205266	0.0189846967650992	
5	88	0.319	0.192280789459308	0.0214648625028789	
89	115	0.321	0.0687766002265595	0.0262945971203222	
55	113	0.038	0.0760888249979395	0.0255586595274037	
65	113	0.013	0.361124478414416	0.014207973276086	
59	90	0.849	0.86239245838049	-0.00249739002612412	
67	114	0.257	0.0187377025766566	0.0347489125996676	
45	115	0	0.0305827385013582	0.0345327546476373	
83	91	0.767	0.0481437397147528	0.0281462834189987	
13	93	0.404	0.983583153791268	0.00030383625806703	
91	117	0.928	0.017233296663142	0.0294224629925849	
33	119	0.333	0.849450744578447	-0.00253850476353594	
21	119	0.953	0.893043808031202	0.00157442725173225	
29	95	0.203	0.0387077181104411	0.032703407798466	
63	121	0.029	0.657677396249192	0.00632382007078884	
3	98	0.416	0.663628652033475	0.00638842257955386	
81	101	0.144	0.121291100604483	0.024020942011623	
97	103	0.164	0.0528842076486289	0.0296975860398455	
47	102	0.513	0.901289848538753	0.00177113447589789	
53	103	0.414	0.124092068920686	0.0226708568518734	
57	104	0.214	0.491217637613465	0.0102630138484087	
9	106	0.035	0.441373611055278	0.012235485670823	
49	109	0.681	0.493843332005358	-0.00939616259499856	
99	109	0.217	0.0628595019018079	0.0270103050511825	
25	109	0.241	0.411174086730607	0.0116938249963929	
23	110	0.204	0.285835596416951	0.0154551261090473	
77	115	0.054	0.0799544593588223	0.0257763817634579	
37	112	0.186	0.1055694737373	0.0231637098412394	
31	115	0.147	0.922663711975035	0.00140194312050489	
27	117	0.474	0.168821091687711	0.0181495679931556	
41	119	0.116	0.642522071453206	0.00658813871241151	
79	122	0.002	0.195587213950734	0.0192766287618413	
16	96	0	0.73183293697182	-0.00635171377088676	
94	110	0.02	0.316002417588564	0.0149132062429928	
40	98	0.021	0.0403674488952661	0.0329460572647393	
44	94	0.167	0.473071985470718	0.0117312166563461	
18	108	0.161	0.208085531665939	0.0190005908918778	
2	101	0.005	0.148110713512009	0.0232743380871949	
12	102	0.036	0.366623399341282	-0.0137246560145914	
36	109	0.005	0.857488584042054	0.00288139891862467	
62	97	0.236	0.435822544266069	0.0117397016686004	
88	102	0.52	0.214454273340046	0.017952958675435	
72	108	0.015	0.266148430607992	0.0176111228108394	
76	103	0.005	0.0935950946129762	0.0283331941625802	
20	113	0.026	0.334401001585485	0.0144674557385322	
8	105	0.143	0.0559093681755792	0.028482444376644	
68	100	0.036	0.448272022024742	0.0127863927215853	
96	114	0.266	0.824612712837871	0.00313138412500719	
22	94	0.757	0.38009040811075	0.0119863844611881	
90	100	0.86	0.915529846167626	-0.00141191988409325	
70	102	0	0.209201622310742	0.0213481664684039	
46	101	0.081	0.960971136147524	-0.000791374148388308	
86	116	0.559	0.906174738055721	0.00158157083714639	
34	99	0.448	0.819228780589641	-0.00338038194465687	
52	124	0.06	0.242566183497754	0.0161704421600744	
92	102	0.004	0.51827288041186	0.00983605374954647	
66	111	0.633	0.0854888483625638	0.0225200743839023	
4	101	0.352	0.719407727722402	0.00509264749934949	
74	103	0.368	0.161627296059133	0.0199056284353315	
6	101	0.232	0.302522513995458	0.0155113159530481	
56	122	0.233	0.636982197449922	0.00641651878288927	
64	116	0.107	0.275823001812824	0.0159784838321113	
78	94	0.136	0.00420205997922685	0.0468783463276571	
26	82	0.305	0.385308630073231	0.0143628484374925	
82	94	0.643	0.128436956487785	0.022197672027789	
14	110	0.307	0.935605485596656	0.00115914288634365	
30	110	0.384	0.0045606934041969	0.041384198221857	
84	112	0.402	0.657683525251898	0.00621805310020871	
10	99	0.033	0.0671537724718119	0.0294742916321739	
98	107	0.058	0.0478543439804693	0.0297236580926617	
28	91	0.042	0.390199454592356	-0.0133218922808297	
60	122	0.578	0.0733492390836923	0.0219531546261983	
54	117	0.212	7.93289815910271e-05	0.0559031222433185	
48	117	0.015	0.991072267660056	0.000165776221371737	
100	118	0.187	0.168432272103691	0.0193777601879587	
80	101	0.671	0.270759212856816	0.0155697510483374	
24	117	0.724	0.0304154390973238	0.0283717279713097	
32	120	0.094	0.0190015125883341	0.033308014442327	
50	124	0.05	0.0358530434168453	0.0295772302561253	
58	129	0.184	0.00772325662094869	0.0361562661370108	
42	119	0.198	0.849201070184619	-0.00261566355626587	
38	130	0.023	0.00462699413763995	0.0374392189506895	
